tweets,quote_status,language,favorite_count,retweet_count,time,id,rating,processed_text,cleaned_tweets,polarity,subjectivity
Vote your ship. #Legacies #RoswellNM #Riverdale #mizzie #echo #varchie,False,en,0,0,2021-02-27 03:29:06,1365504202030665730,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['vote', 'ship', 'legacies', 'roswellnm', 'riverdale', 'mizzie', 'echo', 'varchie']",vote ship legacies roswellnm riverdale mizzie echo varchie,0.0,0.0
once again pretending this is varchie &lt;33 https://t.co/XK13isnGT1,False,en,11,0,2021-02-27 03:25:58,1365503415921512449,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.1027}","['pretending', 'varchie', 'lt', '33']",pretending varchie lt 33,0.0,0.0
"RT @archiesrcnnie: i'm devastated 
https://t.co/JZZzgBjbHL",False,en,0,1,2021-02-27 03:21:00,1365502163745660931,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.6124}",['devastated'],devastated,0.0,0.0
@camisdorittos Who do I need to fight,False,en,2,0,2021-02-27 03:20:34,1365502056837091328,"{'neg': 0.342, 'neu': 0.658, 'pos': 0.0, 'compound': -0.3818}","['need', 'fight']",need fight,0.0,0.0
@Da73Wan @bestgirlcami Yeah I understand but he was just asked a question regarding Riverdale and he responded that way. It’s not the first time we’ve heard him say something like this. But I do get where your coming from,False,en,0,0,2021-02-27 03:19:46,1365501854793273345,"{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.5927}","['yeah', 'understand', 'asked', 'question', 'regarding', 'riverdale', 'responded', 'way', 'first', 'time', 'heard', 'say', 'something', 'like', 'get', 'coming']",yeah understand asked question regarding riverdale responded way first time heard say something like get coming,0.25,0.3333333333333333
@justcelica Ohhh i like that too and varchie 😂 barchie is just so cute lmfao,False,en,0,0,2021-02-27 03:16:17,1365500975994167301,"{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.8791}","['ohhh', 'like', 'varchie', 'barchie', 'cute', 'lmfao']",ohhh like varchie barchie cute lmfao,0.5,1.0
okay i don’t want stan riverdale twitter to come at me but i’m simply not here for Barchie... Varchie is superior... don’t know what to tell you❤️,False,en,1,0,2021-02-27 03:07:02,1365498650852552705,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.1531}","['okay', 'want', 'stan', 'riverdale', 'twitter', 'come', 'simply', 'barchie', 'varchie', 'superior', 'know', 'tell']",okay want stan riverdale twitter come simply barchie varchie superior know tell,0.39999999999999997,0.5857142857142857
CAN WRITERS LEAVE VARCHIE ALONE FOR ONE SEASON @RiverdaleWriter,False,en,0,0,2021-02-27 03:06:10,1365498429623836676,"{'neg': 0.4, 'neu': 0.6, 'pos': 0.0, 'compound': -0.567}","['writers', 'leave', 'varchie', 'alone', 'one', 'season']",writers leave varchie alone one season,0.0,0.0
Imagine if Veronica got pregnant after one hook up with Archie after Chad trying for a year to get her to want a baby.,False,en,1,0,2021-02-27 02:58:43,1365496555042709504,"{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.0772}","['imagine', 'veronica', 'got', 'pregnant', 'one', 'hook', 'archie', 'chad', 'trying', 'year', 'get', 'want', 'baby']",imagine veronica got pregnant one hook archie chad trying year get want baby,0.3333333333333333,0.5
"@Jewels__20 @NancyRiverDrew Yep. That's really it. A lot of what they said about Veronica and Varchie, for example, are true. But at the same time, it's also true for Betty and Barchie... Therefore it can't logically be used against them.",False,en,2,0,2021-02-27 02:56:22,1365495965252083718,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.7783}","['yep', 'really', 'lot', 'said', 'veronica', 'varchie', 'example', 'true', 'time', 'also', 'true', 'betty', 'barchie', 'therefore', 'logically', 'used']",yep really lot said veronica varchie example true time also true betty barchie therefore logically used,0.22999999999999998,0.375
I miss this #bughead #varchie @CW_Riverdale https://t.co/G9Xt5hv7qe,False,en,2,0,2021-02-27 02:54:06,1365495393820291072,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.1531}","['miss', 'bughead', 'varchie']",miss bughead varchie,0.0,0.0
"RT @slowburnsftw: once again this show played chad vs archie more than varchie, just like they did with hiram vs archie. va didn’t actually…",True,en,0,3,2021-02-27 02:41:01,1365492101740437504,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.5994}","['show', 'played', 'chad', 'vs', 'archie', 'varchie', 'like', 'hiram', 'vs', 'archie', 'va', 'actually']",show played chad vs archie varchie like hiram vs archie va actually,0.5,0.5
RT @barchiesdreams: after 7 years betty was the first person he called and the fact they only showed him calling her and not veronica.. if…,False,en,0,3,2021-02-27 02:38:03,1365491355707838468,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['7', 'years', 'betty', 'first', 'person', 'called', 'fact', 'showed', 'calling', 'veronica']",7 years betty first person called fact showed calling veronica,0.125,0.6666666666666666
I want a bughead cuddle I want a varchie cuddle in 2021,False,en,1,0,2021-02-27 02:34:01,1365490340644483073,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.1531}","['want', 'bughead', 'cuddle', 'want', 'varchie', 'cuddle', '2021']",want bughead cuddle want varchie cuddle 2021,0.0,0.0
@svthmvr did u just watch the 5x01 varchie ily scene?,False,en,1,0,2021-02-27 02:29:24,1365489177706582017,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.6597}","['u', 'watch', '5x01', 'varchie', 'ily', 'scene']",u watch 5x01 varchie ily scene,0.0,0.0
but only after varchie gets back together so they can at least serve death trope,False,en,5,0,2021-02-27 02:25:57,1365488310269976576,"{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.7469}","['varchie', 'gets', 'back', 'together', 'least', 'serve', 'death', 'trope']",varchie gets back together least serve death trope,-0.09999999999999999,0.4666666666666666
"@RiverdaleDark Varchie? Seen it, wasn't impressed, next",False,en,2,0,2021-02-27 02:24:15,1365487884862689283,"{'neg': 0.299, 'neu': 0.701, 'pos': 0.0, 'compound': -0.3724}","['varchie', 'seen', 'impressed', 'next']",varchie seen impressed next,0.5,0.5
@crimsonclover90 @NancyRiverDrew Yeah... They are not on Barchie or Varchie's level. That's for sure. And them appearing on the CW as a couple isn't going to change that. Especially not when VA and BA have been portrayed as well.,False,en,2,0,2021-02-27 02:18:44,1365486495579037697,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.5267}","['yeah', 'barchie', 'varchie', 'level', 'sure', 'appearing', 'cw', 'couple', 'going', 'change', 'especially', 'va', 'ba', 'portrayed', 'well']",yeah barchie varchie level sure appearing cw couple going change especially va ba portrayed well,0.25,0.9444444444444444
OKAY I am done with barchies ima just talk about bughead and varchie that's it,False,en,3,0,2021-02-27 02:07:06,1365483569083260931,"{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.3885}","['okay', 'done', 'barchies', 'ima', 'talk', 'bughead', 'varchie']",okay done barchies ima talk bughead varchie,0.5,0.5
RT @bugverchoni: any moots that stop riding for varchie when bh starts getting content again is getting blocked for insubordination!,False,en,0,2,2021-02-27 02:06:00,1365483290610688002,"{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.5562}","['moots', 'stop', 'riding', 'varchie', 'bh', 'starts', 'getting', 'content', 'getting', 'blocked', 'insubordination']",moots stop riding varchie bh starts getting content getting blocked insubordination,0.0,0.0
very curious which one do you like best? #varchie #barchie #bughead,False,en,3,1,2021-02-27 02:03:23,1365482632025427968,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.8516}","['curious', 'one', 'like', 'best', 'varchie', 'barchie', 'bughead']",curious one like best varchie barchie bughead,0.435,0.65
We stan both Bughead and Varchie in this house. Both. https://t.co/JU0ASOcTha,True,en,6,0,2021-02-27 02:01:32,1365482166747021314,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['stan', 'bughead', 'varchie', 'house']",stan bughead varchie house,0.0,0.0
Bughead/Varchie endgame always. There will be now Varchie slander on my TL ever. https://t.co/UvCDq4bAny,True,en,7,0,2021-02-27 02:00:51,1365481992691847169,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'varchie', 'endgame', 'always', 'varchie', 'slander', 'tl', 'ever']",bughead varchie endgame always varchie slander tl ever,0.0,0.0
RT @VarchiePolls: We are so strong on IG ! @WarnerChannelLA  Team #varchie all the way ! https://t.co/R96JvZekK2,False,en,0,5,2021-02-27 01:58:52,1365481495897473025,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.7027}","['strong', 'ig', 'team', 'varchie', 'way']",strong ig team varchie way,0.6770833333333333,0.7333333333333333
maybe varchie will give me some barchie angst until theyre endgame i still win https://t.co/7v7EHdAYud,False,en,2,0,2021-02-27 01:57:43,1365481204775059458,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.5859}","['maybe', 'varchie', 'give', 'barchie', 'angst', 'theyre', 'endgame', 'still', 'win']",maybe varchie give barchie angst theyre endgame still win,0.8,0.4
any moots that stop riding for varchie when bh starts getting content again is getting blocked for insubordination!,False,en,33,2,2021-02-27 01:50:52,1365479482807754752,"{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.5562}","['moots', 'stop', 'riding', 'varchie', 'bh', 'starts', 'getting', 'content', 'getting', 'blocked', 'insubordination']",moots stop riding varchie bh starts getting content getting blocked insubordination,0.0,0.0
"@Varchie_Kj_Cami @bestgirlcami That was not ok/really clever of him saying that, especially during a pandemic when others can’t work or lose their job. If he’s so done with the show, he should leave - not that I want him tough.",False,en,2,0,2021-02-27 01:50:06,1365479290410778629,"{'neg': 0.221, 'neu': 0.779, 'pos': 0.0, 'compound': -0.7271}","['ok', 'really', 'clever', 'saying', 'especially', 'pandemic', 'others', 'work', 'lose', 'job', 'done', 'show', 'leave', 'want', 'tough']",ok really clever saying especially pandemic others work lose job done show leave want tough,-0.07407407407407408,0.888888888888889
hes never done anything wrong your a barchie why are you on a bughead and varchie account ? https://t.co/hTmvNfiEAc,True,en,1,0,2021-02-27 01:44:21,1365477841878593540,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.3724}","['hes', 'never', 'done', 'anything', 'wrong', 'barchie', 'bughead', 'varchie', 'account']",hes never done anything wrong barchie bughead varchie account,-0.5,0.9
almost done editing varchie it’s my best work wth,False,en,14,0,2021-02-27 01:42:42,1365477426848014337,"{'neg': 0.233, 'neu': 0.479, 'pos': 0.288, 'compound': 0.2023}","['almost', 'done', 'editing', 'varchie', 'best', 'work', 'wth']",almost done editing varchie best work wth,1.0,0.3
daily reminder that this account is 100% a bughead and varchie account not barchie at all,False,en,1,0,2021-02-27 01:34:27,1365475349396664320,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['daily', 'reminder', 'account', '100', 'bughead', 'varchie', 'account', 'barchie']",daily reminder account 100 bughead varchie account barchie,0.0,0.0
@daphnelanes I hope so! You can’t think negative thoughts. It may take a little time but Bughead and Varchie will be back 😌🤞,False,en,1,0,2021-02-27 01:16:43,1365470888192335874,"{'neg': 0.112, 'neu': 0.805, 'pos': 0.083, 'compound': -0.1759}","['hope', 'think', 'negative', 'thoughts', 'may', 'take', 'little', 'time', 'bughead', 'varchie', 'back']",hope think negative thoughts may take little time bughead varchie back,-0.1625,0.3
they've destroyed the four core's friendship i'm annoyed i hope bughead and varchie are endgame but my goodness they have to do extreme repairs because of this mess lol,False,en,0,0,2021-02-27 01:15:41,1365470625951666178,"{'neg': 0.191, 'neu': 0.521, 'pos': 0.288, 'compound': 0.5977}","['destroyed', 'four', 'core', 'friendship', 'annoyed', 'hope', 'bughead', 'varchie', 'endgame', 'goodness', 'extreme', 'repairs', 'mess', 'lol']",destroyed four core friendship annoyed hope bughead varchie endgame goodness extreme repairs mess lol,0.025000000000000022,0.66875
@daphnelanes Stop with those negative thoughts. We all know Bughead and Varchie are endgame. Come on now!!,False,en,1,0,2021-02-27 01:14:04,1365470221176360968,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.7568}","['stop', 'negative', 'thoughts', 'know', 'bughead', 'varchie', 'endgame', 'come']",stop negative thoughts know bughead varchie endgame come,-0.46875,0.4
"I’m sorry I just don’t know, I lost hope now, I don’t think bughead and varchie are going to be endgame anymore, I don’t know I think they’re playing with us for some reason☹️",False,en,1,0,2021-02-27 01:12:06,1365469725174734848,"{'neg': 0.108, 'neu': 0.751, 'pos': 0.141, 'compound': 0.2732}","['sorry', 'know', 'lost', 'hope', 'think', 'bughead', 'varchie', 'going', 'endgame', 'anymore', 'know', 'think', 'playing', 'us', 'reason']",sorry know lost hope think bughead varchie going endgame anymore know think playing us reason,-0.5,1.0
"I genuinely feel bad for the people who really believe Bughead and Varchie aren’t gonna be together again. 

It’s actually concerning. Like do y’all watch the same show as me?",False,en,7,0,2021-02-27 01:06:11,1365468237274763271,"{'neg': 0.106, 'neu': 0.818, 'pos': 0.076, 'compound': -0.25}","['genuinely', 'feel', 'bad', 'people', 'really', 'believe', 'bughead', 'varchie', 'gonna', 'together', 'actually', 'concerning', 'like', 'watch', 'show']",genuinely feel bad people really believe bughead varchie gonna together actually concerning like watch show,-0.019999999999999962,0.3183333333333333
RT @archiesrcnnie: i hope that varchie fix the lights https://t.co/PtJeakMQrp,False,en,0,5,2021-02-27 01:03:51,1365467649719767043,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}","['hope', 'varchie', 'fix', 'lights']",hope varchie fix lights,0.0,0.0
@bestgirlcami He’s apologizing to RAS cuz he said being on Riverdale is like Jail,False,en,3,0,2021-02-27 01:01:27,1365467044414697474,"{'neg': 0.082, 'neu': 0.759, 'pos': 0.158, 'compound': 0.296}","['apologizing', 'ras', 'cuz', 'said', 'riverdale', 'like', 'jail']",apologizing ras cuz said riverdale like jail,-0.1,0.0
Ok jokes over give me Bughead and Varchie back now Roberto 🤌,False,en,8,0,2021-02-27 00:54:24,1365465271377539074,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4939}","['ok', 'jokes', 'give', 'bughead', 'varchie', 'back', 'roberto']",ok jokes give bughead varchie back roberto,0.25,0.25
RT @camilamendes: let varchie experience a little conflict ok? absence makes the heart grow fonder ♥️,False,en,0,2241,2021-02-27 00:35:20,1365460471638331400,"{'neg': 0.119, 'neu': 0.768, 'pos': 0.114, 'compound': -0.022}","['let', 'varchie', 'experience', 'little', 'conflict', 'ok', 'absence', 'makes', 'heart', 'grow', 'fonder']",let varchie experience little conflict ok absence makes heart grow fonder,0.09999999999999999,0.3333333333333333
@VARCHIEWHORE Varchie will definitely serve this if this actually happens. And I want it now,False,en,1,0,2021-02-27 00:24:52,1365457837862838272,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.4588}","['varchie', 'definitely', 'serve', 'actually', 'happens', 'want']",varchie definitely serve actually happens want,0.0,0.3
"@NancyRiverDrew @crimsonclover90 They are not iconic. Barchie, even Varchie are iconic. BH is a popular ship based on the popularity of CS and the fact that the actors dated irl. People, esp young fans obsessed with CS, love that. And the Network exploited it just like they tried to do with Sophia and Chad.",False,en,2,0,2021-02-27 00:24:06,1365457646619271170,"{'neg': 0.073, 'neu': 0.731, 'pos': 0.196, 'compound': 0.836}","['iconic', 'barchie', 'even', 'varchie', 'iconic', 'bh', 'popular', 'ship', 'based', 'popularity', 'cs', 'fact', 'actors', 'dated', 'irl', 'people', 'esp', 'young', 'fans', 'obsessed', 'cs', 'love', 'network', 'exploited', 'like', 'tried', 'sophia', 'chad']",iconic barchie even varchie iconic bh popular ship based popularity cs fact actors dated irl people esp young fans obsessed cs love network exploited like tried sophia chad,0.15833333333333333,0.65
“Oof that sucks”,False,en,2,0,2021-02-27 00:16:05,1365455627292729356,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['oof', 'sucks']",oof sucks,-0.3,0.3
