tweets,quote_status,language,favorite_count,retweet_count,time,id,rating,processed_text,cleaned_tweets,polarity,subjectivity
billie eilish ships bugvarchie (mostly varchie) she told me herself 😌😼,False,en,11,0,2021-02-26 00:32:34,1365097389795794945,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['billie', 'eilish', 'ships', 'bugvarchie', 'mostly', 'varchie', 'told']",billie eilish ships bugvarchie mostly varchie told,0.5,0.5
i need a varchie tis the damn season edit,False,en,0,0,2021-02-26 00:30:28,1365096862601121799,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.4019}","['need', 'varchie', 'tis', 'damn', 'season', 'edit']",need varchie tis damn season edit,0.0,0.0
the way this was right after the varchie scene https://t.co/awj7A9PKhO https://t.co/80qN2n3IsF,True,en,1,0,2021-02-26 00:30:28,1365096860566847491,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['way', 'right', 'varchie', 'scene']",way right varchie scene,0.2857142857142857,0.5357142857142857
RT @JuliDG: I’m here for #Varchie as friends! But nothing more than that tbh!,True,en,0,6,2021-02-26 00:29:53,1365096713858514952,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.5696}","['varchie', 'friends', 'nothing', 'tbh']",varchie friends nothing tbh,0.625,0.5
@gayforccm I’m pushing the varchie agenda on you!!,False,en,1,0,2021-02-26 00:22:47,1365094926711619584,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['pushing', 'varchie', 'agenda']",pushing varchie agenda,0.0,0.0
do i want varchie back ? ig we will never know bc my mind is being messed with 😐,False,en,0,0,2021-02-26 00:22:32,1365094862480048136,"{'neg': 0.136, 'neu': 0.791, 'pos': 0.073, 'compound': -0.2732}","['want', 'varchie', 'back', 'ig', 'never', 'know', 'bc', 'mind', 'messed']",want varchie back ig never know bc mind messed,0.0,0.0
RT @CW_Riverdale: All the #Varchie feels. ❤️ https://t.co/86e2HX3LSg,False,en,0,925,2021-02-26 00:22:23,1365094825951911939,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['varchie', 'feels']",varchie feels,0.0,0.0
"@Riverr1234 this is from another show, cable girls. I said I wished varchie had a scene like this ❤️",False,en,1,0,2021-02-26 00:22:17,1365094800903536642,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.3612}","['another', 'show', 'cable', 'girls', 'said', 'wished', 'varchie', 'scene', 'like']",another show cable girls said wished varchie scene like,0.0,0.0
YOU GUYS ARE SO SICK FOR HAVING ME HAVE MIXED EMOTIONS ABOUT VARCHIE .,False,en,1,0,2021-02-26 00:21:55,1365094709056524295,"{'neg': 0.23, 'neu': 0.77, 'pos': 0.0, 'compound': -0.5563}","['guys', 'sick', 'mixed', 'emotions', 'varchie']",guys sick mixed emotions varchie,-0.35714285714285715,0.5535714285714286
@lodgesarchibald Cami you are our #varchie captain! We love you so much!♥️,False,en,2,0,2021-02-26 00:16:24,1365093320201035778,"{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.6988}","['cami', 'varchie', 'captain', 'love', 'much']",cami varchie captain love much,0.5,0.6
for my varchie besties https://t.co/bFFZOcAQC4,False,en,232,30,2021-02-26 00:15:53,1365093189523107842,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['varchie', 'besties']",varchie besties,0.0,0.0
@bqmcns LOOK AT VARCHIE,False,en,1,0,2021-02-26 00:10:42,1365091886487265283,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['look', 'varchie']",look varchie,0.0,0.0
@CHER0NICA i’m varchie&gt;barchie but the barchie porch kiss was prettier sorry!,False,en,1,0,2021-02-26 00:08:55,1365091437172424704,"{'neg': 0.082, 'neu': 0.455, 'pos': 0.463, 'compound': 0.8268}","['varchie', 'gt', 'barchie', 'barchie', 'porch', 'kiss', 'prettier', 'sorry']",varchie gt barchie barchie porch kiss prettier sorry,-0.625,1.0
@varchiebarchie the varchie one is prettier now don't lie,False,en,0,0,2021-02-26 00:08:12,1365091258079789060,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.4767}","['varchie', 'one', 'prettier', 'lie']",varchie one prettier lie,0.0,0.0
underrated varchie scenes part 2: a thread,False,en,16,5,2021-02-26 00:00:51,1365089408827990023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['underrated', 'varchie', 'scenes', 'part', '2', 'thread']",underrated varchie scenes part 2 thread,0.0,0.0
i ship bughead/barchie/varchie/beronica like be like me????,False,en,0,0,2021-02-25 23:58:00,1365088691862003719,"{'neg': 0.0, 'neu': 0.402, 'pos': 0.598, 'compound': 0.7149}","['ship', 'bughead', 'barchie', 'varchie', 'beronica', 'like', 'like']",ship bughead barchie varchie beronica like like,0.0,0.0
RT @warnerbrostv: It's the first day for #Riverdale High's newest teachers. Catch an all-new episode of #Riverdale tonight at 8/7c on @TheC…,False,en,0,65,2021-02-25 23:54:48,1365087884752146437,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['first', 'day', 'riverdale', 'high', 'newest', 'teachers', 'catch', 'new', 'episode', 'riverdale', 'tonight', '8', '7c']",first day riverdale high newest teachers catch new episode riverdale tonight 8 7c,0.20500000000000002,0.43666666666666665
"RT @VarchieUpdates: #VARCHIE: okay, what the hell was that? he’s my friend. https://t.co/zDOw2SCsF0",False,en,0,18,2021-02-25 23:53:22,1365087523895209984,"{'neg': 0.234, 'neu': 0.508, 'pos': 0.259, 'compound': -0.128}","['varchie', 'okay', 'hell', 'friend']",varchie okay hell friend,0.5,0.5
bughead content dry as hell right now so i’m making a gif of the varchie wink for @vickynews 😀,False,en,60,1,2021-02-25 23:44:22,1365085259356729354,"{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.6808}","['bughead', 'content', 'dry', 'hell', 'right', 'making', 'gif', 'varchie', 'wink']",bughead content dry hell right making gif varchie wink,0.10952380952380952,0.5678571428571428
@Iovewillcome something about layla sending you varchie edits and sending me barchie ones doesn't sit right with me,False,en,0,0,2021-02-25 23:44:20,1365085248762089475,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['something', 'layla', 'sending', 'varchie', 'edits', 'sending', 'barchie', 'ones', 'sit', 'right']",something layla sending varchie edits sending barchie ones sit right,0.2857142857142857,0.5357142857142857
"RT @westdawsun: why didn’t you write me? why? it wasn’t over for me. i waited for you for seven years. and now it’s too late.

i wrote you…",False,en,0,1,2021-02-25 23:36:56,1365083387606753282,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['write', 'waited', 'seven', 'years', 'late', 'wrote']",write waited seven years late wrote,-0.3,0.6
"why didn’t you write me? why? it wasn’t over for me. i waited for you for seven years. and now it’s too late.

i wrote you 365 letters. i wrote every day for a year.

you... you wrote me?

yeah. it wasn’t over. it still isn’t over.

when varchie serves this",False,en,19,1,2021-02-25 23:29:53,1365081614624165889,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.4098}","['write', 'waited', 'seven', 'years', 'late', 'wrote', '365', 'letters', 'wrote', 'every', 'day', 'year', 'wrote', 'yeah', 'still', 'varchie', 'serves']",write waited seven years late wrote 365 letters wrote every day year wrote yeah still varchie serves,-0.3,0.6
"so many varchie parallels from last night’s episode, i can’t even keep track at this point omg",False,en,14,0,2021-02-25 23:26:10,1365080680841945089,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['many', 'varchie', 'parallels', 'last', 'night', 'episode', 'even', 'keep', 'track', 'point', 'omg']",many varchie parallels last night episode even keep track point omg,0.25,0.2833333333333333
"RT @VarchieUpdates: #VARCHIE: chad hey, you’re still here... https://t.co/nTVtrDIFKg",False,en,0,5,2021-02-25 23:15:29,1365077989805981698,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['varchie', 'chad', 'hey', 'still']",varchie chad hey still,0.0,0.0
"RT @VarchieUpdates: #VARCHIE: that would be weird, right? https://t.co/CIXuiGxCV9",False,en,0,21,2021-02-25 23:15:21,1365077955140009988,"{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.1779}","['varchie', 'would', 'weird', 'right']",varchie would weird right,-0.10714285714285715,0.7678571428571428
i gotta admit tho i'm loving the barchie pairing pero varchie pa rin talaga 🥺,False,en,0,0,2021-02-25 23:14:46,1365077811258560512,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.6908}","['gotta', 'admit', 'tho', 'loving', 'barchie', 'pairing', 'pero', 'varchie', 'pa', 'rin', 'talaga']",gotta admit tho loving barchie pairing pero varchie pa rin talaga,0.6,0.95
it would have been better if it's varchie tho but waaahhh i just love @camilamendes here 🥺😍👌🏻 https://t.co/UmH7zslZh5,False,en,0,0,2021-02-25 23:12:17,1365077185975869444,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.8294}","['would', 'better', 'varchie', 'tho', 'waaahhh', 'love']",would better varchie tho waaahhh love,0.5,0.55
"@Laurasm49092036 @mangogrove1965 Sur Jan. This simple rondom Barchie pic screaming CHEMISTRY and killed the 4 seasons no chemistry ""Varchie.. Jughead "" https://t.co/u9B3krs80U",False,en,2,0,2021-02-25 23:11:55,1365077093655195650,"{'neg': 0.354, 'neu': 0.646, 'pos': 0.0, 'compound': -0.8519}","['sur', 'jan', 'simple', 'rondom', 'barchie', 'pic', 'screaming', 'chemistry', 'killed', '4', 'seasons', 'chemistry', 'varchie', 'jughead']",sur jan simple rondom barchie pic screaming chemistry killed 4 seasons chemistry varchie jughead,-0.1,0.17857142857142858
RT @jensIindIeys: it’s the way he’s looking at her for me https://t.co/Paw5gjJOcm,False,en,0,10,2021-02-25 23:05:20,1365075437051924480,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['way', 'looking']",way looking,0.0,0.0
RT @VarchiePolls: One of my favorites parts is when Ronnie rubs Archie's shoulders trying to comfort him !! He was so jealous! #Varchie is…,False,en,0,10,2021-02-25 23:02:20,1365074679380267010,"{'neg': 0.125, 'neu': 0.676, 'pos': 0.199, 'compound': 0.3204}","['one', 'favorites', 'parts', 'ronnie', 'rubs', 'archie', 'shoulders', 'trying', 'comfort', 'jealous', 'varchie']",one favorites parts ronnie rubs archie shoulders trying comfort jealous varchie,0.0,0.0
"RT @VarchiePolls: One of my fav #Varchie scenes! You jealous , Ronnie? Please I had my seven minutes in heaven with Archie Andrews. #Riverd…",False,en,0,19,2021-02-25 23:02:14,1365074654180880390,"{'neg': 0.1, 'neu': 0.602, 'pos': 0.297, 'compound': 0.7088}","['one', 'fav', 'varchie', 'scenes', 'jealous', 'ronnie', 'please', 'seven', 'minutes', 'heaven', 'archie', 'andrews', 'riverd']",one fav varchie scenes jealous ronnie please seven minutes heaven archie andrews riverd,0.0,0.0
fake archie ships varchie?! so true https://t.co/o2mfoLMUmR,False,en,244,23,2021-02-25 22:59:58,1365074084367851525,"{'neg': 0.258, 'neu': 0.416, 'pos': 0.325, 'compound': 0.2043}","['fake', 'archie', 'ships', 'varchie', 'true']",fake archie ships varchie true,-0.1375,0.825
@lodgdrews NO YOU DID NOT,False,en,0,0,2021-02-25 22:57:36,1365073490358001664,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.4466}",[],,0.0,0.0
the BUZZ i’m getting from varchie this season WOWW https://t.co/6IIlHAxTZI,False,en,4,0,2021-02-25 22:46:48,1365070772335599619,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['buzz', 'getting', 'varchie', 'season', 'woww']",buzz getting varchie season woww,0.0,0.0
"tw nsfw

varchie bathtub scene like this when ?? https://t.co/XpqHy8hClx",False,en,10,0,2021-02-25 22:46:05,1365070592249126912,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.4329}","['tw', 'nsfw', 'varchie', 'bathtub', 'scene', 'like']",tw nsfw varchie bathtub scene like,0.0,0.0
"missing varchie :((

https://t.co/AKGhOjyDE1",False,en,0,0,2021-02-25 22:44:47,1365070263558152196,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}","['missing', 'varchie']",missing varchie,-0.475,0.525
i love varchie so much,False,en,0,0,2021-02-25 22:42:29,1365069684589146112,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}","['love', 'varchie', 'much']",love varchie much,0.35,0.4
RT @archiesrcnnie: not me sobbing over this varchie scene again 😫 https://t.co/zNbq65eIUC,False,en,0,2,2021-02-25 22:42:22,1365069654306271234,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.2924}","['sobbing', 'varchie', 'scene']",sobbing varchie scene,0.0,0.0
BUGHEAD AAAAAAAAA VARCHIE AAAAAAAAA WHOLE SQUAD IN THE HOUSE... BUT WAIT... WHERE IS MY FAVORITE LITTLE GAYBOY?????,False,en,1,0,2021-02-25 22:41:15,1365069373635977217,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.7149}","['bughead', 'aaaaaaaaa', 'varchie', 'aaaaaaaaa', 'whole', 'squad', 'house', 'wait', 'favorite', 'little', 'gayboy']",bughead aaaaaaaaa varchie aaaaaaaaa whole squad house wait favorite little gayboy,0.1708333333333333,0.6333333333333333
@BamSmackPow Yes. #Varchie ❤️ will be endgame just like Bughead https://t.co/O0Lbtbcuxm,False,en,8,0,2021-02-25 22:40:50,1365069270405828611,"{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.6369}","['yes', 'varchie', 'endgame', 'like', 'bughead']",yes varchie endgame like bughead,0.0,0.0
the account who post the hd scenepacks hates me by not posting varchie and veronica first,False,en,2,0,2021-02-25 22:39:01,1365068811641225218,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4404}","['account', 'post', 'hd', 'scenepacks', 'hates', 'posting', 'varchie', 'veronica', 'first']",account post hd scenepacks hates posting varchie veronica first,0.25,0.3333333333333333
"He is so creepy and disgusting 😡 

https://t.co/37qvXX87FH",True,en,1,0,2021-02-25 22:29:46,1365066484439990272,"{'neg': 0.379, 'neu': 0.621, 'pos': 0.0, 'compound': -0.5667}","['creepy', 'disgusting']",creepy disgusting,-0.75,1.0
@bugverchoni Fetus Varchie 😭 My precious babies,False,en,0,0,2021-02-25 22:28:44,1365066226230296577,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}","['fetus', 'varchie', 'precious', 'babies']",fetus varchie precious babies,0.5,1.0
"@slowburnsftw It is oit if context, the critics said, too. And the benefit is we will get to watch Bughead and Varchie to realize their love for each other all over again, which is how the show grew so popular in the first place.",False,en,1,0,2021-02-25 22:24:39,1365065198424449025,"{'neg': 0.041, 'neu': 0.754, 'pos': 0.204, 'compound': 0.863}","['oit', 'context', 'critics', 'said', 'benefit', 'get', 'watch', 'bughead', 'varchie', 'realize', 'love', 'show', 'grew', 'popular', 'first', 'place']",oit context critics said benefit get watch bughead varchie realize love show grew popular first place,0.30625,0.5520833333333334
RT @barchiediary: i will never ship varchie. i even like bughead more. i truly can’t imagine how you can stan varchie #Riverdale,False,en,0,4,2021-02-25 22:20:26,1365064136246366211,"{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.6901}","['never', 'ship', 'varchie', 'even', 'like', 'bughead', 'truly', 'imagine', 'stan', 'varchie', 'riverdale']",never ship varchie even like bughead truly imagine stan varchie riverdale,0.5,0.5
@jugschandler varchie Walmart Version outsold,False,en,5,0,2021-02-25 22:14:44,1365062703639916544,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['varchie', 'walmart', 'version', 'outsold']",varchie walmart version outsold,0.0,0.0
"varchie &amp; brucas 

- high school sweethearts

- broke up because of love triangle with a best friend 

- protective friendship https://t.co/wXL7H14nJh",False,en,74,4,2021-02-25 22:12:23,1365062112507265026,"{'neg': 0.085, 'neu': 0.363, 'pos': 0.553, 'compound': 0.9477}","['varchie', 'amp', 'brucas', 'high', 'school', 'sweethearts', 'broke', 'love', 'triangle', 'best', 'friend', 'protective', 'friendship']",varchie amp brucas high school sweethearts broke love triangle best friend protective friendship,0.5533333333333333,0.48
Aw Chadwick and Veronica actually seem quite cute but Varchie is defo end game,False,en,0,0,2021-02-25 22:12:13,1365062068219621377,"{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0.2838}","['aw', 'chadwick', 'veronica', 'actually', 'seem', 'quite', 'cute', 'varchie', 'defo', 'end', 'game']",aw chadwick veronica actually seem quite cute varchie defo end game,0.033333333333333326,0.5
"@SophiaAnnXO Your choice, my aligns with #VARCHIE more , but mostly can't stand Betty , team #Veronica over here",False,en,1,0,2021-02-25 22:09:08,1365061294911553538,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['choice', 'aligns', 'varchie', 'mostly', 'stand', 'betty', 'team', 'veronica']",choice aligns varchie mostly stand betty team veronica,0.5,0.5
"@AlexM994 I just don't see them as a compatible couple, I've never been sold on that ship. I always preferred Barchie in the comics, but in the show I shipped Bughead. Still though, I never cared for Varchie. Gave it a shot, but wasn't sold.

Now, I much prefer Barchie in the show as well",False,en,1,0,2021-02-25 22:07:08,1365060789627936771,"{'neg': 0.058, 'neu': 0.891, 'pos': 0.051, 'compound': -0.0895}","['see', 'compatible', 'couple', 'never', 'sold', 'ship', 'always', 'preferred', 'barchie', 'comics', 'show', 'shipped', 'bughead', 'still', 'though', 'never', 'cared', 'varchie', 'gave', 'shot', 'sold', 'much', 'prefer', 'barchie', 'show', 'well']",see compatible couple never sold ship always preferred barchie comics show shipped bughead still though never cared varchie gave shot sold much prefer barchie show well,0.2,0.2
@varchiesnaley i mean i can admit varchie has chemistry so i don’t understand why y’all can’t do the same,False,en,0,0,2021-02-25 22:06:06,1365060530180927488,"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.2023}","['mean', 'admit', 'varchie', 'chemistry', 'understand']",mean admit varchie chemistry understand,-0.15625,0.40625
@jaceyskeene Varchie slander is definitely the move https://t.co/Ls9tgABTtZ,False,en,1,0,2021-02-25 22:00:49,1365059201224081412,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}","['varchie', 'slander', 'definitely', 'move']",varchie slander definitely move,0.0,0.5
if they try to reborn varchie i swear ill break the nknees of whoever had the idea #Riverdale,False,en,1,0,2021-02-25 22:00:15,1365059057170669568,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.4588}","['try', 'reborn', 'varchie', 'swear', 'ill', 'break', 'nknees', 'whoever', 'idea', 'riverdale']",try reborn varchie swear ill break nknees whoever idea riverdale,-0.5,1.0
"ship wars left and right...rina vs rini, barchie vs varchie, spelivia, jordayla and jimone discourse, and there’s like 50 ships on love victor too jesus https://t.co/bf6E5Zr2tx",True,en,9,0,2021-02-25 21:58:07,1365058518987010048,"{'neg': 0.108, 'neu': 0.691, 'pos': 0.201, 'compound': 0.4767}","['ship', 'wars', 'left', 'right', 'rina', 'vs', 'rini', 'barchie', 'vs', 'varchie', 'spelivia', 'jordayla', 'jimone', 'discourse', 'like', '50', 'ships', 'love', 'victor', 'jesus']",ship wars left right rina vs rini barchie vs varchie spelivia jordayla jimone discourse like 50 ships love victor jesus,0.25,0.3
varchie only was sex https://t.co/mgvyJsS0tC,False,en,21,4,2021-02-25 21:56:11,1365058032145678340,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['varchie', 'sex']",varchie sex,0.0,1.0
hello to all my varchie and bughead moots I wanted to let yall know I think yall have the most amazing incredible taste in ships ❤❤❤,False,en,3,0,2021-02-25 21:55:48,1365057938650517506,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.624}","['hello', 'varchie', 'bughead', 'moots', 'wanted', 'let', 'yall', 'know', 'think', 'yall', 'amazing', 'incredible', 'taste', 'ships']",hello varchie bughead moots wanted let yall know think yall amazing incredible taste ships,0.6666666666666666,0.7666666666666666
RT @bcttystoni: varchie stans went from saying ship who gets together the start of the season won't last to varchie getting back together b…,False,en,0,12,2021-02-25 21:54:23,1365057579915870223,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['varchie', 'stans', 'went', 'saying', 'ship', 'gets', 'together', 'start', 'season', 'last', 'varchie', 'getting', 'back', 'together', 'b']",varchie stans went saying ship gets together start season last varchie getting back together b,0.0,0.03333333333333333
I think we should have varchie and Bughead back because those are the og couples 💙🥺 https://t.co/ao3JqXCMpz,False,en,0,0,2021-02-25 21:42:16,1365054533777436675,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['think', 'varchie', 'bughead', 'back', 'og', 'couples']",think varchie bughead back og couples,0.0,0.0
"RT @barchiesblossom: honestly i’m optimistic and don’t rlly care that varchie are being hinted at so soon, the quicker they’re in the quick…",False,en,0,12,2021-02-25 21:40:02,1365053969823842323,"{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.8176}","['honestly', 'optimistic', 'rlly', 'care', 'varchie', 'hinted', 'soon', 'quicker', 'quick']",honestly optimistic rlly care varchie hinted soon quicker quick,0.6,0.9
"@bugheaddox stop using the pretty little liars here
varchie is confirmed to not end up together
bh 100% not
gurl i can't argue about this with you like ur one of those toxic bhs fans",False,en,0,0,2021-02-25 21:38:44,1365053643699982344,"{'neg': 0.169, 'neu': 0.694, 'pos': 0.136, 'compound': -0.096}","['stop', 'using', 'pretty', 'little', 'liars', 'varchie', 'confirmed', 'end', 'together', 'bh', '100', 'gurl', 'argue', 'like', 'ur', 'one', 'toxic', 'bhs', 'fans']",stop using pretty little liars varchie confirmed end together bh 100 gurl argue like ur one toxic bhs fans,0.15416666666666667,0.8333333333333334
i bet you varchie get back together and glen/betty make it official bc barchie are hiding their feelings and veronica starts to feel something off so when she finds out about barchie she’ll push archie to go get betty and that’s how we get our love confession BOOM,False,en,10,2,2021-02-25 21:38:41,1365053627891658752,"{'neg': 0.043, 'neu': 0.875, 'pos': 0.082, 'compound': 0.4588}","['bet', 'varchie', 'get', 'back', 'together', 'glen', 'betty', 'make', 'official', 'bc', 'barchie', 'hiding', 'feelings', 'veronica', 'starts', 'feel', 'something', 'finds', 'barchie', 'push', 'archie', 'go', 'get', 'betty', 'get', 'love', 'confession', 'boom']",bet varchie get back together glen betty make official bc barchie hiding feelings veronica starts feel something finds barchie push archie go get betty get love confession boom,0.25,0.3
RT @stclias: i really think varchie is going to be used as a plot device and it’s going to make archie realize he has feelings for betty ht…,False,en,0,20,2021-02-25 21:37:28,1365053322475024388,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['really', 'think', 'varchie', 'going', 'used', 'plot', 'device', 'going', 'make', 'archie', 'realize', 'feelings', 'betty', 'ht']",really think varchie going used plot device going make archie realize feelings betty ht,0.2,0.2
I swear to god I unfollowed you like weeks ago telling you not to come back to my account since I am a varchie and bughead and yet you come to say your wack ass opinion like everyday IDC https://t.co/VVJlcxZlsq,True,en,0,0,2021-02-25 21:34:32,1365052587440017412,"{'neg': 0.11, 'neu': 0.724, 'pos': 0.166, 'compound': 0.34}","['swear', 'god', 'unfollowed', 'like', 'weeks', 'ago', 'telling', 'come', 'back', 'account', 'since', 'varchie', 'bughead', 'yet', 'come', 'say', 'wack', 'ass', 'opinion', 'like', 'everyday', 'idc']",swear god unfollowed like weeks ago telling come back account since varchie bughead yet come say wack ass opinion like everyday idc,-0.1,0.3
"@ronnieandrewss I can tell you the same, I’m actually hoping they use Varchie as a plot device to bring Barchie finally together. That’d be perfect because it will be clear who Archie chose and even you all deranged shippers couldn’t deny it",False,en,0,0,2021-02-25 21:33:04,1365052216332210181,"{'neg': 0.051, 'neu': 0.758, 'pos': 0.192, 'compound': 0.7717}","['tell', 'actually', 'hoping', 'use', 'varchie', 'plot', 'device', 'bring', 'barchie', 'finally', 'together', 'perfect', 'clear', 'archie', 'chose', 'even', 'deranged', 'shippers', 'deny']",tell actually hoping use varchie plot device bring barchie finally together perfect clear archie chose even deranged shippers deny,0.22000000000000003,0.5216666666666667
ANYWAYS let me go back to minding my business and posting about varchie and bughead my riverdale endgames,False,en,1,0,2021-02-25 21:30:29,1365051565913047050,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['anyways', 'let', 'go', 'back', 'minding', 'business', 'posting', 'varchie', 'bughead', 'riverdale', 'endgames']",anyways let go back minding business posting varchie bughead riverdale endgames,0.0,0.0
@yan07452452 hahahahahhaa are we watching the same show? Both Varchie and Bughead had plenty of hints towards a reunion before the end of the season. And yes Barchie is plot device. If a ship only has scenes alone when drama is needed or to keep the endgames from getting back together for a,False,en,0,0,2021-02-25 21:30:24,1365051545792954369,"{'neg': 0.038, 'neu': 0.911, 'pos': 0.051, 'compound': 0.1779}","['hahahahahhaa', 'watching', 'show', 'varchie', 'bughead', 'plenty', 'hints', 'towards', 'reunion', 'end', 'season', 'yes', 'barchie', 'plot', 'device', 'ship', 'scenes', 'alone', 'drama', 'needed', 'keep', 'endgames', 'getting', 'back', 'together']",hahahahahhaa watching show varchie bughead plenty hints towards reunion end season yes barchie plot device ship scenes alone drama needed keep endgames getting back together,0.0,0.375
Anyways Varchie exes to lovers,False,en,3,0,2021-02-25 21:29:48,1365051396148654085,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.5267}","['anyways', 'varchie', 'exes', 'lovers']",anyways varchie exes lovers,0.0,0.0
thinking about that varchie scene where archie is sad and tells veronica to leave out of sadness and V sees he needs someone so she doesnt leave she tells him throw things at me do whatever but you are sad hurt and I am not leaving you alone https://t.co/DiSYvahJt6,False,en,2,0,2021-02-25 21:29:31,1365051322161131521,"{'neg': 0.262, 'neu': 0.701, 'pos': 0.037, 'compound': -0.8966}","['thinking', 'varchie', 'scene', 'archie', 'sad', 'tells', 'veronica', 'leave', 'sadness', 'v', 'sees', 'needs', 'someone', 'doesnt', 'leave', 'tells', 'throw', 'things', 'whatever', 'sad', 'hurt', 'leaving', 'alone']",thinking varchie scene archie sad tells veronica leave sadness v sees needs someone doesnt leave tells throw things whatever sad hurt leaving alone,-0.5,1.0
"Anyways..... 

Bugvarchoni endgame. 
Bughead reunion season 5. 
Varchie reunion season 5. 
❤️❤️",False,en,7,3,2021-02-25 21:29:06,1365051216422727684,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['anyways', 'bugvarchoni', 'endgame', 'bughead', 'reunion', 'season', '5', 'varchie', 'reunion', 'season', '5']",anyways bugvarchoni endgame bughead reunion season 5 varchie reunion season 5,0.0,0.0
@bugheaddox uh for sure varchie is not ending up together bughead will be only an investigate duo soooo.....you know what if you don't like barchie just don't watch the show then like barchie isn't a plot device for god sake,False,en,0,0,2021-02-25 21:27:51,1365050904026771464,"{'neg': 0.097, 'neu': 0.802, 'pos': 0.101, 'compound': 0.0464}","['uh', 'sure', 'varchie', 'ending', 'together', 'bughead', 'investigate', 'duo', 'soooo', 'know', 'like', 'barchie', 'watch', 'show', 'like', 'barchie', 'plot', 'device', 'god', 'sake']",uh sure varchie ending together bughead investigate duo soooo know like barchie watch show like barchie plot device god sake,0.25,0.9444444444444444
