tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets,polarity,subjectivity
"RT @nabrinas: a thread of every barchie kiss 🥰
 https://t.co/H8p1UDdQdZ",False,en,0,69,2021-02-27 05:13:08,1365530382691487751,"['thread', 'every', 'barchie', 'kiss']",thread every barchie kiss,0.0,0.0
"RT @barchie_gifs: The forehead touch 🥺
[5.06 - Chapter Eighty-Two: Back To School]
@lilireinhart @RiverdaleWriter @WriterRAS
#Barchie #Rive…",False,en,0,40,2021-02-27 05:12:48,1365530301288640512,"['forehead', 'touch', '5', '06', 'chapter', 'eighty', 'two', 'back', 'school', 'barchie', 'rive']",forehead touch 5 06 chapter eighty two back school barchie rive,0.0,0.0
"RT @bossbex1: Betty's face when she's ""disappointed"" that Jughead's not home. #barchie https://t.co/lJfHqd8egG",False,en,0,10,2021-02-27 05:09:31,1365529473567760386,"['betty', 'face', 'disappointed', 'jughead', 'home', 'barchie']",betty face disappointed jughead home barchie,-0.75,0.75
this is going to be barchie when glenn and veronica come into the picture https://t.co/TVdY5A1kEw,True,en,0,0,2021-02-27 05:09:28,1365529460213092353,"['going', 'barchie', 'glenn', 'veronica', 'come', 'picture']",going barchie glenn veronica come picture,0.0,0.0
being a barchie girl is a marginalized identity,False,en,0,0,2021-02-27 05:08:49,1365529297822179329,"['barchie', 'girl', 'marginalized', 'identity']",barchie girl marginalized identity,0.0,0.0
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,557,2021-02-27 05:07:56,1365529076820307969,"['vote', 'riverdale', 'time', 'jump', 'archie', 'amp', 'betty', 'like', 'archie', 'amp', 'veronica', 'barchie', 'riverdale', 'varchie']",vote riverdale time jump archie amp betty like archie amp veronica barchie riverdale varchie,0.0,0.0
RT @laylasblair: #BARCHIE : maybe i can distract you... *sexual tension* https://t.co/01vpucXTEN,False,en,0,36,2021-02-27 05:07:36,1365528991080189953,"['barchie', 'maybe', 'distract', 'sexual', 'tension']",barchie maybe distract sexual tension,0.5,0.8333333333333334
FORGOT THERE WAS MORE THAN ONE BARCHIE KISS IN THE EPISODE,False,en,0,0,2021-02-27 05:06:22,1365528679351205889,"['forgot', 'one', 'barchie', 'kiss', 'episode']",forgot one barchie kiss episode,0.5,0.5
barchie gives me butterflies,False,en,1,0,2021-02-27 05:03:50,1365528042270060544,"['barchie', 'gives', 'butterflies']",barchie gives butterflies,0.0,0.0
"@JuliDG Delena, Leyton and Barchie my otps ♥️",False,en,0,0,2021-02-27 05:03:03,1365527845255090179,"['delena', 'leyton', 'barchie', 'otps']",delena leyton barchie otps,0.0,0.0
"RT @barchidale: barchie got the shower scene first &gt; fast and rough
then the car scene &gt; slow and sensual
then the porch kiss and post sex…",False,en,0,23,2021-02-27 05:01:42,1365527506212646912,"['barchie', 'got', 'shower', 'scene', 'first', 'gt', 'fast', 'rough', 'car', 'scene', 'gt', 'slow', 'sensual', 'porch', 'kiss', 'post', 'sex']",barchie got shower scene first gt fast rough car scene gt slow sensual porch kiss post sex,0.012499999999999983,0.43333333333333335
RT @Recap_Rewind: And yes we changed the thumbnail due to popular demand because...#Barchie,False,en,0,2,2021-02-27 05:01:14,1365527388067569664,"['yes', 'changed', 'thumbnail', 'due', 'popular', 'demand', 'barchie']",yes changed thumbnail due popular demand barchie,0.2375,0.6375
"Are we gonna sit here pretending Agatha never appeared to buy Cheryl's paint?? @WriterRAS explain those Greendale hints and make a crossover episode with @sabrinanetflix already!!
#Riverdale #RiverdaleSeason5 #bughead #Barchie #ChillingAdventuresofSabrina",False,en,0,0,2021-02-27 05:00:32,1365527214578692096,"['gonna', 'sit', 'pretending', 'agatha', 'never', 'appeared', 'buy', 'cheryl', 'paint', 'explain', 'greendale', 'hints', 'make', 'crossover', 'episode', 'already', 'riverdale', 'riverdaleseason5', 'bughead', 'barchie', 'chillingadventuresofsabrina']",gonna sit pretending agatha never appeared buy cheryl paint explain greendale hints make crossover episode already riverdale riverdaleseason5 bughead barchie chillingadventuresofsabrina,0.0,0.0
RT @BarchieUpdates: Rachel Talalay directed the episode? And I’m getting both Barchie and Choni on march 17??? AAAAAAA https://t.co/eq3rO8F…,False,en,0,30,2021-02-27 04:58:47,1365526773782302722,"['rachel', 'talalay', 'directed', 'episode', 'getting', 'barchie', 'choni', 'march', '17', 'aaaaaaa']",rachel talalay directed episode getting barchie choni march 17 aaaaaaa,0.0,0.0
RT @barcheated: How to connect this to barchie. https://t.co/J2nNYEeq3P,False,en,0,4,2021-02-27 04:58:19,1365526653674262529,"['connect', 'barchie']",connect barchie,0.0,0.0
i got fed so well with nabrina but my barchie experience is the polar opposite it’s just sickening,False,en,1,0,2021-02-27 04:57:54,1365526549907312640,"['got', 'fed', 'well', 'nabrina', 'barchie', 'experience', 'polar', 'opposite', 'sickening']",got fed well nabrina barchie experience polar opposite sickening,-0.3277777777777778,0.4166666666666667
RT @archielizabeths: barchie’s storyline is their own sorry they don’t have to talk about the 47 murder mysteries they’ve solved just so th…,False,en,0,62,2021-02-27 04:57:37,1365526480101519361,"['barchie', 'storyline', 'sorry', 'talk', '47', 'murder', 'mysteries', 'solved', 'th']",barchie storyline sorry talk 47 murder mysteries solved th,0.04999999999999999,1.0
"RT @slowburnsftw: show us the barchie promotional image, i know it exists @CW_Riverdale",False,en,0,2,2021-02-27 04:57:27,1365526435201392642,"['show', 'us', 'barchie', 'promotional', 'image', 'know', 'exists']",show us barchie promotional image know exists,0.0,0.0
teacher barchie we love you! https://t.co/YVnelaT239,False,en,3,0,2021-02-27 04:56:06,1365526097497047041,"['teacher', 'barchie', 'love']",teacher barchie love,0.625,0.6
"RT @slowburnsftw: i just want to know if people fully acknowledge what they’re saying about ba. they think archie/josie, archie/valerie, ve…",False,en,0,3,2021-02-27 04:55:57,1365526060729737216,"['want', 'know', 'people', 'fully', 'acknowledge', 'saying', 'ba', 'think', 'archie', 'josie', 'archie', 'valerie']",want know people fully acknowledge saying ba think archie josie archie valerie,0.0,0.0
someone say barchie https://t.co/IDgczGoX3b,False,en,4,0,2021-02-27 04:54:39,1365525732919676929,"['someone', 'say', 'barchie']",someone say barchie,0.0,0.0
RT @90BARCHIE: reasons why i ship barchie and think that they're the epic love story of riverdale; a thread https://t.co/l9zsgybTSL,False,en,0,37,2021-02-27 04:53:45,1365525507119345665,"['reasons', 'ship', 'barchie', 'think', 'epic', 'love', 'story', 'riverdale', 'thread']",reasons ship barchie think epic love story riverdale thread,0.3,0.5
"@CW_Riverdale Deep down I needed this to happen. Bughead was the brains and cute, but Barchie felt right from the very beginning to me. I so like the fact that they are a lot more mature now, it doesn't feel rushed or forced like that scene with them holding hands at the underground hut.",False,en,0,0,2021-02-27 04:46:56,1365523789589712896,"['deep', 'needed', 'happen', 'bughead', 'brains', 'cute', 'barchie', 'felt', 'right', 'beginning', 'like', 'fact', 'lot', 'mature', 'feel', 'rushed', 'forced', 'like', 'scene', 'holding', 'hands', 'underground', 'hut']",deep needed happen bughead brains cute barchie felt right beginning like fact lot mature feel rushed forced like scene holding hands underground hut,0.14126984126984127,0.41557539682539685
chad michael murray being a barchie https://t.co/nBLQRzzL5M,False,en,0,0,2021-02-27 04:42:00,1365522548482592768,"['chad', 'michael', 'murray', 'barchie']",chad michael murray barchie,0.0,0.0
"RT @bestarchiebetty: ""Let's go upstair""

Archie and Betty exude desire for each other! Well...look at that beauty 🔥

#Riverdale #Barchie ht…",False,en,0,34,2021-02-27 04:41:02,1365522307238797313,"['let', 'go', 'upstair', 'archie', 'betty', 'exude', 'desire', 'well', 'look', 'beauty', 'riverdale', 'barchie', 'ht']",let go upstair archie betty exude desire well look beauty riverdale barchie ht,-0.15625,0.375
RT @tcpazs: barchie and choni besties,True,en,0,3,2021-02-27 04:40:44,1365522231158333440,"['barchie', 'choni', 'besties']",barchie choni besties,0.0,0.0
RT @EpicBarchie: @CW_Riverdale Did I see it correctly? 700 likes in 5 minutes? 😲 My babies power #Barchie https://t.co/vb9zIyLhet,False,en,0,8,2021-02-27 04:40:11,1365522089810165760,"['see', 'correctly', '700', 'likes', '5', 'minutes', 'babies', 'power', 'barchie']",see correctly 700 likes 5 minutes babies power barchie,0.0,0.0
RT @itwasforbetty: Not bhs thinking Barchie is ending as if Betty didn’t come to Archie’s house asking if Jughead’s home so she could fuck…,False,en,0,1,2021-02-27 04:40:04,1365522060605325314,"['bhs', 'thinking', 'barchie', 'ending', 'betty', 'come', 'archie', 'house', 'asking', 'jughead', 'home', 'could', 'fuck']",bhs thinking barchie ending betty come archie house asking jughead home could fuck,0.0,0.0
"how am i supposed to wait 'til march 10 for more barchie content? I'm actually losing sleep over this its sick???
https://t.co/zUagEPXXjX",False,en,7,1,2021-02-27 04:39:24,1365521895475478529,"['supposed', 'wait', 'til', 'march', '10', 'barchie', 'content', 'actually', 'losing', 'sleep', 'sick']",supposed wait til march 10 barchie content actually losing sleep sick,-0.07142857142857144,0.4857142857142857
RT @sainthosie: barchie aint even together and y’all already try to make them look bad so hard it’s time to let go,True,en,0,1,2021-02-27 04:38:10,1365521585436827648,"['barchie', 'aint', 'even', 'together', 'already', 'try', 'make', 'look', 'bad', 'hard', 'time', 'let', 'go']",barchie aint even together already try make look bad hard time let go,-0.49583333333333324,0.6041666666666666
"I'm rewatching some #bughead scenes and I'm kinda very soft for it??? Ugh now I genuinely can't pick which ship I prefer

Actually, I think I'd be happy with either barchie or bughead. I guess is all I really don't want is for it to end with only varchie, which I'm not down for",False,en,0,0,2021-02-27 04:37:29,1365521413990453248,"['rewatching', 'bughead', 'scenes', 'kinda', 'soft', 'ugh', 'genuinely', 'pick', 'ship', 'prefer', 'actually', 'think', 'happy', 'either', 'barchie', 'bughead', 'guess', 'really', 'want', 'end', 'varchie']",rewatching bughead scenes kinda soft ugh genuinely pick ship prefer actually think happy either barchie bughead guess really want end varchie,0.22968253968253968,0.5062698412698412
"RT @BlaineandArchie: Good ships with great height differences

Seblaine
Sebastian: 6'0
Blaine: 5'7

Wickling
Hulking: variable 
Wiccan: 5'8…",False,en,0,1,2021-02-27 04:34:19,1365520615038476288,"['good', 'ships', 'great', 'height', 'differences', 'seblaine', 'sebastian', '6', '0', 'blaine', '5', '7', 'wickling', 'hulking', 'variable', 'wiccan', '5', '8']",good ships great height differences seblaine sebastian 6 0 blaine 5 7 wickling hulking variable wiccan 5 8,0.75,0.675
"Good ships with great height differences

Seblaine
Sebastian: 6'0
Blaine: 5'7

Wickling
Hulking: variable 
Wiccan: 5'8

Spideychelle
Mj: 5'10
Peter: 5'8

Samstiel
Sam: 6'4
Castiel: 5'11

Blam
Sam: 6'0
Blaine: 5'7

Birdflash
Wally: 6'0
Dick: 5'10

Barchie
Archie: 5'11
Betty: 5'6 https://t.co/VuDYycm9A6",False,en,1,1,2021-02-27 04:32:28,1365520150485696514,"['good', 'ships', 'great', 'height', 'differences', 'seblaine', 'sebastian', '6', '0', 'blaine', '5', '7', 'wickling', 'hulking', 'variable', 'wiccan', '5', '8', 'spideychelle', 'mj', '5', '10', 'peter', '5', '8', 'samstiel', 'sam', '6', '4', 'castiel', '5', '11', 'blam', 'sam', '6', '0', 'blaine', '5', '7', 'birdflash', 'wally', '6', '0', 'dick', '5', '10', 'barchie', 'archie', '5', '11', 'betty', '5', '6']",good ships great height differences seblaine sebastian 6 0 blaine 5 7 wickling hulking variable wiccan 5 8 spideychelle mj 5 10 peter 5 8 samstiel sam 6 4 castiel 5 11 blam sam 6 0 blaine 5 7 birdflash wally 6 0 dick 5 10 barchie archie 5 11 betty 5 6,0.75,0.675
“barchie having sex as a distraction isnt romantic at all” but if i tell you to kys—,False,en,0,0,2021-02-27 04:29:56,1365519511915487241,"['barchie', 'sex', 'distraction', 'isnt', 'romantic', 'tell', 'kys']",barchie sex distraction isnt romantic tell kys,0.0,0.5
RT @barchieskeene: now why wasn’t glen or barchie shown in the promo because they don’t want to ruin jealous barchie https://t.co/uW5mCcQh4a,False,en,0,3,2021-02-27 04:28:22,1365519117101457411,"['glen', 'barchie', 'shown', 'promo', 'want', 'ruin', 'jealous', 'barchie']",glen barchie shown promo want ruin jealous barchie,0.0,0.0
No cause what am I going to do during these two weeks without Barchie https://t.co/gHhV3RdRoj,False,en,2,0,2021-02-27 04:28:16,1365519093370146817,"['cause', 'going', 'two', 'weeks', 'without', 'barchie']",cause going two weeks without barchie,0.0,0.0
"RT @bestarchiebetty: (Barchie flirting scene🙊) 

""Maybe I can distract"" - Arch
their chemistry is so natural, beautiful and sexy!!

#Riverd…",False,en,0,47,2021-02-27 04:26:23,1365518619363442689,"['barchie', 'flirting', 'scene', 'maybe', 'distract', 'arch', 'chemistry', 'natural', 'beautiful', 'sexy', 'riverd']",barchie flirting scene maybe distract arch chemistry natural beautiful sexy riverd,0.2453125,0.85
@dylsbrien worried about barchie endgame what’s new🚶🏼‍♀️,False,en,1,0,2021-02-27 04:24:35,1365518165892071424,"['worried', 'barchie', 'endgame', 'new']",worried barchie endgame new,0.0,0.0
"RT @westallenslife: This is some next level soulmate shit, and no one can convince me otherwise! #Riverdale #Barchie https://t.co/cJF6oa6Ryx",False,en,0,15,2021-02-27 04:24:16,1365518085562720258,"['next', 'level', 'soulmate', 'shit', 'one', 'convince', 'otherwise', 'riverdale', 'barchie']",next level soulmate shit one convince otherwise riverdale barchie,-0.125,0.4
@slowburnsftw @JuliDG isn't that a good coincidence 🤣 #Leyton #Barchie,False,en,2,0,2021-02-27 04:23:34,1365517910756626438,"['good', 'coincidence', 'leyton', 'barchie']",good coincidence leyton barchie,0.7,0.6000000000000001
"@dkaluuyaegot my barchie brain cell literally won't shut up, i can't. like. all i want to do is write ptsd fic for them and instead they are in my brain being like ""hey, guess what, betty's eyelashes flutter every time we kiss"" and i am like ..........cool!",False,en,1,0,2021-02-27 04:22:57,1365517754128826368,"['barchie', 'brain', 'cell', 'literally', 'shut', 'like', 'want', 'write', 'ptsd', 'fic', 'instead', 'brain', 'like', 'hey', 'guess', 'betty', 'eyelashes', 'flutter', 'every', 'time', 'kiss', 'like', 'cool']",barchie brain cell literally shut like want write ptsd fic instead brain like hey guess betty eyelashes flutter every time kiss like cool,0.0,0.0
THE BARCHIE KISS IT BETTER EDIT GOT DELETED WORST DAY OF MY LIFE ACTUALLY,False,en,2,0,2021-02-27 04:22:21,1365517605130231809,"['barchie', 'kiss', 'better', 'edit', 'got', 'deleted', 'worst', 'day', 'life', 'actually']",barchie kiss better edit got deleted worst day life actually,-0.16666666666666666,0.5333333333333333
RT @archietonis: bugheads love to talk about how barchie is only having sex and not talking about their problems (which is what fwb is but…,False,en,0,25,2021-02-27 04:22:11,1365517563447312388,"['bugheads', 'love', 'talk', 'barchie', 'sex', 'talking', 'problems', 'fwb']",bugheads love talk barchie sex talking problems fwb,0.25,0.8
"RT @bestarchiebetty: Betty is pure pleasure!
#Riverdale #Barchie https://t.co/0eKF0p4Zby",False,en,0,19,2021-02-27 04:21:21,1365517351790108675,"['betty', 'pure', 'pleasure', 'riverdale', 'barchie']",betty pure pleasure riverdale barchie,0.26785714285714285,0.5
RT @winchesterbitxh: barchie has more chemistry in 2 episodes than varchie had in 5 seasons,False,en,0,44,2021-02-27 04:18:10,1365516550984376320,"['barchie', 'chemistry', '2', 'episodes', 'varchie', '5', 'seasons']",barchie chemistry 2 episodes varchie 5 seasons,0.5,0.5
"@jaceyskeene Nah but Fr
Why take Barchie away for two weeks when they’ll be gone for 3 months https://t.co/OWUyi00SOp",False,en,1,0,2021-02-27 04:15:21,1365515842411253760,"['nah', 'fr', 'take', 'barchie', 'away', 'two', 'weeks', 'gone', '3', 'months']",nah fr take barchie away two weeks gone 3 months,0.0,0.0
no barchie and no cobra kai what is life? https://t.co/h1R7bZCgyj,False,en,4,0,2021-02-27 04:11:54,1365514976035819521,"['barchie', 'cobra', 'kai', 'life']",barchie cobra kai life,0.0,0.0
"RT @bestarchiebetty: ""Maybe I can distract you"" 

The contrast of the coloring of Archie and Betty's hair is something so beautiful, its he…",False,en,0,27,2021-02-27 04:11:33,1365514886545960966,"['maybe', 'distract', 'contrast', 'coloring', 'archie', 'betty', 'hair', 'something', 'beautiful']",maybe distract contrast coloring archie betty hair something beautiful,0.85,1.0
"RT @JuliDG: My #Riverdale REACTION IS NOW LIVE ON YOUTUBE!

Go check it out and let's all freak out over #Barchie again!

Link: https://t.c…",False,en,0,11,2021-02-27 04:11:15,1365514809282867202,"['riverdale', 'reaction', 'live', 'youtube', 'go', 'check', 'let', 'freak', 'barchie', 'link']",riverdale reaction live youtube go check let freak barchie link,0.2130681818181818,0.5
BARCHIE CAR S E X WHAT,False,en,1,0,2021-02-27 04:05:54,1365513465826172928,"['barchie', 'car', 'e', 'x']",barchie car e x,0.0,0.0
RT @imaginebarchie: BARCHIE is so aesthetically pleasing!!!!!! https://t.co/zA0rjjbWb5,False,en,0,11,2021-02-27 04:03:07,1365512764731645952,"['barchie', 'aesthetically', 'pleasing']",barchie aesthetically pleasing,0.0,0.0
Will Barchie date in the New Season of Riverdale? https://t.co/pbw8gpG9yx,False,en,1,0,2021-02-27 03:57:47,1365511420272607232,"['barchie', 'date', 'new', 'season', 'riverdale']",barchie date new season riverdale,0.13636363636363635,0.45454545454545453
BARCHIE IS HITTING ME RN,False,en,0,0,2021-02-27 03:56:28,1365511091275640832,"['barchie', 'hitting', 'rn']",barchie hitting rn,0.0,0.0
RT @barchie420: i hate people who think barchie don’t romantically love each other.,False,en,0,7,2021-02-27 03:55:13,1365510775910117376,"['hate', 'people', 'think', 'barchie', 'romantically', 'love']",hate people think barchie romantically love,-0.1416666666666667,0.625
RT @torchlightx: when will people realize that it doesn’t make sense to have barchie involved in a fwb storyline if that doesn’t lead anywh…,False,en,0,11,2021-02-27 03:54:43,1365510649325969413,"['people', 'realize', 'make', 'sense', 'barchie', 'involved', 'fwb', 'storyline', 'lead', 'anywh']",people realize make sense barchie involved fwb storyline lead anywh,0.0,0.0
"Barchie is endgame. With a bear, not Betty. https://t.co/5sLZp8Plsn",False,en,0,0,2021-02-27 03:51:02,1365509721021706248,"['barchie', 'endgame', 'bear', 'betty']",barchie endgame bear betty,0.0,0.0
I HAVE A PERFECT BARCHIE SONG FOR A HOT FANCAM ONG,False,en,4,0,2021-02-27 03:50:21,1365509552116928512,"['perfect', 'barchie', 'song', 'hot', 'fancam', 'ong']",perfect barchie song hot fancam ong,0.625,0.925
RT @bettyarchics: barchie could kiss in a certain angle and you guys would say omg they’re copying bugvarchie like please stop.,False,en,0,8,2021-02-27 03:47:35,1365508856361742338,"['barchie', 'could', 'kiss', 'certain', 'angle', 'guys', 'would', 'say', 'omg', 'copying', 'bugvarchie', 'like', 'please', 'stop']",barchie could kiss certain angle guys would say omg copying bugvarchie like please stop,0.21428571428571427,0.5714285714285714
"RT @mybarchie: one more thing, when barchie gets in a confirmed relationship THEN we can start comparing and contrasting to varchie and bug…",False,en,0,9,2021-02-27 03:46:50,1365508664140914695,"['one', 'thing', 'barchie', 'gets', 'confirmed', 'relationship', 'start', 'comparing', 'contrasting', 'varchie', 'bug']",one thing barchie gets confirmed relationship start comparing contrasting varchie bug,0.45,0.75
RT @RiverdaleDark: #Barchie is rising but maybe so is... #Varchie? We recap everything from the latest episode of #Riverdale on our podcast…,False,en,0,2,2021-02-27 03:38:04,1365506461128929281,"['barchie', 'rising', 'maybe', 'varchie', 'recap', 'everything', 'latest', 'episode', 'riverdale', 'podcast']",barchie rising maybe varchie recap everything latest episode riverdale podcast,0.5,0.9
will never get over the fact that they now make au’s of barchie scenes https://t.co/BBObdJphbH,False,en,1,0,2021-02-27 03:37:07,1365506222389137411,"['never', 'get', 'fact', 'make', 'au', 'barchie', 'scenes']",never get fact make au barchie scenes,0.0,0.0
Plzzz i don’t understand how Veronica could forgive barchie like that and still remain friends with them 😭😭 and ppl still ship varchie like Brooke Davis could never 💀 https://t.co/HyxaoUUoaS,False,en,0,0,2021-02-27 03:37:03,1365506204173238278,"['plzzz', 'understand', 'veronica', 'could', 'forgive', 'barchie', 'like', 'still', 'remain', 'friends', 'ppl', 'still', 'ship', 'varchie', 'like', 'brooke', 'davis', 'could', 'never']",plzzz understand veronica could forgive barchie like still remain friends ppl still ship varchie like brooke davis could never,0.0,0.0
"RT @emmasben: when will barchie antis stop pretending they don't know that betty wants to have sex as much as archie? helloooooo, she's the…",False,en,0,13,2021-02-27 03:35:35,1365505833761722368,"['barchie', 'antis', 'stop', 'pretending', 'know', 'betty', 'wants', 'sex', 'much', 'archie', 'helloooooo']",barchie antis stop pretending know betty wants sex much archie helloooooo,0.2,0.15000000000000002
RT @bttyarch: very curious which one do you like best? #varchie #barchie #bughead,False,en,0,1,2021-02-27 03:32:39,1365505097510260736,"['curious', 'one', 'like', 'best', 'varchie', 'barchie', 'bughead']",curious one like best varchie barchie bughead,0.435,0.65
@barcheated when ras makes barchie endgame out of spite https://t.co/dSSWMbN1Tp,False,en,3,0,2021-02-27 03:27:53,1365503896202792962,"['ras', 'makes', 'barchie', 'endgame', 'spite']",ras makes barchie endgame spite,0.0,0.0
good to see barchie nation woke up!!!!,False,en,4,0,2021-02-27 03:25:11,1365503215949742080,"['good', 'see', 'barchie', 'nation', 'woke']",good see barchie nation woke,1.0,0.6000000000000001
RT @ThatsRiverdale: @slowburnsftw The point is barchie loses either way in their eyes. If they DID start dating and getting serious and bei…,False,en,0,1,2021-02-27 03:23:39,1365502831080316933,"['point', 'barchie', 'loses', 'either', 'way', 'eyes', 'start', 'dating', 'getting', 'serious', 'bei']",point barchie loses either way eyes start dating getting serious bei,-0.31666666666666665,0.3833333333333333
@slowburnsftw The point is barchie loses either way in their eyes. If they DID start dating and getting serious and being vocal with their feelings rn they’d be “rushing” them. It’s so obvious that they’re reaching and painting a negative picture to invalidate them. It’s so tiring🙄..,False,en,6,1,2021-02-27 03:23:15,1365502731088191488,"['point', 'barchie', 'loses', 'either', 'way', 'eyes', 'start', 'dating', 'getting', 'serious', 'vocal', 'feelings', 'rn', 'rushing', 'obvious', 'reaching', 'painting', 'negative', 'picture', 'invalidate', 'tiring']",point barchie loses either way eyes start dating getting serious vocal feelings rn rushing obvious reaching painting negative picture invalidate tiring,-0.23333333333333334,0.41666666666666663
did anyone write a barchie pwp fic of the shower scene in more detail? i need it for science......... https://t.co/BTfF8Vb3K7,False,en,2,0,2021-02-27 03:18:10,1365501450562850817,"['anyone', 'write', 'barchie', 'pwp', 'fic', 'shower', 'scene', 'detail', 'need', 'science']",anyone write barchie pwp fic shower scene detail need science,0.5,0.5
if they end barchie officially im never watching that show again and i mean it. not even another clip. NOTHING,False,en,13,0,2021-02-27 03:17:30,1365501282719563776,"['end', 'barchie', 'officially', 'im', 'never', 'watching', 'show', 'mean', 'even', 'another', 'clip', 'nothing']",end barchie officially im never watching show mean even another clip nothing,-0.3125,0.6875
@dylsbrien they are cute! everyone else can shut their mouths🤷‍♂️,False,en,1,0,2021-02-27 03:16:38,1365501067090219013,"['cute', 'everyone', 'else', 'shut', 'mouths']",cute everyone else shut mouths,0.625,1.0
@justcelica Ohhh i like that too and varchie 😂 barchie is just so cute lmfao,False,en,0,0,2021-02-27 03:16:17,1365500975994167301,"['ohhh', 'like', 'varchie', 'barchie', 'cute', 'lmfao']",ohhh like varchie barchie cute lmfao,0.5,1.0
"This is Archie ""not giving a sh*t"" about Betty. #barchie https://t.co/NB8vhVl6Ly",True,en,4,0,2021-02-27 03:15:34,1365500795462983683,"['archie', 'giving', 'sh', 'betty', 'barchie']",archie giving sh betty barchie,0.0,0.0
"RT @barchie_gifs: They're both so smitten
[5.06 - Chapter Eighty-Two: Back To School]
@lilireinhart @RiverdaleWriter @WriterRAS
#Barchie #R…",False,en,0,49,2021-02-27 03:15:04,1365500669482958850,"['smitten', '5', '06', 'chapter', 'eighty', 'two', 'back', 'school', 'barchie', 'r']",smitten 5 06 chapter eighty two back school barchie r,0.0,0.0
@BUGGIEDALE I hate Barchie,False,en,0,0,2021-02-27 03:14:09,1365500442399166466,"['hate', 'barchie']",hate barchie,-0.8,0.9
nah barchie’s car scene is actually insane......,False,en,9,0,2021-02-27 03:14:01,1365500407007567873,"['nah', 'barchie', 'car', 'scene', 'actually', 'insane']",nah barchie car scene actually insane,-1.0,1.0
@bjrchies WAIT HAHA I WAS DOING JACKROSE X BARCHIE HAHA,False,en,1,0,2021-02-27 03:12:06,1365499926696845314,"['wait', 'haha', 'jackrose', 'x', 'barchie', 'haha']",wait haha jackrose x barchie haha,0.2,0.3
RT @barcheating: can't believe we got a barchie kiss with betty's hair and outfit like this https://t.co/me3CebU7mR,False,en,0,17,2021-02-27 03:09:54,1365499371077464066,"['believe', 'got', 'barchie', 'kiss', 'betty', 'hair', 'outfit', 'like']",believe got barchie kiss betty hair outfit like,0.0,0.0
if barchie isn’t endgame idk what i’ll do https://t.co/CEj5KII4ke,False,en,8,0,2021-02-27 03:09:25,1365499247492292611,"['barchie', 'endgame', 'idk']",barchie endgame idk,0.0,0.0
"RT @alicemytwit: Mood #Riverdale #RiverdaleSeason5 #barchie They’re endgame, they’ve always been✨ https://t.co/F62n7uEAMk",False,en,0,9,2021-02-27 03:09:02,1365499154642857991,"['mood', 'riverdale', 'riverdaleseason5', 'barchie', 'endgame', 'always']",mood riverdale riverdaleseason5 barchie endgame always,0.0,0.0
okay i don’t want stan riverdale twitter to come at me but i’m simply not here for Barchie... Varchie is superior... don’t know what to tell you❤️,False,en,1,0,2021-02-27 03:07:02,1365498650852552705,"['okay', 'want', 'stan', 'riverdale', 'twitter', 'come', 'simply', 'barchie', 'varchie', 'superior', 'know', 'tell']",okay want stan riverdale twitter come simply barchie varchie superior know tell,0.39999999999999997,0.5857142857142857
CAN THEY STOP W BARCHIE SEX,False,en,3,0,2021-02-27 03:06:33,1365498529658077185,"['stop', 'w', 'barchie', 'sex']",stop w barchie sex,0.0,0.0
RT @madeIainesz: @slowburnsftw @crimsonclover90 literally why wouldnt they show veronicas reaction considering it’s her ex boyfriend and cu…,False,en,0,1,2021-02-27 03:03:57,1365497872599445505,"['literally', 'wouldnt', 'show', 'veronicas', 'reaction', 'considering', 'ex', 'boyfriend', 'cu']",literally wouldnt show veronicas reaction considering ex boyfriend cu,0.0,0.0
"RT @justcallmelipls: we won 
they gave me more in 3 episodes than any other in 5 seasons.
I love adult Betty
#BARCHIETIMEJUMP #barchie #riv…",False,en,0,2,2021-02-27 03:02:52,1365497600934359041,"['gave', '3', 'episodes', '5', 'seasons', 'love', 'adult', 'betty', 'barchietimejump', 'barchie', 'riv']",gave 3 episodes 5 seasons love adult betty barchietimejump barchie riv,0.24375,0.44375000000000003
BOY WND GIRL NEXT DOOR????? BARCHIE!,False,en,1,0,2021-02-27 03:02:16,1365497449780027393,"['boy', 'wnd', 'girl', 'next', 'door', 'barchie']",boy wnd girl next door barchie,0.0,0.0
"RT @bar_endgame: Yeah, just until then...😁🥳 #Riverdale #Barchie https://t.co/DBC7Li8j9C",False,en,0,1,2021-02-27 03:01:50,1365497342745583621,"['yeah', 'riverdale', 'barchie']",yeah riverdale barchie,0.0,0.0
@wIwbarchie barchie bff,False,en,0,0,2021-02-27 03:01:08,1365497163690647555,"['barchie', 'bff']",barchie bff,0.0,0.0
"RT @_ITrendMyShips: OH MY FUCKING GOD 🥵🥵🔥🔥
BARCHIE CAR SEX, it was so hot the school caught fireeeeee #MoreBarchie https://t.co/RabyFFX3mJ",False,en,0,6,2021-02-27 02:58:05,1365496395436728328,"['itrendmyships', 'oh', 'fucking', 'god', 'barchie', 'car', 'sex', 'hot', 'school', 'caught', 'fireeeeee', 'morebarchie']",itrendmyships oh fucking god barchie car sex hot school caught fireeeeee morebarchie,-0.175,0.8250000000000001
