tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets
"WATCH: Mark Consuelos talks Riverdale Time Jump! https://t.co/uFrCWMm1vh 

@MarkConsuelos #riverdale #varchie https://t.co/AbLv3Rwwmj",False,en,1,0,2021-02-25 19:14:01,1365017225271345157,"['watch', 'mark', 'consuelos', 'talks', 'riverdale', 'time', 'jump', 'riverdale', 'varchie']",watch mark consuelos talks riverdale time jump riverdale varchie
archie andrews jughead jones betty elizabeth cooper veronica lodge time jump rvd riverdale recap new episode netflix bughead choni endgame jealous varchie barchie toni topaz cheryl blossom season 5 5x05 ep https://t.co/1dYSMg9jVb,False,en,1,0,2021-02-25 18:26:05,1365005160292880385,"['archie', 'andrews', 'jughead', 'jones', 'betty', 'elizabeth', 'cooper', 'veronica', 'lodge', 'time', 'jump', 'rvd', 'riverdale', 'recap', 'new', 'episode', 'netflix', 'bughead', 'choni', 'endgame', 'jealous', 'varchie', 'barchie', 'toni', 'topaz', 'cheryl', 'blossom', 'season', '5', '5x05', 'ep']",archie andrews jughead jones betty elizabeth cooper veronica lodge time jump rvd riverdale recap new episode netflix bughead choni endgame jealous varchie barchie toni topaz cheryl blossom season 5 5x05 ep
@SotoSsntiago Is going from 617 to 618 in ratings a lot? I think the time jump got people interested again... will have to see how long that lasts though as Riverdale always seems to drop as the season goes on usually 🤔,False,en,0,0,2021-02-25 18:19:25,1365003484320444420,"['going', '617', '618', 'ratings', 'lot', 'think', 'time', 'jump', 'got', 'people', 'interested', 'see', 'long', 'lasts', 'though', 'riverdale', 'always', 'seems', 'drop', 'season', 'goes', 'usually']",going 617 618 ratings lot think time jump got people interested see long lasts though riverdale always seems drop season goes usually
"WATCH: Riverdale Time Jump - ""Archie Andrews""! https://t.co/OOjoRvpf17 

#barchie #riverdale #varchie https://t.co/E16ktdG0my",False,en,3,0,2021-02-25 17:49:25,1364995934313213953,"['watch', 'riverdale', 'time', 'jump', 'archie', 'andrews', 'barchie', 'riverdale', 'varchie']",watch riverdale time jump archie andrews barchie riverdale varchie
"Riverdale Season 5 ""Hiram's Time Jump"" Featurette (HD)
#Riverdale #RiverdaleSeason5

https://t.co/12lUz7E0fn https://t.co/KRHib9y300",False,en,0,0,2021-02-25 17:29:25,1364990900154347524,"['riverdale', 'season', '5', 'hiram', 'time', 'jump', 'featurette', 'hd', 'riverdale', 'riverdaleseason5']",riverdale season 5 hiram time jump featurette hd riverdale riverdaleseason5
"Riverdale Season 5 ""Hiram's Time Jump"" Featurette (HD) https://t.co/raXWgomIxR",False,en,0,3,2021-02-25 17:10:32,1364986148670431232,"['riverdale', 'season', '5', 'hiram', 'time', 'jump', 'featurette', 'hd']",riverdale season 5 hiram time jump featurette hd
why is riverdale low-key hitting right now? did it really take 4 seasons and a time jump for the writers to be like “okay let’s make a storyline that somewhat adds up”,False,en,0,0,2021-02-25 17:02:55,1364984232381214727,"['riverdale', 'low', 'key', 'hitting', 'right', 'really', 'take', '4', 'seasons', 'time', 'jump', 'writers', 'like', 'okay', 'let', 'make', 'storyline', 'somewhat', 'adds']",riverdale low key hitting right really take 4 seasons time jump writers like okay let make storyline somewhat adds
"RT @spencerbarrett: #Riverdale’s first post-time jump episode is a triumph in every way, breathing new life into the series and re-introduc…",False,en,0,77,2021-02-25 16:39:50,1364978421923741696,"['riverdale', 'first', 'post', 'time', 'jump', 'episode', 'triumph', 'every', 'way', 'breathing', 'new', 'life', 'series', 'introduc']",riverdale first post time jump episode triumph every way breathing new life series introduc
"Reggie being Hiram’s minion is the weirdest most messed up thing in this time jump like dude are you serious? why would you do that? how to ruin a character, a saga by Riverdale’s writers 😅 #Riverdale",False,en,0,0,2021-02-25 16:04:20,1364969488567963651,"['reggie', 'hiram', 'minion', 'weirdest', 'messed', 'thing', 'time', 'jump', 'like', 'dude', 'serious', 'would', 'ruin', 'character', 'saga', 'riverdale', 'writers', 'riverdale']",reggie hiram minion weirdest messed thing time jump like dude serious would ruin character saga riverdale writers riverdale
RT @kat__writes: I love to see characters invested in each other’s plot lines post time jump. That little catch up between #Barchie? Where…,False,en,0,21,2021-02-25 16:01:08,1364968681420296192,"['love', 'see', 'characters', 'invested', 'plot', 'lines', 'post', 'time', 'jump', 'little', 'catch', 'barchie']",love see characters invested plot lines post time jump little catch barchie
ngl the execution of the riverdale time jump in s5 ???!!! https://t.co/RrxpxOnX64,False,en,0,0,2021-02-25 15:57:32,1364967778076270595,"['ngl', 'execution', 'riverdale', 'time', 'jump', 's5']",ngl execution riverdale time jump s5
riverdale time jump who? https://t.co/hes8RRrNju,True,en,1,0,2021-02-25 15:25:35,1364959735892619267,"['riverdale', 'time', 'jump']",riverdale time jump
I just watched Riverdale after dropping it in season 3 or so. . Is that suppose to make sense? Why does it look like they never grew up after the 5 years time jump?,False,en,2,0,2021-02-25 15:23:27,1364959198673592326,"['watched', 'riverdale', 'dropping', 'season', '3', 'suppose', 'make', 'sense', 'look', 'like', 'never', 'grew', '5', 'years', 'time', 'jump']",watched riverdale dropping season 3 suppose make sense look like never grew 5 years time jump
This time jump on #Riverdale has made things ...interesting!,False,en,0,0,2021-02-25 15:21:14,1364958640919216129,"['time', 'jump', 'riverdale', 'made', 'things', 'interesting']",time jump riverdale made things interesting
"Riverdale having more seasons even after the time jump allows them to genuinely explore relationship dynamics. If this were the final season you could expect Veronica to divorce Chadwick and end up with Archie and Betty and Jughead to find their way back to each other
#Riverdale",False,en,1,0,2021-02-25 15:17:49,1364957783322468365,"['riverdale', 'seasons', 'even', 'time', 'jump', 'allows', 'genuinely', 'explore', 'relationship', 'dynamics', 'final', 'season', 'could', 'expect', 'veronica', 'divorce', 'chadwick', 'end', 'archie', 'betty', 'jughead', 'find', 'way', 'back', 'riverdale']",riverdale seasons even time jump allows genuinely explore relationship dynamics final season could expect veronica divorce chadwick end archie betty jughead find way back riverdale
Sorry but I’m really loving this time jump in Riverdale with Archie and Betty,False,en,0,0,2021-02-25 15:09:14,1364955620215033857,"['sorry', 'really', 'loving', 'time', 'jump', 'riverdale', 'archie', 'betty']",sorry really loving time jump riverdale archie betty
"I need a fanfiction where Beronica are married after the time jump
#Riverdale",False,en,0,0,2021-02-25 14:48:55,1364950510277713926,"['need', 'fanfiction', 'beronica', 'married', 'time', 'jump', 'riverdale']",need fanfiction beronica married time jump riverdale
archie andrews jughead jones betty elizabeth cooper veronica lodge time jump rvd riverdale recap new episode netflix bughead choni endgame jealous varchie barchie toni topaz cheryl blossom season 5 5x05 ep https://t.co/lk92IcjUPc,True,en,2,0,2021-02-25 14:46:31,1364949904490119177,"['archie', 'andrews', 'jughead', 'jones', 'betty', 'elizabeth', 'cooper', 'veronica', 'lodge', 'time', 'jump', 'rvd', 'riverdale', 'recap', 'new', 'episode', 'netflix', 'bughead', 'choni', 'endgame', 'jealous', 'varchie', 'barchie', 'toni', 'topaz', 'cheryl', 'blossom', 'season', '5', '5x05', 'ep']",archie andrews jughead jones betty elizabeth cooper veronica lodge time jump rvd riverdale recap new episode netflix bughead choni endgame jealous varchie barchie toni topaz cheryl blossom season 5 5x05 ep
i only watched season 1 of riverdale but I decided to start watching right after the time jump like its a brand ass new tv show for comedic purposes,False,en,3,0,2021-02-25 14:43:39,1364949182642028562,"['watched', 'season', '1', 'riverdale', 'decided', 'start', 'watching', 'right', 'time', 'jump', 'like', 'brand', 'ass', 'new', 'tv', 'show', 'comedic', 'purposes']",watched season 1 riverdale decided start watching right time jump like brand ass new tv show comedic purposes
@Ls2393710611 @CW_Riverdale Bruh u sound 10 “Pay back” like bruh the time jump was seven years they have mived in and have grown up get over it,False,en,0,0,2021-02-25 14:39:18,1364948087224078340,"['bruh', 'u', 'sound', '10', 'pay', 'back', 'like', 'bruh', 'time', 'jump', 'seven', 'years', 'mived', 'grown', 'get']",bruh u sound 10 pay back like bruh time jump seven years mived grown get
I cried a lot on the time jump @CW_Riverdale 👁👁,False,en,0,0,2021-02-25 14:36:14,1364947317795790862,"['cried', 'lot', 'time', 'jump']",cried lot time jump
My initial thoughts on the time jump is that it was an interesting choice to not have characters grow at all over that time period. Still hooked on drama. Archie has been to war and can still end up on the verge of tears in 0.5 seconds over a highschool football team #riverdale,False,en,1,0,2021-02-25 14:04:13,1364939260231622656,"['initial', 'thoughts', 'time', 'jump', 'interesting', 'choice', 'characters', 'grow', 'time', 'period', 'still', 'hooked', 'drama', 'archie', 'war', 'still', 'end', 'verge', 'tears', '0', '5', 'seconds', 'highschool', 'football', 'team', 'riverdale']",initial thoughts time jump interesting choice characters grow time period still hooked drama archie war still end verge tears 0 5 seconds highschool football team riverdale
"@sana_foodie @BarchieUpdates @CW_Riverdale Who said Bughead is dead? And why should they be a couple to investigate together? They can just be friends 

BTW Barchie will be explored, this season and the time jump was for that reason. All fwb start with no feelings, but it’s obvious how it turns out",False,en,3,0,2021-02-25 12:55:18,1364921915694067713,"['said', 'bughead', 'dead', 'couple', 'investigate', 'together', 'friends', 'btw', 'barchie', 'explored', 'season', 'time', 'jump', 'reason', 'fwb', 'start', 'feelings', 'obvious', 'turns']",said bughead dead couple investigate together friends btw barchie explored season time jump reason fwb start feelings obvious turns
"RT @joelmeadows1: Watch A Featurette On Archie's Time Jump In Riverdale
https://t.co/bnu9uZ9lfV @AlasdairStuart @PaulDBrazill @comiccrushpa…",False,en,0,2,2021-02-25 12:03:59,1364909000786137088,"['watch', 'featurette', 'archie', 'time', 'jump', 'riverdale']",watch featurette archie time jump riverdale
"Why #Riverdale's time jump is exactly what we need right now!

What we know about the new #mystery so far:
https://t.co/bSHAUH3cxp

#RiverdaleCW #BarchieTimeJump https://t.co/bK0ahgudSJ",False,en,13,4,2021-02-25 11:59:53,1364907969020887042,"['riverdale', 'time', 'jump', 'exactly', 'need', 'right', 'know', 'new', 'mystery', 'far', 'riverdalecw', 'barchietimejump']",riverdale time jump exactly need right know new mystery far riverdalecw barchietimejump
Watch A Featurette On Archie's Time Jump In Riverdale Season Five https://t.co/bnu9uZ9lfV via @joelmeadows1,False,en,0,0,2021-02-25 11:32:15,1364901017142329347,"['watch', 'featurette', 'archie', 'time', 'jump', 'riverdale', 'season', 'five', 'via']",watch featurette archie time jump riverdale season five via
"Watch A Featurette On Archie's Time Jump In Riverdale
https://t.co/bnu9uZ9lfV @AlasdairStuart @PaulDBrazill @comiccrushpaul @JodyWeitzman @CW_Riverdale @RiverdaleWriter #Riverdale #RiverdaleSeason5",False,en,3,2,2021-02-25 11:32:03,1364900964256411651,"['watch', 'featurette', 'archie', 'time', 'jump', 'riverdale', 'riverdale', 'riverdaleseason5']",watch featurette archie time jump riverdale riverdale riverdaleseason5
Watch A Featurette On Archie’s Time Jump In Riverdale Season Five https://t.co/bnu9uZ9lfV,False,en,0,0,2021-02-25 11:29:36,1364900349182685187,"['watch', 'featurette', 'archie', 'time', 'jump', 'riverdale', 'season', 'five']",watch featurette archie time jump riverdale season five
"ill be honest, ever since the time jump, Riverdale has been pure fire and im not even taking the piss. I'm not cringing every 30 seconds which is what I have done since season 2/3",False,en,0,0,2021-02-25 11:16:44,1364897111972667393,"['ill', 'honest', 'ever', 'since', 'time', 'jump', 'riverdale', 'pure', 'fire', 'im', 'even', 'taking', 'piss', 'cringing', 'every', '30', 'seconds', 'done', 'since', 'season', '2', '3']",ill honest ever since time jump riverdale pure fire im even taking piss cringing every 30 seconds done since season 2 3
"I liked the first episodes of S1 Riverdale and I remembered hating Archie, loving Jughead and not even liking Betty. But I loved Jughead so I shipped them. And then he got annoyingly boring. And Idk what happened from there. But this 7-year time jump is giving him back his spunk.",False,en,1,0,2021-02-25 08:46:58,1364859423118798849,"['liked', 'first', 'episodes', 's1', 'riverdale', 'remembered', 'hating', 'archie', 'loving', 'jughead', 'even', 'liking', 'betty', 'loved', 'jughead', 'shipped', 'got', 'annoyingly', 'boring', 'idk', 'happened', '7', 'year', 'time', 'jump', 'giving', 'back', 'spunk']",liked first episodes s1 riverdale remembered hating archie loving jughead even liking betty loved jughead shipped got annoyingly boring idk happened 7 year time jump giving back spunk
"I really hate the fact that Cheryl hasn’t had anything to do since the time jump despite being a great character
#Riverdale",False,en,0,0,2021-02-25 07:48:08,1364844615002714112,"['really', 'hate', 'fact', 'cheryl', 'anything', 'since', 'time', 'jump', 'despite', 'great', 'character', 'riverdale']",really hate fact cheryl anything since time jump despite great character riverdale
The fact that #Riverdale is almost good again brings me so much happiness. This time jump makes it so much better now since they’re playing their actual ages. Season 1/normal vibes again. https://t.co/SpXMrHe99x,False,en,1,0,2021-02-25 07:23:40,1364838458582204420,"['fact', 'riverdale', 'almost', 'good', 'brings', 'much', 'happiness', 'time', 'jump', 'makes', 'much', 'better', 'since', 'playing', 'actual', 'ages', 'season', '1', 'normal', 'vibes']",fact riverdale almost good brings much happiness time jump makes much better since playing actual ages season 1 normal vibes
ngl riverdale lost me after season 2 but everything after the time jump in season 5 IT’S NOT THAT BAD,False,en,1,0,2021-02-25 07:03:55,1364833487883182080,"['ngl', 'riverdale', 'lost', 'season', '2', 'everything', 'time', 'jump', 'season', '5', 'bad']",ngl riverdale lost season 2 everything time jump season 5 bad
This riverdale time jump is amazing,False,en,0,0,2021-02-25 06:14:37,1364821079621951489,"['riverdale', 'time', 'jump', 'amazing']",riverdale time jump amazing
"The way this show has done zero for Cheryl.. 
Except make her a golden goose for everyone else in her life.
Like, the fuck?
Stop.
Useless time jump aside, nobody has given two shits about what has gone on with her, except Toni.

#Riverdale",False,en,0,0,2021-02-25 06:14:16,1364820991998885889,"['way', 'show', 'done', 'zero', 'cheryl', 'except', 'make', 'golden', 'goose', 'everyone', 'else', 'life', 'like', 'fuck', 'stop', 'useless', 'time', 'jump', 'aside', 'nobody', 'given', 'two', 'shits', 'gone', 'except', 'toni', 'riverdale']",way show done zero cheryl except make golden goose everyone else life like fuck stop useless time jump aside nobody given two shits gone except toni riverdale
"i really don’t understand how everyone’s so into time jump riverdale, im somehow just not into it",False,en,1,0,2021-02-25 06:09:42,1364819843921362945,"['really', 'understand', 'everyone', 'time', 'jump', 'riverdale', 'im', 'somehow']",really understand everyone time jump riverdale im somehow
Riverdale time jump said vocal coach’s,False,en,0,0,2021-02-25 06:04:48,1364818609810202624,"['riverdale', 'time', 'jump', 'said', 'vocal', 'coach']",riverdale time jump said vocal coach
Uhhhhhh there’s a 7 year time jump in riverdale💀💀this gonna be interesting,False,en,1,0,2021-02-25 05:56:54,1364816620749787136,"['uhhhhhh', '7', 'year', 'time', 'jump', 'riverdale', 'gonna', 'interesting']",uhhhhhh 7 year time jump riverdale gonna interesting
"Is it weird that, with all the intrigue happening on #Riverdale , my main random question from the time jump is: what YEAR is it, technically, now?",False,en,0,0,2021-02-25 05:44:07,1364813407023558658,"['weird', 'intrigue', 'happening', 'riverdale', 'main', 'random', 'question', 'time', 'jump', 'year', 'technically']",weird intrigue happening riverdale main random question time jump year technically
"talk shit on riverdale all you want but they’re doing really good with adult choni after the 7 year time jump madelaine and vanessa have made them come so far as a couple the parallels, the angst, the exes still in love, the pining, the star crossed lovers trope i’m eating it up",False,en,70,8,2021-02-25 05:42:43,1364813053741707265,"['talk', 'shit', 'riverdale', 'want', 'really', 'good', 'adult', 'choni', '7', 'year', 'time', 'jump', 'madelaine', 'vanessa', 'made', 'come', 'far', 'couple', 'parallels', 'angst', 'exes', 'still', 'love', 'pining', 'star', 'crossed', 'lovers', 'trope', 'eating']",talk shit riverdale want really good adult choni 7 year time jump madelaine vanessa made come far couple parallels angst exes still love pining star crossed lovers trope eating
I'm not gonna lie — I am enjoying this time jump in Riverdale.,False,en,0,0,2021-02-25 05:40:32,1364812504707203073,"['gonna', 'lie', 'enjoying', 'time', 'jump', 'riverdale']",gonna lie enjoying time jump riverdale
I thought with the 7 year time jump #Riverdale would become a more mature show but somehow this show has gotten even stupider. How is this still on tv and why is my DVR still recording it? #TerribleTV #WhatAmIWatching #AwfulShow #TerribleWriters,False,en,0,0,2021-02-25 05:36:01,1364811365903458305,"['thought', '7', 'year', 'time', 'jump', 'riverdale', 'would', 'become', 'mature', 'show', 'somehow', 'show', 'gotten', 'even', 'stupider', 'still', 'tv', 'dvr', 'still', 'recording', 'terribletv', 'whatamiwatching', 'awfulshow', 'terriblewriters']",thought 7 year time jump riverdale would become mature show somehow show gotten even stupider still tv dvr still recording terribletv whatamiwatching awfulshow terriblewriters
“Still Into You” by Paramore feels like the Choni post time jump anthem and has popped into my head literally every single time they share the screen #Riverdale #choni,False,en,2,0,2021-02-25 05:26:18,1364808919747620870,"['still', 'paramore', 'feels', 'like', 'choni', 'post', 'time', 'jump', 'anthem', 'popped', 'head', 'literally', 'every', 'single', 'time', 'share', 'screen', 'riverdale', 'choni']",still paramore feels like choni post time jump anthem popped head literally every single time share screen riverdale choni
riverdale is comforting rn bc in the 7 year time jump there’s no talk of covid at all,False,en,5,0,2021-02-25 04:51:39,1364800202910162944,"['riverdale', 'comforting', 'rn', 'bc', '7', 'year', 'time', 'jump', 'talk', 'covid']",riverdale comforting rn bc 7 year time jump talk covid
"RT @bestarchiebetty: barchie's aesthetics in the time jump ✨

#Riverdale #Barchie https://t.co/56acwSGCl4",False,en,0,46,2021-02-25 04:30:09,1364794790647386116,"['barchie', 'aesthetics', 'time', 'jump', 'riverdale', 'barchie']",barchie aesthetics time jump riverdale barchie
"TONIGHT! Riverdale 5.06 - ""Back To School""! 
TRAILER: https://t.co/YU88Vfh1a9 
PHOTOS: https://t.co/MK6MON5jry 
SCENE CLIP: https://t.co/wcUXZUQUow 
ARCHIE TIME JUMP: https://t.co/d7hraFi8j1 

#barchie #jabitha #riverdale #varchie https://t.co/TNFaYVqMPL",False,en,0,0,2021-02-25 03:34:51,1364780873376235520,"['tonight', 'riverdale', '5', '06', 'back', 'school', 'trailer', 'photos', 'scene', 'clip', 'archie', 'time', 'jump', 'barchie', 'jabitha', 'riverdale', 'varchie']",tonight riverdale 5 06 back school trailer photos scene clip archie time jump barchie jabitha riverdale varchie
"ICYMI: #Riverdale stars #KJApa and #VanessaMorgan discuss the impact of the #Season5 #timejump, plus a preview for tonight's #BackToSchool. #TheCW #Archie #Toni #Betty #Cheryl #Veronica #Jughead https://t.co/aPYJ1o9hJ5",False,en,2,0,2021-02-25 03:08:41,1364774288449024000,"['icymi', 'riverdale', 'stars', 'kjapa', 'vanessamorgan', 'discuss', 'impact', 'season5', 'timejump', 'plus', 'preview', 'tonight', 'backtoschool', 'thecw', 'archie', 'toni', 'betty', 'cheryl', 'veronica', 'jughead']",icymi riverdale stars kjapa vanessamorgan discuss impact season5 timejump plus preview tonight backtoschool thecw archie toni betty cheryl veronica jughead
The only characters that should get back together after the time jump are Cheryl &amp; Toni #Riverdale,False,en,0,0,2021-02-25 02:51:42,1364770016227385350,"['characters', 'get', 'back', 'together', 'time', 'jump', 'cheryl', 'amp', 'toni', 'riverdale']",characters get back together time jump cheryl amp toni riverdale
"#Riverdale has really stepped it up this season with the 5 year time jump, it’s more dramatic, less murder.",False,en,0,0,2021-02-25 02:27:41,1364763972214358017,"['riverdale', 'really', 'stepped', 'season', '5', 'year', 'time', 'jump', 'dramatic', 'less', 'murder']",riverdale really stepped season 5 year time jump dramatic less murder
archie andrews jughead jones betty elizabeth cooper veronica lodge time jump rvd riverdale recap new episode netflix bughead choni endgame jealous varchie barchie toni topaz cheryl blossom season 5 5x05 ep https://t.co/2HuGcl25rd,False,en,2,0,2021-02-25 02:26:31,1364763675702161415,"['archie', 'andrews', 'jughead', 'jones', 'betty', 'elizabeth', 'cooper', 'veronica', 'lodge', 'time', 'jump', 'rvd', 'riverdale', 'recap', 'new', 'episode', 'netflix', 'bughead', 'choni', 'endgame', 'jealous', 'varchie', 'barchie', 'toni', 'topaz', 'cheryl', 'blossom', 'season', '5', '5x05', 'ep']",archie andrews jughead jones betty elizabeth cooper veronica lodge time jump rvd riverdale recap new episode netflix bughead choni endgame jealous varchie barchie toni topaz cheryl blossom season 5 5x05 ep
"Okay, I wasn’t sold on #barchie at first, but it is kind of fun! I like the time jump, #Riverdale and it brings some fun fresh air @RT_Riverdale",False,en,3,0,2021-02-25 02:23:06,1364762816482312192,"['okay', 'sold', 'barchie', 'first', 'kind', 'fun', 'like', 'time', 'jump', 'riverdale', 'brings', 'fun', 'fresh', 'air']",okay sold barchie first kind fun like time jump riverdale brings fun fresh air
"It feels really different to see this new Riverdale 🤭
I’m really liking this time jump",False,en,2,0,2021-02-25 02:20:27,1364762152196800515,"['feels', 'really', 'different', 'see', 'new', 'riverdale', 'really', 'liking', 'time', 'jump']",feels really different see new riverdale really liking time jump
"The time jump-started off good but it seems we're headed back to the same territory we were several episodes ago, the only difference is they're adults, not surprised just slightly annoyed #Riverdale https://t.co/o1aZHb39dt",False,en,0,0,2021-02-25 02:13:52,1364760493349625857,"['time', 'jump', 'started', 'good', 'seems', 'headed', 'back', 'territory', 'several', 'episodes', 'ago', 'difference', 'adults', 'surprised', 'slightly', 'annoyed', 'riverdale']",time jump started good seems headed back territory several episodes ago difference adults surprised slightly annoyed riverdale
"VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.co/bD5QD8dmz6",False,en,657,556,2021-02-25 02:11:51,1364759987449454601,"['vote', 'riverdale', 'time', 'jump', 'archie', 'amp', 'betty', 'like', 'archie', 'amp', 'veronica', 'barchie', 'riverdale', 'varchie']",vote riverdale time jump archie amp betty like archie amp veronica barchie riverdale varchie
I’m enjoying riverdale season 5 more than 3/4 now they did the time jump it’s just more mature,False,en,0,0,2021-02-25 02:09:25,1364759376200830977,"['enjoying', 'riverdale', 'season', '5', '3', '4', 'time', 'jump', 'mature']",enjoying riverdale season 5 3 4 time jump mature
"RT @thewonderladie: This entire thing makes no sense to me. Veronica, Archie, Jughead, and Betty returning after 7 years makes no real sens…",False,en,0,1,2021-02-25 02:04:47,1364758209542692869,"['entire', 'thing', 'makes', 'sense', 'veronica', 'archie', 'jughead', 'betty', 'returning', '7', 'years', 'makes', 'real', 'sens']",entire thing makes sense veronica archie jughead betty returning 7 years makes real sens
"This entire thing makes no sense to me. Veronica, Archie, Jughead, and Betty returning after 7 years makes no real sense. NONE OF IT MAKES SENSE. They could have done so much with the time jump. 😐 #Riverdale",False,en,3,1,2021-02-25 02:03:46,1364757953245511682,"['entire', 'thing', 'makes', 'sense', 'veronica', 'archie', 'jughead', 'betty', 'returning', '7', 'years', 'makes', 'real', 'sense', 'none', 'makes', 'sense', 'could', 'done', 'much', 'time', 'jump', 'riverdale']",entire thing makes sense veronica archie jughead betty returning 7 years makes real sense none makes sense could done much time jump riverdale
RT @ImaniDoffical: Barchie is thriving in this time jump #Riverdale,False,en,0,3,2021-02-25 01:59:34,1364756895978954757,"['barchie', 'thriving', 'time', 'jump', 'riverdale']",barchie thriving time jump riverdale
Barchie is thriving in this time jump #Riverdale,False,en,7,3,2021-02-25 01:53:12,1364755294547570701,"['barchie', 'thriving', 'time', 'jump', 'riverdale']",barchie thriving time jump riverdale
"I haven’t watched the last season of Riverdale bc lol but im watching the new season out of boredom, &amp; i know there was a time jump but are Betty and Veronica not friends anymore??",False,en,0,0,2021-02-25 01:51:26,1364754850228166668,"['watched', 'last', 'season', 'riverdale', 'bc', 'lol', 'im', 'watching', 'new', 'season', 'boredom', 'amp', 'know', 'time', 'jump', 'betty', 'veronica', 'friends', 'anymore']",watched last season riverdale bc lol im watching new season boredom amp know time jump betty veronica friends anymore
RT @montyelmyra: I dont know about yall  but I've been loving these time jump episodes #Riverdale,False,en,0,1,2021-02-25 01:45:17,1364753302618005506,"['dont', 'know', 'yall', 'loving', 'time', 'jump', 'episodes', 'riverdale']",dont know yall loving time jump episodes riverdale
I dont know about yall  but I've been loving these time jump episodes #Riverdale,False,en,1,1,2021-02-25 01:44:58,1364753220757839875,"['dont', 'know', 'yall', 'loving', 'time', 'jump', 'episodes', 'riverdale']",dont know yall loving time jump episodes riverdale
RT @KatieMinard: god can I get one (1) scene post time jump where Cheryl isn't sad #Riverdale,False,en,0,2,2021-02-25 01:42:31,1364752603121410056,"['god', 'get', 'one', '1', 'scene', 'post', 'time', 'jump', 'cheryl', 'sad', 'riverdale']",god get one 1 scene post time jump cheryl sad riverdale
god can I get one (1) scene post time jump where Cheryl isn't sad #Riverdale,False,en,2,2,2021-02-25 01:39:44,1364751902278352896,"['god', 'get', 'one', '1', 'scene', 'post', 'time', 'jump', 'cheryl', 'sad', 'riverdale']",god get one 1 scene post time jump cheryl sad riverdale
Time jump jug is perfect and I 10/10 would die for him #Riverdale,False,en,0,0,2021-02-25 01:31:30,1364749834314534913,"['time', 'jump', 'jug', 'perfect', '10', '10', 'would', 'die', 'riverdale']",time jump jug perfect 10 10 would die riverdale
no but i started watching riverdale after the time jump bc of toni but i actually don’t ship choni bc cheryl’s character feels so weird after the time jump?? #riverdale,False,en,0,0,2021-02-25 01:29:26,1364749310970134530,"['started', 'watching', 'riverdale', 'time', 'jump', 'bc', 'toni', 'actually', 'ship', 'choni', 'bc', 'cheryl', 'character', 'feels', 'weird', 'time', 'jump', 'riverdale']",started watching riverdale time jump bc toni actually ship choni bc cheryl character feels weird time jump riverdale
I love all of the time jump episodes so far. #Riverdale,False,en,2,0,2021-02-25 01:23:15,1364747756997328896,"['love', 'time', 'jump', 'episodes', 'far', 'riverdale']",love time jump episodes far riverdale
"Who else is loving Kevin in this time jump? 🙋🏼‍♀️ 
#Riverdale",False,en,3,0,2021-02-25 01:21:39,1364747352486146051,"['else', 'loving', 'kevin', 'time', 'jump', 'riverdale']",else loving kevin time jump riverdale
RT @myohmyjauregui: OK BUT THE FIT IS KINDA NICE THOUGH AND IM SO HAPPY SHES FINALLY GETTING TIME JUMP SCREENTIME 😍😍😍 #Riverdale #cherylblo…,False,en,0,1,2021-02-25 01:20:46,1364747129672118274,"['ok', 'fit', 'kinda', 'nice', 'though', 'im', 'happy', 'shes', 'finally', 'getting', 'time', 'jump', 'screentime', 'riverdale', 'cherylblo']",ok fit kinda nice though im happy shes finally getting time jump screentime riverdale cherylblo
OK BUT THE FIT IS KINDA NICE THOUGH AND IM SO HAPPY SHES FINALLY GETTING TIME JUMP SCREENTIME 😍😍😍 #Riverdale #cherylblossom https://t.co/UGSnhVqoUu,False,en,9,1,2021-02-25 01:17:08,1364746217721315334,"['ok', 'fit', 'kinda', 'nice', 'though', 'im', 'happy', 'shes', 'finally', 'getting', 'time', 'jump', 'screentime', 'riverdale', 'cherylblossom']",ok fit kinda nice though im happy shes finally getting time jump screentime riverdale cherylblossom
My favorite part of this time jump on @CW_Riverdale is that all of a sudden the 4 of them are qualified to teach out of nowhere. Who needs a 4 year degree? 🤷🏻‍♀️,False,en,1,0,2021-02-25 01:13:17,1364745249315250181,"['favorite', 'part', 'time', 'jump', 'sudden', '4', 'qualified', 'teach', 'nowhere', 'needs', '4', 'year', 'degree']",favorite part time jump sudden 4 qualified teach nowhere needs 4 year degree
@IRiverdale345 well after the time jump they had all@moved away but archie was in the military and got hurt so he called back to rvd and so he called the gang core four and now they are all back in town being teachers cuz hiram lodge has taken over the land and made riverdale non existent,False,en,0,0,2021-02-25 01:11:19,1364744751027785728,"['well', 'time', 'jump', 'away', 'archie', 'military', 'got', 'hurt', 'called', 'back', 'rvd', 'called', 'gang', 'core', 'four', 'back', 'town', 'teachers', 'cuz', 'hiram', 'lodge', 'taken', 'land', 'made', 'riverdale', 'non', 'existent']",well time jump away archie military got hurt called back rvd called gang core four back town teachers cuz hiram lodge taken land made riverdale non existent
