tweets,quote_status,language,favorite_count,retweet_count,time,id
@medicaldoctxr wgere i get my dayly laugh you were truly the sweetest thing also get my daily falice content,False,en,2,0,2021-02-20 00:25:16,1362921225417330692
@dioramick Not their hatred for Falice coming out again https://t.co/RusqElFPza,False,en,1,0,2021-02-19 23:56:01,1362913862278807552
choni and falice are the two best ships on riverdale there i said it,False,en,3,0,2021-02-19 23:54:42,1362913531251802114
@azalben do we get anything about Falice next week??,False,en,0,0,2021-02-19 23:29:49,1362907270233919488
@madchenamick You two are to much😂😂❤️❤️,False,en,0,0,2021-02-19 23:28:55,1362907045192630275
@Deckerstar_6666 Im Falice shipper 🏃🏻‍♀️,False,en,12,0,2021-02-19 23:02:39,1362900433149263878
@mad_ami19 The other ships wouldn’t be able to out-stand it....😶 so they decided we should suffer for being the best ship with the best chemistry.🤷🏽‍♀️it would definitely out do the shower scene .,False,en,0,0,2021-02-19 22:55:13,1362898561134960640
"@Miapaula19 @CWRiverdaleNew Truth be told, they ruined #Bughead . In my opinion. I really shipped them hard early on but then #Falice happened and we found out they shared a brother and then they all moved in together as a family and it just got so weird. I see them as sort of step siblings by proxy.",False,en,2,0,2021-02-19 21:45:02,1362880901273772038
@dioramick right? and then talking about falice as if they don’t look a billion times better than varchies story 😭,False,en,9,0,2021-02-19 20:13:27,1362857853522825219
"i loved loved loved this chapter so much!!! it was so beautiful 😍 the ending was amazing!! i cannot wait to read more!!! this is becoming one of my favorite falice stories, thank you for writing it!! @softfalice 😘 https://t.co/8ZnFwoIF8j",True,en,2,0,2021-02-19 20:08:00,1362856480752467969
Has anyone written any falice shower fics?? I need something to help me get over the fact that we could’ve had a sexi scene but the writers hate us:) https://t.co/wBBQqc3h06,True,en,3,0,2021-02-19 19:49:31,1362851830124994562
@AVane_g girl you’re so funny!!! I love your reactions videos! The way you freak out over Falice is a mood! I’m glad that we are talking more lately! 🥰❤️,False,en,2,0,2021-02-19 19:33:29,1362847795561058305
imagining what a scene with Falice in the shower would have been like https://t.co/JZBXYN4qHp,False,en,15,3,2021-02-19 19:28:26,1362846522723991554
how do you feel knowing that we could have potentially already seen falice’s last scene ever — i mean i really doubt that sk**t’s career is not going to completely flop and he won’t be back with his tail between his legs in the ne… https://t.co/xzNdqrt6aR,False,en,2,0,2021-02-19 19:09:59,1362841881743417345
@dioramick how’s falice doing?,False,en,24,0,2021-02-19 18:39:26,1362834192984383490
"RT @barchie_stan: rt if you wanna be mutuals👉🏻👈🏻👀 and stan any of these ships:
barchie
delena
klaroline
choni
bellarke
jiara
tony stark (ha…",False,en,0,6,2021-02-19 18:10:13,1362826841141121025
@barchiesdreams Honestly id replace veggie with falice,False,en,0,0,2021-02-19 15:57:27,1362793426861887493
"@PRiveerdale Bughead and choni

And young falice 😞",False,en,2,0,2021-02-19 15:57:06,1362793340668887043
Haven’t seen the falice scene in far to long plz someone post it,False,en,7,0,2021-02-19 15:51:12,1362791856967401478
