tweets,quote_status,language,favorite_count,retweet_count,time,id,neg,neu,pos,compound
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 19:15:26,1365742357405044736,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 19:07:48,1365740434933174272,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 19:06:56,1365740215235706880,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 19:06:02,1365739991549292554,0.0,0.828,0.172,0.5461
"@VanessaMorgan I have always loved Toni in Riverdale. But since the time jump I love her even more, she is not a woman to be messed with!  Its adorable that the baby bump Toni has was actually your real baby bump!",False,en,0,0,2021-02-27 19:05:34,1365739873991327752,0.05,0.704,0.246,0.8881
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 19:04:10,1365739518498865159,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 19:00:20,1365738556354830336,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 18:43:57,1365734434302029824,0.0,0.828,0.172,0.5461
As a compromise my boyfriend made me watch Riverdale tho 😝 only the 7 year time jump episodes tho..,False,en,0,0,2021-02-27 18:41:12,1365733739024814083,0.0,1.0,0.0,0.0
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 18:33:05,1365731699141804037,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 18:12:02,1365726401467400192,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 18:10:39,1365726052232781825,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 17:57:39,1365722782080897033,0.0,0.828,0.172,0.5461
Watch Riverdale Series Season 5 – “Reggie’s Time Jump” (HD) https://t.co/IZWfpMYhT4 https://t.co/l4zcNVV22V,False,en,0,0,2021-02-27 17:46:58,1365720093754327040,0.0,1.0,0.0,0.0
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 17:44:16,1365719411659857921,0.0,0.828,0.172,0.5461
"Riverdale Season 5 ""Reggie's Time Jump"" Featurette (HD) https://t.co/4IUKJeHFjb через @YouTube",False,und,0,0,2021-02-27 17:33:14,1365716635328401412,0.0,1.0,0.0,0.0
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 17:28:17,1365715389347475459,0.0,0.828,0.172,0.5461
"RT @tvpromosdb: Riverdale Season 5 ""Reggie's Time Jump"" Featurette (HD) https://t.co/ivsbRFfFoW",False,en,0,2,2021-02-27 17:25:00,1365714566215254016,0.0,1.0,0.0,0.0
"Riverdale Season 5 ""Reggie's Time Jump"" Featurette (HD) https://t.co/ivsbRFfFoW",False,en,0,2,2021-02-27 17:19:02,1365713061483409412,0.0,1.0,0.0,0.0
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 17:14:17,1365711866291437575,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 17:11:42,1365711215045931008,0.0,0.828,0.172,0.5461
"Since the start of #riverdale, I’ve always been team #varchie, yet now in the time jump I’m enjoying the recent batch of #barchie scenes. Am I rooting for someone else in the Archie Andrews love triangle? Find out on this week’s all new podcast! Out now: https://t.co/K8o3LI99d9 https://t.co/xsRnj1FTMt",False,en,7,0,2021-02-27 17:09:25,1365710643895169029,0.0,0.851,0.149,0.8356
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 17:04:35,1365709424317390848,0.0,0.828,0.172,0.5461
Riverdale | Time Jump | Charles Melton | The CW https://t.co/feLjEUjxa3 via @YouTube,False,en,0,0,2021-02-27 17:04:16,1365709345590288388,0.0,1.0,0.0,0.0
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 16:43:16,1365704060280700928,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 16:43:12,1365704043797098499,0.0,0.828,0.172,0.5461
"Dare I say it...since the time jump, Riverdale is getting better?",False,en,0,0,2021-02-27 16:35:27,1365702093064003584,0.0,0.756,0.244,0.4404
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 16:34:15,1365701792760270857,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 16:34:04,1365701748447449090,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 16:10:58,1365695931472093188,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 15:51:08,1365690942179713027,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 15:45:42,1365689574979158022,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 15:35:16,1365686947964989444,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 15:14:59,1365681845871005711,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 15:10:02,1365680600636620805,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 14:52:57,1365676297893130242,0.0,0.828,0.172,0.5461
@socasuallykruel literally like now they did a time jump ugh. KJ Apa even compared working in Riverdale as being in jail LMAO I-,False,en,1,0,2021-02-27 14:41:18,1365673366275915780,0.097,0.657,0.247,0.6523
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 14:39:04,1365672805920956416,0.0,0.828,0.172,0.5461
RT @bugheadaIe: we haven't even see adult bughead together really. i'm excited to see what their time jump relationship is like.,False,en,0,13,2021-02-27 14:31:04,1365670793846398977,0.0,0.786,0.214,0.6344
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 13:53:11,1365661256670191621,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 13:33:57,1365656419907891200,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 13:29:35,1365655320517828611,0.0,0.828,0.172,0.5461
"RT @OfSunshineFlowr: ○○○○ Isabelle Elisa ○○○○

○ Riverdale OC
  ○ Daughter Of Alice &amp; FP
○ 70's Enthusiast
  ○ Model Turned FBI Agent
○ Pre…",False,en,0,11,2021-02-27 13:11:44,1365650825692016640,0.0,0.884,0.116,0.3612
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 13:10:48,1365650592064966658,0.0,0.828,0.172,0.5461
RT @PopPrejudicePod: We’re doing a media round-up of our thoughts on all your faves!! Including the much anticipated and hilarious #Riverda…,False,en,0,1,2021-02-27 12:49:54,1365645333120827393,0.0,0.853,0.147,0.508
"We’re doing a media round-up of our thoughts on all your faves!! Including the much anticipated and hilarious #Riverdale time jump, and lots of #Zendaya :) Available on all streaming platforms in the link below https://t.co/ZGzrLuPEvT",False,en,1,1,2021-02-27 12:49:27,1365645220394786817,0.0,0.84,0.16,0.7418
"I'm giving yall early access because i think I'm queen 
https://t.co/O3j0hf7kc8",False,en,1,0,2021-02-27 12:37:08,1365642119877185537,0.0,0.789,0.211,0.34
"How can the story be that there is a time jump, the characters don’t speak for 5 years and when they all unite they are STILL fighting Hiram Lodge #Riverdale",False,en,0,0,2021-02-27 12:34:47,1365641526949330944,0.085,0.915,0.0,-0.3612
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 12:19:06,1365637580629409794,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 12:17:25,1365637156778213380,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 12:14:31,1365636428420554752,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 11:54:27,1365631376712638466,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 11:53:22,1365631107161538566,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 11:40:07,1365627772626960386,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 11:38:26,1365627349816008709,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 11:36:51,1365626947989086208,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 11:22:54,1365623439189491713,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 11:21:55,1365623190492487684,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 11:21:26,1365623071307034628,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 11:21:09,1365622996635815938,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 11:15:43,1365621632144871424,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 10:29:49,1365610079202910208,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 10:28:43,1365609801523355654,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 10:16:37,1365606758341742592,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 09:32:40,1365595696296960002,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 09:31:42,1365595453027418115,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 09:29:47,1365594973421248514,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 08:35:12,1365581235226034181,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 08:17:30,1365576779549667329,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 08:05:41,1365573807755440128,0.0,0.828,0.172,0.5461
"RT @_patersons: why are the riverdale writers so scared to let jughead and veronica interact, seriously? the time jump + barchie was the pe…",False,en,0,15,2021-02-27 08:02:00,1365572879270739968,0.206,0.794,0.0,-0.6642
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 07:36:43,1365566516914176002,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 07:34:49,1365566037874282496,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 07:30:21,1365564916845973505,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 07:26:43,1365564000675770372,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 07:25:28,1365563684894859265,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 07:11:49,1365560250229657600,0.0,0.828,0.172,0.5461
excited to announce i have finally reached the time jump episode of riverdale,False,en,0,0,2021-02-27 06:57:00,1365556522328162304,0.0,0.725,0.275,0.4215
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 06:31:22,1365550073413853186,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 06:29:27,1365549590506856450,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 06:11:52,1365545165910237184,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 05:54:28,1365540784594956289,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 05:49:13,1365539464710340611,0.0,0.828,0.172,0.5461
Ok I am LOVING #Riverdale lately. This time jump was the best thing to happen to the show in a long time.,False,en,0,0,2021-02-27 05:35:13,1365535943407509505,0.0,0.606,0.394,0.9008
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 05:25:22,1365533461587648512,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 05:07:56,1365529076820307969,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 04:39:18,1365521868258697223,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 04:27:45,1365518964730728448,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 04:25:51,1365518484852072449,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 04:22:00,1365517516311728128,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 04:12:08,1365515032222568453,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 04:06:22,1365513583229100032,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 04:00:41,1365512153319411718,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 03:30:35,1365504577978716161,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 03:24:18,1365502997032280068,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 03:12:47,1365500094854950919,0.0,0.828,0.172,0.5461
will I understand Riverdale new season if I only watched season 1 👀 ( I just like the time jump idea),False,en,5,0,2021-02-27 03:07:59,1365498890372456449,0.0,0.848,0.152,0.3612
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 02:48:02,1365493868037300227,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 02:48:01,1365493863662632962,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 02:47:22,1365493698742599683,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 02:45:43,1365493284139765760,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 02:44:23,1365492949627277312,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 02:35:08,1365490620287119360,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 02:21:24,1365487164662939649,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 02:17:57,1365486298903891968,0.0,0.828,0.172,0.5461
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 02:10:00,1365484298749493248,0.0,0.828,0.172,0.5461
(1/2) I wish time jump betty was a bad girl like young Alice.After being kidnapped she wouldn't wanna show other people her weekness than she'd hide behind sass and insulting other people just the avoid the truth.#Riverdale https://t.co/TGYOHJpKOL,False,en,1,0,2021-02-27 02:09:21,1365484132621570058,0.231,0.655,0.114,-0.6597
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,745,2021-02-27 01:53:30,1365480143674818562,0.0,0.828,0.172,0.5461
