tweets,quote_status,language,favorite_count,retweet_count,time,id,cleaned_tweets,neg,neu,pos
RT @santiagoswhore: @goldncory @WANDASVlSl0N @marspov choni and veronica and tabitha supremacy,False,en,0,1,2021-02-26 23:33:29,1365444906722844673,rt :    choni and veronica and tabitha supremacy,0.0,0.0,1.0
@goldncory @marspov @santiagoswhore YES THIS AND CHONI,False,en,0,0,2021-02-26 23:33:24,1365444887127162881,   yes this and choni,0.0,0.0,1.0
@goldncory @WANDASVlSl0N @marspov choni and veronica and tabitha supremacy,False,en,1,1,2021-02-26 23:33:16,1365444853505613825,   choni and veronica and tabitha supremacy,0.0,0.0,1.0
"RT @sweetchonis: the thought of a Choni wedding honestly brings me such peace, it would be so beautiful and they deserve it so much 🥺",False,en,0,5,2021-02-26 23:33:09,1365444823973560320,"rt : the thought of a choni wedding honestly brings me such peace, it would be so beautiful and they deserve it so much :pleading face:",0.043478260869565216,0.0,0.9565217391304348
@VanessaMorgan @madelainepetsch love the time jump sad that choni isn’t a thing 🥺😢😭 https://t.co/60elbynymy,False,en,1,0,2021-02-26 23:27:19,1365443355723890688,  love the time jump sad that choni isn’t a thing :pleading face::crying face::loudly crying face: ,0.09090909090909091,0.0,0.9090909090909091
@livetweetdisbih Choosing violence today I see 😤,False,en,2,0,2021-02-26 23:26:50,1365443234131042305, choosing violence today i see :face with steam from nose:,0.0,0.0,1.0
anyone else notice that in all these multi ship ship names choni is last. barCHONI varCHONI bugCHONI bugvarCHONI … — oh definitely lmaoo 💀 i’m tired of people using choni for clout &amp; to boost their straight ships it’s weird as he… https://t.co/q3Qt0kVbH6,False,en,0,0,2021-02-26 23:25:40,1365442939636350979,anyone else notice that in all these multi ship ship names choni is last. barchoni varchoni bugchoni bugvarchoni … — oh definitely lmaoo :skull: i’m tired of people using choni for clout &amp; to boost their straight ships it’s weird as he… ,0.0,0.0,1.0
@cherylstopaaz goodnight choni rain kiss 5x08 dreams bestie!! xxxx,False,en,1,0,2021-02-26 23:23:25,1365442376471351299, goodnight choni rain kiss 5x08 dreams bestie!! xxxx,0.125,0.0,0.875
okay but the last episode before break being choni-centric? it’s what we deserve https://t.co/qASThxNeUZ,False,en,3,0,2021-02-26 23:20:44,1365441699753852929,okay but the last episode before break being choni-centric? it’s what we deserve ,0.0,0.0,1.0
@ruestopaz goodnight choni rain kiss 5x08 warrior bestie,False,en,0,0,2021-02-26 23:19:32,1365441396782616577, goodnight choni rain kiss 5x08 warrior bestie,0.14285714285714285,0.0,0.8571428571428571
Choni being the main storyline in this espisode. Can march 17th hurry the hell up? https://t.co/V1thtyb3dA,False,en,3,0,2021-02-26 23:15:25,1365440360705495043,choni being the main storyline in this espisode. can march 17th hurry the hell up? ,0.0,0.0,1.0
RT @chonibIossom: madelaine posted choni art a few days ago i’m sure whatever minerva and cheryl have is short lived and got nothing on cho…,False,en,0,5,2021-02-26 23:15:23,1365440354925838337,rt : madelaine posted choni art a few days ago i’m sure whatever minerva and cheryl have is short lived and got nothing on cho…,0.0,0.041666666666666664,0.9583333333333334
RT @tcpazs: feel like we’re not getting a choni kiss before toni leaves https://t.co/NOWVyZVhFC,False,en,0,1,2021-02-26 23:12:40,1365439667823378433,rt : feel like we’re not getting a choni kiss before toni leaves ,0.08333333333333333,0.0,0.9166666666666666
"RT @chonicarrington: so in 5x08 we find out who the father(s) of tonis baby is/are, we see possible cheryl/minerva? kiss and we get some ki…",False,en,0,1,2021-02-26 23:10:32,1365439134534406149,"rt : so in 5x08 we find out who the father(s) of tonis baby is/are, we see possible cheryl/minerva? kiss and we get some ki…",0.0,0.0,1.0
@tonidaIe pushing for the choni rain kiss agenda since 2019 https://t.co/s04Q4l8hPP,False,en,2,0,2021-02-26 23:10:15,1365439062983778316, pushing for the choni rain kiss agenda since 2019 ,0.0,0.0,1.0
Choni wedding confirmed https://t.co/G6xX0tV4WZ,True,en,0,0,2021-02-26 23:07:47,1365438442532970502,choni wedding confirmed ,0.0,0.0,1.0
when choni crash their s6 wedding and get married too for the brittana parallel 😁 https://t.co/yLFTqdXEfo,True,en,5,0,2021-02-26 23:07:07,1365438272286175232,when choni crash their s6 wedding and get married too for the brittana parallel :beaming face with smiling eyes: ,0.0,0.0,1.0
@nayastopaz DONT WORRY IM MANIFESTING THE CHONI KISS just don’t wanna get my hopes up 🤠🤠🤠,False,en,0,0,2021-02-26 23:04:26,1365437597946961929, dont worry im manifesting the choni kiss just don’t wanna get my hopes up :cowboy hat face::cowboy hat face::cowboy hat face:,0.0,0.0,1.0
CHONI AND LITTLE MIX MY BRAND IM CRYING https://t.co/g0dwKZb4ax,True,en,1,0,2021-02-26 23:03:02,1365437246569123845,choni and little mix my brand im crying ,0.0,0.0,1.0
choni is truly in their making elaborate ass plans and grand gestures for one another instead of simply talking to each other because they’re both unhinged era huh 😭 https://t.co/XbSn2nhsmT,False,en,75,7,2021-02-26 22:59:04,1365436248278642688,choni is truly in their making elaborate ass plans and grand gestures for one another instead of simply talking to each other because they’re both unhinged era huh :loudly crying face: ,0.0,0.0,1.0
@ceefromthenorth I hope 🙏🙏🙏 Feels like a potential big episode for Choni and Barchie.,False,en,2,0,2021-02-26 22:58:53,1365436200685740033, i hope :folded hands::folded hands::folded hands: feels like a potential big episode for choni and barchie.,0.08333333333333333,0.0,0.9166666666666666
Isgt im not watching this show anymore if choni isn’t endgame😭 https://t.co/V4Tpzm3tdY,True,en,0,0,2021-02-26 22:58:38,1365436138807246848,isgt im not watching this show anymore if choni isn’t endgame:loudly crying face: ,0.0,0.0,1.0
choni rn https://t.co/cJb9R46VoS,True,en,0,0,2021-02-26 22:56:22,1365435566234419202,choni rn ,0.0,0.0,1.0
@toniblossoms No we want just Choni not anyone else duh,False,en,3,0,2021-02-26 22:56:14,1365435534928142339, no we want just choni not anyone else duh,0.0,0.0,1.0
RT @mgom_lp: So I think that Cheryl will have a fling with Minerva but Minerva will be using Cheryl so she can expose her for selling fakes…,True,en,0,2,2021-02-26 22:56:13,1365435528427024387,rt  lp: so i think that cheryl will have a fling with minerva but minerva will be using cheryl so she can expose her for selling fakes…,0.0,0.0,1.0
RT @robynchoni: i don’t think we’ve ever had a choni centric episode. THIS IS OUR TIME https://t.co/xv4eUb5z6j,False,en,0,3,2021-02-26 22:51:01,1365434220924047363,rt : i don’t think we’ve ever had a choni centric episode. this is our time ,0.0,0.0,1.0
I’m dead 😭💀so I was sitting with my cousin and she was talking I wasn’t really listening I just looked at her and said “I just saw choni first adult kiss in my head” she looked at my forehead and said “let’s see” LMAO,False,en,0,0,2021-02-26 22:48:42,1365433639048257536,i’m dead :loudly crying face::skull:so i was sitting with my cousin and she was talking i wasn’t really listening i just looked at her and said “i just saw choni first adult kiss in my head” she looked at my forehead and said “let’s see” lmao,0.0,0.0,1.0
RT @quotes439789218: @RiverdaleEPS @madelainepetsch @VanessaMorgan Don’t tell me heather will be back and noooooo choni @madelainepetsch @V…,False,en,0,2,2021-02-26 22:47:07,1365433241335975938,rt :    don’t tell me heather will be back and noooooo choni  …,0.0,0.0,1.0
RT @nayastopaz: S E X Y THATS RIGHT CHONI RAINKISS GONNA BE S E X Y,True,en,0,1,2021-02-26 22:44:56,1365432691152281601,rt : s e x y thats right choni rainkiss gonna be s e x y,0.0,0.0,1.0
wait why does everyone think it’s a choni centric episode in 5x08,False,en,10,0,2021-02-26 22:41:46,1365431891474661379,wait why does everyone think it’s a choni centric episode in 5x08,0.0,0.0,1.0
feel like we’re not getting a choni kiss before toni leaves https://t.co/NOWVyZVhFC,False,en,14,1,2021-02-26 22:41:42,1365431876148547585,feel like we’re not getting a choni kiss before toni leaves ,0.09090909090909091,0.0,0.9090909090909091
@cherylstopaaz using my saved accounts to vote for choni rainkiss,False,en,1,0,2021-02-26 22:41:22,1365431794049429506, using my saved accounts to vote for choni rainkiss,0.0,0.0,1.0
i think choni is cute but everytime i think of them i think of this girl who stanned them so hard and dyed her hair when toni did,False,en,3,0,2021-02-26 22:39:31,1365431328892735491,i think choni is cute but everytime i think of them i think of this girl who stanned them so hard and dyed her hair when toni did,0.0,0.0,1.0
choni are all of those things 😼 https://t.co/WtFc15vPue,True,en,9,0,2021-02-26 22:38:58,1365431187917963266,choni are all of those things :cat with wry smile: ,0.0,0.0,1.0
Do we think she will do Choni justice https://t.co/5xkWWiv9PC,True,en,1,0,2021-02-26 22:38:52,1365431163960057856,do we think she will do choni justice ,0.0,0.0,1.0
S E X Y THATS RIGHT CHONI RAINKISS GONNA BE S E X Y https://t.co/1ti4YkSz9Z,True,en,8,1,2021-02-26 22:38:36,1365431097937518594,s e x y thats right choni rainkiss gonna be s e x y ,0.0,0.0,1.0
choni *SWANGS JOING WEDDING https://t.co/zoaiEH1aiP,True,en,7,0,2021-02-26 22:38:35,1365431091893567489,choni *swangs joing wedding ,0.0,0.0,1.0
i think its time we all sit cheryl and toni down and force them to watch choni scenes on youtube and knock some sense into them remind them of WHAT THEY ARE PUSHING AWAY!!!!!!!,False,en,12,0,2021-02-26 22:38:06,1365430968648159234,i think its time we all sit cheryl and toni down and force them to watch choni scenes on youtube and knock some sense into them remind them of what they are pushing away!!!!!!!,0.0,0.0,1.0
choni rain kiss when 😁🤔,False,en,1,0,2021-02-26 22:36:21,1365430531803009028,choni rain kiss when :beaming face with smiling eyes::thinking face:,0.0,0.0,1.0
i really just hope that toni's screentime before vanessa leaves doesn't revolve completely around choni + surrogacy plot :// i have many fears right now,False,en,15,1,2021-02-26 22:32:15,1365429498053881856,i really just hope that toni's screentime before vanessa leaves doesn't revolve completely around choni + surrogacy plot :// i have many fears right now,0.0,0.0,1.0
thinking about the possible choni kiss in the rain 💭,False,en,5,2,2021-02-26 22:31:52,1365429402264367110,thinking about the possible choni kiss in the rain :thought balloon:,0.0,0.0,1.0
i have a choni edit i made from december should i post it besties,False,en,0,0,2021-02-26 22:31:15,1365429248308228101,i have a choni edit i made from december should i post it besties,0.0,0.0,1.0
WHAT ABOUT choni proposal episode 8 😼,False,en,11,0,2021-02-26 22:29:45,1365428870141386763,what about choni proposal episode 8 :cat with wry smile:,0.0,0.0,1.0
"RT @chonistyles: ""THE QUEEN OF CHAOS STRIKES AGAIN""
CHERYL BLOSSOM IS BACK !!!! https://t.co/iobO3I0CLF",False,en,0,10,2021-02-26 22:27:03,1365428191045709824,"rt : ""the queen of chaos strikes again""
cheryl blossom is back !!!! ",0.0,0.0,1.0
ok but we might actually get a choni love confession to rainkiss in episode 8 😼,False,en,15,0,2021-02-26 22:26:38,1365428083851988996,ok but we might actually get a choni love confession to rainkiss in episode 8 :cat with wry smile:,0.058823529411764705,0.0,0.9411764705882353
I keep saying I want a rain kiss. But if we actually get one? I WON’T KNOW HOW TO ACT. CHONI TWITTER WILL CRASH,False,en,44,7,2021-02-26 22:26:27,1365428037936947205,i keep saying i want a rain kiss. but if we actually get one? i won’t know how to act. choni twitter will crash,0.0,0.0,1.0
"choni rain kiss will be the biggest collapse ever 
https://t.co/fTorYVILui",False,en,69,7,2021-02-26 22:25:33,1365427812174209024,"choni rain kiss will be the biggest collapse ever 
",0.0,0.0,1.0
@Aneshareowl Yeah 🤘😍,False,en,1,0,2021-02-26 22:25:05,1365427696260546561, yeah :sign of the horns::smiling face with heart-eyes:,0.0,0.0,1.0
All I know is I'm strictly team choni. — Me tooooo https://t.co/bTbWBn1jdR,False,en,1,0,2021-02-26 22:24:53,1365427645631107073,all i know is i'm strictly team choni. — me tooooo ,0.0,0.0,1.0
RT @ruestopaz: when thunder rumbles while choni are arguing alone outside https://t.co/f9cu7Rjvzp,False,en,0,3,2021-02-26 22:23:05,1365427189534117888,rt : when thunder rumbles while choni are arguing alone outside ,0.0,0.0,1.0
RT @mylittlefaith: dream scenario is still choni get interrupted during an important talk in 508 and agree to meet somewhere later to finis…,False,en,0,2,2021-02-26 22:20:33,1365426555690876930,rt : dream scenario is still choni get interrupted during an important talk in 508 and agree to meet somewhere later to finis…,0.0,0.0,1.0
CHONI SO TRUE https://t.co/20GYoVGMU2,False,en,0,0,2021-02-26 22:19:56,1365426398324658177,choni so true ,0.0,0.0,1.0
when we get a choni kiss right before vanessa goes on maternity leave and then we’re left on a cliffhanger until after the hiatus https://t.co/BAZMIfBuHC,False,en,7,0,2021-02-26 22:18:38,1365426073329152002,when we get a choni kiss right before vanessa goes on maternity leave and then we’re left on a cliffhanger until after the hiatus ,0.0,0.0,1.0
@chonicarrington OK CHONI CENTRIC EP IS COMING 🙇‍♀️,False,en,0,0,2021-02-26 22:18:12,1365425964415672327, ok choni centric ep is coming :woman bowing:,0.0,0.0,1.0
discussing choni theories with irl who just agrees with everything i say but very passionately,False,en,5,0,2021-02-26 22:16:51,1365425624366645249,discussing choni theories with irl who just agrees with everything i say but very passionately,0.0,0.0,1.0
WAIT THERES GONNA BE A CHONI CENTRIC EP?  SOOOO TRUE,False,en,0,0,2021-02-26 22:15:45,1365425346187780099,wait theres gonna be a choni centric ep?  soooo true,0.0,0.0,1.0
when riverdale pulls a glee and has choni &amp; kangs have a joint wedding 🤩🤩🤩🤩,False,en,68,3,2021-02-26 22:14:08,1365424937683591169,when riverdale pulls a glee and has choni &amp; kangs have a joint wedding :star-struck::star-struck::star-struck::star-struck:,0.0,0.0,1.0
@robynchoni true but other people (*cough bhs cough*) think of it as choni centric because the het couples were barely in it,False,en,1,0,2021-02-26 22:14:02,1365424912454803458, true but other people (*cough bhs cough*) think of it as choni centric because the het couples were barely in it,0.0,0.0,1.0
RT @flirtytopaz: really thought we were going to get a choni kiss by 5x08 https://t.co/x1i77UPG94,False,en,0,5,2021-02-26 22:13:26,1365424764769157130,rt : really thought we were going to get a choni kiss by 5x08 ,0.0,0.0,1.0
CHONI CENTRIC EP IM SO READY,False,en,3,0,2021-02-26 22:13:10,1365424693738676234,choni centric ep im so ready,0.0,0.0,1.0
where y’all get this choni centric confirmation from just setting yourselves up for disappointment,False,en,4,0,2021-02-26 22:12:23,1365424500486131722,where y’all get this choni centric confirmation from just setting yourselves up for disappointment,0.0,0.0,1.0
"RT @adoreschoni: i genuinely think that synopsis confirmed we're getting a choni love confession, here's how we still can win:",False,en,0,1,2021-02-26 22:12:23,1365424499814973452,"rt : i genuinely think that synopsis confirmed we're getting a choni love confession, here's how we still can win:",0.05555555555555555,0.0,0.9444444444444444
@robynchoni the closest we got was 3x12 but even that wasn’t really “choni centric” they were just one of the bigger plots,False,en,2,0,2021-02-26 22:12:18,1365424479330045959, the closest we got was 3x12 but even that wasn’t really “choni centric” they were just one of the bigger plots,0.0,0.0,1.0
"So I think that Cheryl will have a fling with Minerva but Minerva will be using Cheryl so she can expose her for selling fakes, I think she’ll find out that Jason’s painting is a fake &amp; when she exposes Cheryl she’ll go to jail &amp;that will explain Mads photos on a jumpsuit #choni https://t.co/snL91aqetU",True,en,4,2,2021-02-26 22:11:40,1365424319434792964,"so i think that cheryl will have a fling with minerva but minerva will be using cheryl so she can expose her for selling fakes, i think she’ll find out that jason’s painting is a fake &amp; when she exposes cheryl she’ll go to jail &amp;that will explain mads photos on a jumpsuit choni ",0.018518518518518517,0.0,0.9814814814814815
i don’t think we’ve ever had a choni centric episode. THIS IS OUR TIME https://t.co/xv4eUb5z6j,False,en,21,3,2021-02-26 22:11:18,1365424227856351232,i don’t think we’ve ever had a choni centric episode. this is our time ,0.0,0.0,1.0
"so in 5x08 we find out who the father(s) of tonis baby is/are, we see possible cheryl/minerva? kiss and we get some kind of choni based storyline? GIMME IT NOW GIMME IT NOW",False,en,31,1,2021-02-26 22:11:07,1365424180544602112,"so in 5x08 we find out who the father(s) of tonis baby is/are, we see possible cheryl/minerva? kiss and we get some kind of choni based storyline? gimme it now gimme it now",0.0,0.0,1.0
A CHONI CENTRIC EPISODE THOUGH OMG WTF IS HAPPENING!!!!,False,en,1,0,2021-02-26 22:10:37,1365424052639301638,a choni centric episode though omg wtf is happening!!!!,0.0,0.0,1.0
@chonibIossom Shut up I don’t believe in this choni is a true and to infinity!!!!!!!!!!!!!!!!!,False,en,0,0,2021-02-26 22:10:01,1365423903183679490, shut up i don’t believe in this choni is a true and to infinity!!!!!!!!!!!!!!!!!,0.0,0.0,1.0
5x08 bring a Choni-centric episode is what we love to see 😌 https://t.co/YshMYDV4ob,False,en,0,0,2021-02-26 22:09:12,1365423697012682755,5x08 bring a choni-centric episode is what we love to see :relieved face: ,0.09090909090909091,0.0,0.9090909090909091
RT @ttabitha_tate: @madeIainesz and i could see minerva purposefully switching stuff so choni don’t get each other and she gets cheryl inst…,False,en,0,1,2021-02-26 22:08:56,1365423628620230657,rt  tate:  and i could see minerva purposefully switching stuff so choni don’t get each other and she gets cheryl inst…,0.0,0.0,1.0
it’s so cute how supportive Bernadette is about Toni &amp; choni https://t.co/SAyMJcsZRH,False,en,13,0,2021-02-26 22:08:34,1365423538375688194,it’s so cute how supportive bernadette is about toni &amp; choni ,0.0,0.0,1.0
"why you don’t change your @ already? I mean, you seen to be pretty over with rvd/choni/the fandom, like i not try… — cause im not gonna actually change my @ to damiesdamie tf fjskdk idk what i would even change it to. i just feel … https://t.co/lt3mYqTHUC",False,en,0,0,2021-02-26 22:08:06,1365423420431863811,"why you don’t change your @ already? i mean, you seen to be pretty over with rvd/choni/the fandom, like i not try… — cause im not gonna actually change my @ to damiesdamie tf fjskdk idk what i would even change it to. i just feel … ",0.02127659574468085,0.0,0.9787234042553191
quick I need a writer or someone to confirm Choni rainkiss!,False,en,3,0,2021-02-26 22:08:04,1365423413486104577,quick i need a writer or someone to confirm choni rainkiss!,0.0,0.0,1.0
It's gonna be a long road before we see Choni kiss again 🥺,False,en,2,0,2021-02-26 22:07:40,1365423311920988162,it's gonna be a long road before we see choni kiss again :pleading face:,0.0,0.0,1.0
@madeIainesz and i could see minerva purposefully switching stuff so choni don’t get each other and she gets cheryl instead,False,en,4,1,2021-02-26 22:07:32,1365423279033487360, and i could see minerva purposefully switching stuff so choni don’t get each other and she gets cheryl instead,0.0,0.0,1.0
when thunder rumbles while choni are arguing alone outside https://t.co/f9cu7Rjvzp,False,en,22,3,2021-02-26 22:07:06,1365423170711388160,when thunder rumbles while choni are arguing alone outside ,0.0,0.0,1.0
We as the choni fandom can all mutually agree that Cheryls gonna have a terrible plan,False,en,1,0,2021-02-26 22:05:53,1365422862773997569,we as the choni fandom can all mutually agree that cheryls gonna have a terrible plan,0.0,0.0,1.0
"CHONI CENTRIC EPISODE , THIS TRULY IS MY BABIES SEASON🥺🥺🥺",False,en,69,3,2021-02-26 22:04:25,1365422494786674693,"choni centric episode , this truly is my babies season:pleading face::pleading face::pleading face:",0.0,0.0,1.0
when cheronica get paired up first at the key party and I get my small crumbs before choni get back together.......,False,en,2,0,2021-02-26 22:03:47,1365422334870388737,when cheronica get paired up first at the key party and i get my small crumbs before choni get back together.......,0.0,0.047619047619047616,0.9523809523809523
"RT @tonistopazz: i’m all for choni angst but toni has the purest heart and soul in the world and i hate seeing her upset, especially over s…",False,en,0,5,2021-02-26 22:03:40,1365422303639724038,"rt : i’m all for choni angst but toni has the purest heart and soul in the world and i hate seeing her upset, especially over s…",0.0,0.038461538461538464,0.9615384615384616
fuck do i watch s5 of riverd*le for choni or do i just watch their clips on youtube and not give them the stream,False,en,1,0,2021-02-26 22:02:13,1365421940253593602,fuck do i watch s5 of riverd*le for choni or do i just watch their clips on youtube and not give them the stream,0.0,0.0,1.0
anyway choni love confession and rainkiss episode 8 🧘🏻‍♀️🧘🏻‍♀️🧘🏻‍♀️,False,en,15,0,2021-02-26 22:01:41,1365421804362338308,anyway choni love confession and rainkiss episode 8 :woman in lotus position light skin tone::woman in lotus position light skin tone::woman in lotus position light skin tone:,0.043478260869565216,0.0,0.9565217391304348
But choni so true,False,en,0,0,2021-02-26 22:00:58,1365421624606998528,but choni so true,0.0,0.0,1.0
@chonirubies @julidg you will be so happy with Choni being the main storyline and can’t wait for your reaction there are always the most entertaining and relatable,False,en,1,0,2021-02-26 22:00:31,1365421514116497409,  you will be so happy with choni being the main storyline and can’t wait for your reaction there are always the most entertaining and relatable,0.04,0.0,0.96
"i genuinely think that synopsis confirmed we're getting a choni love confession, here's how we still can win:",False,en,33,1,2021-02-26 22:00:01,1365421387519844359,"i genuinely think that synopsis confirmed we're getting a choni love confession, here's how we still can win:",0.058823529411764705,0.0,0.9411764705882353
"THIS IS CHONI'S SEASON
https://t.co/WJZaLcWma3",False,en,87,11,2021-02-26 21:59:24,1365421229952409602,"this is choni's season
",0.0,0.0,1.0
CHONI CENTRIC EP THANK YOU LORD,False,en,4,0,2021-02-26 21:58:17,1365420952042033163,choni centric ep thank you lord,0.0,0.0,1.0
Rachel Talalay directed the episode? And I’m getting both Barchie and Choni on march 17??? AAAAAAA https://t.co/eq3rO8Fc41,False,en,201,30,2021-02-26 21:58:12,1365420927505358848,rachel talalay directed the episode? and i’m getting both barchie and choni on march 17??? aaaaaaa ,0.0,0.0,1.0
RT @demisfavdish: a choni centric episode THATS ALL I CARE ABOUT the others can...yk😌 https://t.co/JFJ7KU8Ceu,False,en,0,1,2021-02-26 21:56:45,1365420564974874630,rt : a choni centric episode thats all i care about the others can...yk:relieved face: ,0.0,0.0,1.0
a choni centric episode THATS ALL I CARE ABOUT the others can...yk😌 https://t.co/JFJ7KU8Ceu,False,en,1,1,2021-02-26 21:56:35,1365420520515252226,a choni centric episode thats all i care about the others can...yk:relieved face: ,0.0,0.0,1.0
"@KathyyNicolee I can see that. I guess it’s the fact that I’d rather see her out of this “curse” storyline. It’s dictating her life and when she seems to be physically and mentally coming out of it, I don’t want to see that with someone else. But that’s just me being selfish and wanting Choni",False,en,0,0,2021-02-26 21:55:27,1365420238548926464," i can see that. i guess it’s the fact that i’d rather see her out of this “curse” storyline. it’s dictating her life and when she seems to be physically and mentally coming out of it, i don’t want to see that with someone else. but that’s just me being selfish and wanting choni",0.0,0.0,1.0
CHONI CRUMBS ?? https://t.co/D3w2m1xQQN,False,en,0,0,2021-02-26 21:55:22,1365420217262870529,choni crumbs ?? ,0.0,0.0,1.0
@RiverdaleEPS @madelainepetsch @VanessaMorgan Don’t tell me heather will be back and noooooo choni @madelainepetsch @VanessaMorgan https://t.co/eOaTgab6s3,False,en,4,2,2021-02-26 21:55:06,1365420151173185547,   don’t tell me heather will be back and noooooo choni   ,0.0,0.0,1.0
A CHONI CENTRIC EPISODE WINNING https://t.co/SFbl2kQCgy,False,en,56,8,2021-02-26 21:54:35,1365420020390633474,a choni centric episode winning ,0.0,0.0,1.0
choni rain kiss right 😂😂 https://t.co/6dKbqnaGeU,False,en,11,0,2021-02-26 21:54:35,1365420017341194243,choni rain kiss right :face with tears of joy::face with tears of joy: ,0.0,0.0,1.0
@azalben @decider And good choni scenes coming soon 🙃,False,en,0,0,2021-02-26 21:53:06,1365419644450971649,  and good choni scenes coming soon :upside-down face:,0.16666666666666666,0.0,0.8333333333333334
CHONI CENTERED EPISODE THIS IS ALL I EVER ASKED FOR https://t.co/2BIIkNRYLR,False,en,0,0,2021-02-26 21:53:04,1365419638822166528,choni centered episode this is all i ever asked for ,0.0,0.0,1.0
5x08 being choni centered but also being the episode we find out what the deal is with the father and probably close to vanessa’s last episode is kind of making me worried...,False,en,0,0,2021-02-26 21:53:01,1365419622971891720,5x08 being choni centered but also being the episode we find out what the deal is with the father and probably close to vanessa’s last episode is kind of making me worried...,0.0,0.03125,0.96875
🕯PLS CAN 5x08 BE A CHONI CENTERED EPISODE 🕯,False,en,7,0,2021-02-26 21:52:00,1365419367660474369,:candle:pls can 5x08 be a choni centered episode :candle:,0.0,0.0,1.0
5x08 IS A CHONI CENTERED EPISODE IS THIS WHAT HEAVEN FEELS LIKE https://t.co/GHF84U05kw,False,en,88,5,2021-02-26 21:51:21,1365419204795654149,5x08 is a choni centered episode is this what heaven feels like ,0.08333333333333333,0.0,0.9166666666666666
choni a plot let's gooooooooo,False,en,4,0,2021-02-26 21:50:38,1365419023618433024,choni a plot let's gooooooooo,0.0,0.0,1.0
"5x08 written by the same writer that wrote 3x18 and 4x07, two of my favorite choni episodes? a win. also wrote 2x06, a great ep and 2x18, which had some good choni before it was cut to pieces 😌",False,en,44,5,2021-02-26 21:50:30,1365418991771074561,"5x08 written by the same writer that wrote 3x18 and 4x07, two of my favorite choni episodes? a win. also wrote 2x06, a great ep and 2x18, which had some good choni before it was cut to pieces :relieved face:",0.07894736842105263,0.0,0.9210526315789473
ITS LITERALLY A CHONI CENTERED EPISODE WHAT THE HELL,False,en,7,1,2021-02-26 21:50:07,1365418895931297793,its literally a choni centered episode what the hell,0.0,0.0,1.0
"5x08 is Choni centric, though!!",False,en,1,0,2021-02-26 21:50:06,1365418892978446336,"5x08 is choni centric, though!!",0.0,0.0,1.0
CHONI ARE THE MAIN STORYLINE FOR 5X08 https://t.co/BniRoAmhOD,False,en,281,36,2021-02-26 21:49:25,1365418718101143552,choni are the main storyline for 5x08 ,0.0,0.0,1.0
"choni is my favorite ship and i’m weary of the role minerva will play (bad/manipulative/etc) but no matter how this all plays out, there better not be any hate towards adeline",False,en,0,0,2021-02-26 21:47:36,1365418262817878023,"choni is my favorite ship and i’m weary of the role minerva will play (bad/manipulative/etc) but no matter how this all plays out, there better not be any hate towards adeline",0.08108108108108107,0.16216216216216214,0.7567567567567568
"RT @journalsgui: he really coming, he changed his icon and header

JUSTICE IS COMING https://t.co/Gbq2DWvETv",False,en,0,1,2021-02-26 21:40:53,1365416570386841605,"rt : he really coming, he changed his icon and header

justice is coming ",0.0,0.0,1.0
RT @sapphicvanessa: HOLY HELL CHONI X MONEY MACHINE MY RIGHTS https://t.co/KHlMwAHKWz,False,en,0,2,2021-02-26 21:31:13,1365414140228034562,rt : holy hell choni x money machine my rights ,0.0,0.0,1.0
RT @toniblossoms: adult choni are so hot i cant deal  https://t.co/rKgnXhiFqp,False,en,0,4,2021-02-26 21:30:20,1365413917997031424,rt : adult choni are so hot i cant deal  ,0.1111111111111111,0.0,0.8888888888888888
"RT @chonigif: ""You're playing a very dangerous game, Topaz.""
[5x06] #riverdale #choni https://t.co/ybVxmeM6U9",False,en,0,146,2021-02-26 21:29:29,1365413702514733058,"rt : ""you're playing a very dangerous game, topaz.""
[5x06] riverdale choni ",0.0,0.0,1.0
@alwaysdislove I only watch riverdale cause of choni,False,en,3,0,2021-02-26 21:28:50,1365413539192528900, i only watch riverdale cause of choni,0.0,0.0,1.0
@robynchoni I don’t think she’s going to open up to her tho-,False,en,3,0,2021-02-26 21:28:11,1365413376525017094, i don’t think she’s going to open up to her tho-,0.0,0.0,1.0
"the roles have been reversed 👀
[2x16 - 5x07] #riverdale #choni @VanessaMorgan @madelainepetsch https://t.co/0YiSaS3YUH",False,en,391,55,2021-02-26 21:22:55,1365412050718056449,"the roles have been reversed :eyes:
[2x16 - 5x07] riverdale choni   ",0.0,0.0,1.0
@madelainepetsch hey Madeleine thanks to choni i became aware of my sexuality and although i don't dare to come out i am still sooo happy❤️❤️❤️,False,en,0,0,2021-02-26 21:21:09,1365411606583197709, hey madeleine thanks to choni i became aware of my sexuality and although i don't dare to come out i am still sooo happy:red heart::red heart::red heart:,0.0,0.0,1.0
i’m deeply in my choni feels https://t.co/fajbGKGuSc,False,en,60,6,2021-02-26 21:18:18,1365410890066128897,i’m deeply in my choni feels ,0.0,0.0,1.0
i’m sorry but choni in 3a was an absolute mess i actually cannot believe we used to live like this.. https://t.co/qlKr0a2shk,False,en,26,0,2021-02-26 21:17:58,1365410803017523205,i’m sorry but choni in 3a was an absolute mess i actually cannot believe we used to live like this.. ,0.05,0.0,0.95
@dopeexbri i have to choose between....camren and Choni?,False,en,0,0,2021-02-26 21:17:08,1365410595076505602, i have to choose between....camren and choni?,0.0,0.14285714285714285,0.8571428571428571
