tweets,quote_status,language,favorite_count,retweet_count,time,id,cleaned_tweets,neg,neu,pos
"RT @chonigif: the roles have been reversed 👀
[2x16 - 5x07] #riverdale #choni @VanessaMorgan @madelainepetsch https://t.co/0YiSaS3YUH",False,en,0,55,2021-02-27 05:07:08,1365528872494727173,"rt : the roles have been reversed :eyes:
[2x16 - 5x07] riverdale choni   ",0.0,0.0,1.0
RT @BarchieUpdates: Rachel Talalay directed the episode? And I’m getting both Barchie and Choni on march 17??? AAAAAAA https://t.co/eq3rO8F…,False,en,0,30,2021-02-27 04:58:47,1365526773782302722,rt : rachel talalay directed the episode? and i’m getting both barchie and choni on march 17??? aaaaaaa ,0.0,0.0,1.0
Stop. Shipping. Cheryl. With. Men. She. Is. A. Lesbian. https://t.co/XlVGAywHlm,False,en,5,1,2021-02-27 04:57:21,1365526410257907713,stop. shipping. cheryl. with. men. she. is. a. lesbian. ,0.0,0.0,1.0
RT @chonistyles: CHONI ARE THE MAIN STORYLINE FOR 5X08 https://t.co/BniRoAmhOD,False,en,0,36,2021-02-27 04:55:52,1365526040425205762,rt : choni are the main storyline for 5x08 ,0.0,0.0,1.0
RT @tcpazs: barchie and choni besties,True,en,0,3,2021-02-27 04:40:44,1365522231158333440,rt : barchie and choni besties,0.0,0.0,1.0
I’m gonna build choni a cute city apartment in the sims I think,False,en,0,0,2021-02-27 04:28:20,1365519111401443329,i’m gonna build choni a cute city apartment in the sims i think,0.0,0.0,1.0
if choni don’t end up together by the end of this season i’ll riot,False,en,1,0,2021-02-27 04:25:35,1365518417755844611,if choni don’t end up together by the end of this season i’ll riot,0.07142857142857142,0.0,0.9285714285714286
RT @tonistopazz: when riverdale pulls a glee and has choni &amp; kangs have a joint wedding 🤩🤩🤩🤩,False,en,0,3,2021-02-27 04:25:01,1365518276273582080,rt : when riverdale pulls a glee and has choni &amp; kangs have a joint wedding :star-struck::star-struck::star-struck::star-struck:,0.0,0.0,1.0
@choni_wayhaught Didn’t she film ahead?,False,en,0,0,2021-02-27 04:17:36,1365516406645796866, wayhaught didn’t she film ahead?,0.0,0.0,1.0
"RT @vancssamorgan: you don’t understand i NEED choni to do this 
https://t.co/TjzauF2KnN",False,en,0,7,2021-02-27 04:16:24,1365516106559971328,"rt : you don’t understand i need choni to do this 
",0.0,0.0,1.0
RT @fran_topaz: I keep saying I want a rain kiss. But if we actually get one? I WON’T KNOW HOW TO ACT. CHONI TWITTER WILL CRASH,False,en,0,7,2021-02-27 04:10:03,1365514510191054851,rt  topaz: i keep saying i want a rain kiss. but if we actually get one? i won’t know how to act. choni twitter will crash,0.0,0.0,1.0
RT @toniblossoms: A CHONI CENTRIC EPISODE WINNING https://t.co/SFbl2kQCgy,False,en,0,8,2021-02-27 04:08:35,1365514140345798656,rt : a choni centric episode winning ,0.0,0.0,1.0
RT @tcpazs: choni rain kiss 🌧,False,en,0,1,2021-02-27 04:01:47,1365512426402107395,rt : choni rain kiss :cloud with rain:,0.0,0.0,1.0
Cheryl and Minerva endgame!!! — Choni endgame sorry  https://t.co/GaVP8OSZ02,False,en,1,0,2021-02-27 03:58:35,1365511622513618944,cheryl and minerva endgame!!! — choni endgame sorry  ,0.25,0.0,0.75
RT @topazgotjuice: i don’t even know who this is but it is very beautiful... choni when? https://t.co/0NcnXAR6n4,False,en,0,17,2021-02-27 03:57:21,1365511314462953475,rt : i don’t even know who this is but it is very beautiful... choni when? ,0.06666666666666667,0.0,0.9333333333333333
RT @chonistyles: ANYWAYS MADELAINE AND VANESSA ARE THE CAPTAINS OF THE CHONI SHIP AND WOULD FIGHT FOR THEM https://t.co/JRE3TdRo3T,False,en,0,25,2021-02-27 03:57:14,1365511281579589634,rt : anyways madelaine and vanessa are the captains of the choni ship and would fight for them ,0.0,0.0,1.0
choni rain kiss 🌧,False,en,14,1,2021-02-27 03:56:24,1365511073936248837,choni rain kiss :cloud with rain:,0.0,0.0,1.0
"RT @jnkcottriII: ""i'm pretty.. somewhat, i'm famous.. as fuck"" -billie eilish
BITCH YOU'RE THE PRETTIEST HUMAN EVER 😭😭😭",False,en,0,178,2021-02-27 03:17:18,1365501234908721154,"rt : ""i'm pretty.. somewhat, i'm famous.. as fuck"" -billie eilish
bitch you're the prettiest human ever :loudly crying face::loudly crying face::loudly crying face:",0.0,0.0,1.0
RT @larrayxo: billie eilish deserves the world,False,en,0,3100,2021-02-27 03:16:42,1365501082370203650,rt : billie eilish deserves the world,0.0,0.0,1.0
@RiverdaleEPS @madelainepetsch @VanessaMorgan AAHHHHHH CHONI FOREVERRRRR,False,en,0,0,2021-02-27 03:16:32,1365501041085734926,   aahhhhhh choni foreverrrrr,0.0,0.0,1.0
Has the choni rain kiss been approved 🤔,False,en,0,0,2021-02-27 03:10:48,1365499596768759811,has the choni rain kiss been approved :thinking face:,0.0,0.0,1.0
RT @Haught_Toddy: what if nicole did body swap with champ and waverly is trying to resist this version of her fiancé bc she knows it’s not…,False,en,0,9,2021-02-27 03:04:41,1365498060386754562,rt  toddy: what if nicole did body swap with champ and waverly is trying to resist this version of her fiancé bc she knows it’s not…,0.0,0.0,1.0
RT @dovesonlyfans: OH HELL NAHHH BABYYYYY THIS AINT FINNA WORK,True,en,0,1,2021-02-27 03:04:27,1365497998122303491,rt : oh hell nahhh babyyyyy this aint finna work,0.0,0.0,1.0
RT @earptheorist: Me if a network doesn’t pick Wynonna Earp up for a 5th season! #WynonnaEarp #BringWynonnaHome https://t.co/S79eR4XueM,False,en,0,10,2021-02-27 02:52:59,1365495113145856001,rt : me if a network doesn’t pick wynonna earp up for a 5th season! wynonnaearp bringwynonnahome ,0.0,0.0,1.0
"RT @whyislukemylife: when at the key party archie pulls veronica's key which parallels when the bottle landed on v in the pilot, but in the…",False,en,0,36,2021-02-27 02:52:31,1365494997882183682,"rt : when at the key party archie pulls veronica's key which parallels when the bottle landed on v in the pilot, but in the…",0.0,0.0,1.0
"RT @sweetchonis: IF there HAS to be a key party, one somehow organised by Cheryl (an almost parallel to her “in the mood for chaos” Thornhi…",False,en,0,2,2021-02-27 02:51:55,1365494844605538306,"rt : if there has to be a key party, one somehow organised by cheryl (an almost parallel to her “in the mood for chaos” thornhi…",0.0,0.0,1.0
"Here's to Ronnie, and Archie, and Betty, and Jughead, and Choni, and Reggie AND MEEEEEEEEEEEEEEEE",False,en,33,0,2021-02-27 02:43:05,1365492621825687554,"here's to ronnie, and archie, and betty, and jughead, and choni, and reggie and meeeeeeeeeeeeeeee",0.0,0.0,1.0
"barchie, choni, and tabitha/jughead are kinda sexy",False,en,0,0,2021-02-27 02:40:57,1365492086976491522,"barchie, choni, and tabitha/jughead are kinda sexy",0.14285714285714285,0.0,0.8571428571428571
"When people say that Toni deserves better than Cheryl don’t understand Cheryl
They’re perfect for each other",False,en,1,0,2021-02-27 02:40:04,1365491862577029130,"when people say that toni deserves better than cheryl don’t understand cheryl
they’re perfect for each other",0.058823529411764705,0.0,0.9411764705882353
RT @sweetchonis: Cheryl (Madelaine Petsch) sets a risky plan in motion after learning some surprising news about Toni (Vanessa Morgan). htt…,False,en,0,3,2021-02-27 02:23:41,1365487742298316811,rt : cheryl (madelaine petsch) sets a risky plan in motion after learning some surprising news about toni (vanessa morgan). htt…,0.0,0.0,1.0
RT @saintopacio: vote choni and tabitharonnie BUT choni is the main priority,True,en,0,1,2021-02-27 02:17:52,1365486275004891140,rt : vote choni and tabitharonnie but choni is the main priority,0.0,0.0,1.0
RT @choniwillows: choni - money machine https://t.co/h4OHza0rPg,False,en,0,8,2021-02-27 02:17:18,1365486134898216960,rt : choni - money machine ,0.0,0.0,1.0
"RT @chonirubies: choni love confession like this when
 https://t.co/bhIFW60RPe",False,en,0,15,2021-02-27 02:14:47,1365485501499645954,"rt : choni love confession like this when
 ",0.2857142857142857,0.0,0.7142857142857143
RT @sydthekid41319: This is about the finale of goodwitch and I’m intrigued?,True,en,0,1,2021-02-27 02:14:30,1365485431064846338,rt : this is about the finale of goodwitch and i’m intrigued?,0.09090909090909091,0.0,0.9090909090909091
@robynchoni Especially when they’re starting to give extended breaks between episodes and seasons,False,en,0,0,2021-02-27 02:12:09,1365484839810514945, especially when they’re starting to give extended breaks between episodes and seasons,0.0,0.0,1.0
@BlossomFenix It stems from the fact that Vanessa went on maternity leave after 508 so people think that’s the reason she’s gonna disappear,False,en,0,0,2021-02-27 02:11:36,1365484700714860553, it stems from the fact that vanessa went on maternity leave after 508 so people think that’s the reason she’s gonna disappear,0.0,0.0,1.0
RT @BlossomFenix: @sweetchonis New choni bed scene manifesting,False,en,0,1,2021-02-27 02:10:47,1365484494355070976,rt :  new choni bed scene manifesting,0.0,0.0,1.0
RT @sweetchonis: they wouldn’t put all that work into a set not to utilise it 👀,False,en,0,1,2021-02-27 02:10:44,1365484482975969282,rt : they wouldn’t put all that work into a set not to utilise it :eyes:,0.0,0.0,1.0
RT @topazgotjuice: i’m nervous about cheryl’s plan 😅 when do plans ever go smoothly in dramas?? someone gonna get hurt,False,en,0,3,2021-02-27 02:10:37,1365484452693086209,rt : i’m nervous about cheryl’s plan :grinning face with sweat: when do plans ever go smoothly in dramas?? someone gonna get hurt,0.0,0.0,1.0
RT @ruephoriia: OKAY so what if cheryl finds out about the surrogacy before everyone else and then organizes this celebration for toni and…,False,en,0,4,2021-02-27 02:10:08,1365484328852086785,rt : okay so what if cheryl finds out about the surrogacy before everyone else and then organizes this celebration for toni and…,0.0,0.0,1.0
i want choni stans to follow me hello?!?!? #tonidale #chonidale where y’all at,False,en,1,0,2021-02-27 02:09:37,1365484201680723968,i want choni stans to follow me hello?!?!? tonidale chonidale where y’all at,0.0,0.0,1.0
"RT @sapphicvanessa: WAIT what if mads didn’t mean WHO she’s kissing, rather WHY she’s kissing someone. 5x08 is supposedly a key party so ma…",False,en,0,5,2021-02-27 02:09:23,1365484140443926533,"rt : wait what if mads didn’t mean who she’s kissing, rather why she’s kissing someone. 5x08 is supposedly a key party so ma…",0.0,0.0,1.0
@tonidaIe @choni_wayhaught why 5x8 :ooo,False,en,0,0,2021-02-27 02:08:55,1365484023749951488,  wayhaught why 5x8 :ooo,0.0,0.0,1.0
vote choni and tabitharonnie BUT choni is the main priority https://t.co/ClgLbCZuDI,True,en,1,1,2021-02-27 02:08:48,1365483994234593280,vote choni and tabitharonnie but choni is the main priority ,0.0,0.0,1.0
barchie and choni besties https://t.co/OFCZbPtOss,True,en,10,3,2021-02-27 02:02:02,1365482293515620354,barchie and choni besties ,0.0,0.0,1.0
WAIT if this is 507 RAIN-KISS 508 REUNION makeup I’m here for it https://t.co/tADLRrUs90,True,en,1,0,2021-02-27 02:02:00,1365482284497960962,wait if this is 507 rain-kiss 508 reunion makeup i’m here for it ,0.0,0.0,1.0
RT @wynskellen: I might get canceled for this but... stetson with hair down is superior to the French braid #WynonnaEarp #BringWynonnaHome…,False,en,0,98,2021-02-27 02:00:48,1365481982575190019,rt : i might get canceled for this but... stetson with hair down is superior to the french braid wynonnaearp bringwynonnahome…,0.0,0.05,0.95
RT @chxrylpetsch: please don’t be in love with someone else https://t.co/BQIRUj7QbD,False,en,0,70,2021-02-27 02:00:19,1365481861389176832,rt : please don’t be in love with someone else ,0.1111111111111111,0.0,0.8888888888888888
@chonicarrington Pplzzzzzzz,False,en,1,0,2021-02-27 01:59:36,1365481681021468674, pplzzzzzzz,0.0,0.0,1.0
RT @chonicarrington: anyway choni sex scene in here when https://t.co/1Ceyeg9WsX,False,en,0,8,2021-02-27 01:59:15,1365481590227423237,rt : anyway choni sex scene in here when ,0.0,0.0,1.0
RT @chonistyles: WHAT DOES THIS MEAN????? https://t.co/SQfCxy2exD,False,en,0,21,2021-02-27 01:58:49,1365481482400260097,rt : what does this mean????? ,0.0,0.0,1.0
vote choni if you don’t hate lesbians https://t.co/NIYiqhG0Mb,True,en,7,0,2021-02-27 01:58:42,1365481452255723521,vote choni if you don’t hate lesbians ,0.0,0.14285714285714285,0.8571428571428571
RT @earperpuff18: i know everyone’s saying body swap but i’m thinking a horny spell a la midsummer nights dream love spell 👀 https://t.co/a…,False,en,0,32,2021-02-27 01:58:37,1365481430055325697,rt : i know everyone’s saying body swap but i’m thinking a horny spell a la midsummer nights dream love spell :eyes: ,0.05,0.0,0.95
RT @ChoniSnixx: It’s just the way Toni Topaz is the best character and nobody else even compares 😇 https://t.co/kVUefoPpkg,False,en,0,13,2021-02-27 01:58:00,1365481277055524866,rt : it’s just the way toni topaz is the best character and nobody else even compares :smiling face with halo: ,0.0,0.0,1.0
RT @chonistyles: WAIT 5x08 IS THE EPISODE WE FIND OUT WHO THE FATHER IS TO TONI'S BABY https://t.co/rBROQRmlkm,False,en,0,23,2021-02-27 01:57:49,1365481229563363332,rt : wait 5x08 is the episode we find out who the father is to toni's baby ,0.0,0.0,1.0
"RT @choniswitches2: . @VanessaMorgan @madelainepetsch my african queens we don’t ask for much, but if you do this covid will stop immediate…",True,en,0,14,2021-02-27 01:57:38,1365481185883934728,"rt : .   my african queens we don’t ask for much, but if you do this covid will stop immediate…",0.0,0.0,1.0
vote choni and choni only 🙄 https://t.co/PRI9pfOwn9,True,en,7,0,2021-02-27 01:57:34,1365481167005372418,vote choni and choni only :face with rolling eyes: ,0.0,0.0,1.0
RT @haughtfroggs: no because wayhaught has the time to make 3 proposals but never got time to talk and actually communicate 😭😭,False,en,0,7,2021-02-27 01:57:26,1365481134105260034,rt : no because wayhaught has the time to make 3 proposals but never got time to talk and actually communicate :loudly crying face::loudly crying face:,0.0,0.0,1.0
"RT @TheNigelTopaz: “I’m a mess Toni I’m not the same person from high school-“
“No Cheryl you’re not, none of us are-“
“I-“
“I did it for y…",False,en,0,2,2021-02-27 01:57:19,1365481104417951751,"rt : “i’m a mess toni i’m not the same person from high school-“
“no cheryl you’re not, none of us are-“
“i-“
“i did it for y…",0.0,0.0,1.0
@choni_wayhaught wait what?,False,en,0,0,2021-02-27 01:57:15,1365481089138110466, wayhaught wait what?,0.0,0.0,1.0
RT @chonicarrington: no but cheryl being with someone else is gonna make toni think she made up the whole curse thing because she just fell…,False,en,0,17,2021-02-27 01:56:57,1365481011933511680,rt : no but cheryl being with someone else is gonna make toni think she made up the whole curse thing because she just fell…,0.0,0.0,1.0
can’t wait to see choni win 🤩 https://t.co/151UtaV0A7,True,en,3,0,2021-02-27 01:56:44,1365480956711161856,can’t wait to see choni win :star-struck: ,0.0,0.0,1.0
"RT @milfyswift: wow so cheryls in her pushed from the precipice clung to the nearest lips long story short, it was the wrong girl era",False,en,0,7,2021-02-27 01:56:29,1365480894828580865,"rt : wow so cheryls in her pushed from the precipice clung to the nearest lips long story short, it was the wrong girl era",0.0,0.0,1.0
@tonidaIe Someone said how Madeline stated she only stood and that it’s not what we think and I can’t stop thinking bout that 😭,False,en,0,0,2021-02-27 01:56:19,1365480853409832960, someone said how madeline stated she only stood and that it’s not what we think and i can’t stop thinking bout that :loudly crying face:,0.0,0.0,1.0
@tonidaIe ✨manifesting✨,False,en,0,0,2021-02-27 01:55:32,1365480655686098952, :sparkles:manifesting:sparkles:,0.0,0.0,0.0
RT @tonidaIe: IM SORRY BUT THERES NO WAY WE ARENT GETTING A RAIN KISS IN 5x08,True,en,0,10,2021-02-27 01:55:15,1365480583091134465,rt : im sorry but theres no way we arent getting a rain kiss in 5x08,0.0,0.0,1.0
RT @tonistopazz: this whole cheryl kissing someone else fuss is giving me flashbacks to when half of us were mourning chonis breakup a week…,False,en,0,10,2021-02-27 01:55:07,1365480550425915394,rt : this whole cheryl kissing someone else fuss is giving me flashbacks to when half of us were mourning chonis breakup a week…,0.0,0.0,1.0
@chonibIossom We were peacefully in denial even though we knew .... I don’t like the verification - only thing giving me peace is I now that Mads is the captain of our ship so whatever this is isn’t long,False,en,4,0,2021-02-27 01:54:53,1365480492276023303, we were peacefully in denial even though we knew .... i don’t like the verification - only thing giving me peace is i now that mads is the captain of our ship so whatever this is isn’t long,0.06818181818181819,0.13636363636363638,0.7954545454545454
@CW_Riverdale Always barchie..hmm what about choni! Choni! Choni!! Grrrr 😭😭😭,False,en,0,0,2021-02-27 01:52:55,1365479998937702400, riverdale always barchie..hmm what about choni! choni! choni!! grrrr :loudly crying face::loudly crying face::loudly crying face:,0.0,0.0,1.0
RT @robynchoni: i sleep peacefully knowing that cheryl and toni will never be k!lled off because the writers know that they’d be called rac…,False,en,0,7,2021-02-27 01:51:24,1365479614127222792,rt : i sleep peacefully knowing that cheryl and toni will never be k!lled off because the writers know that they’d be called rac…,0.0,0.0,1.0
I just killed a mosquito with a box of toothpaste in my bathroom. How yall doing this evening?,False,en,1,0,2021-02-27 01:50:58,1365479506706894848,i just killed a mosquito with a box of toothpaste in my bathroom. how yall doing this evening?,0.0,0.05555555555555555,0.9444444444444444
hey besties vote barchie pambrose nabrina rozharvey the only archieverse ships that matter !!! choni and falice can have some love too but barchiepambrose!!!!! https://t.co/SIBU040o0F,True,en,1,0,2021-02-27 01:50:52,1365479480081448962,hey besties vote barchie pambrose nabrina rozharvey the only archieverse ships that matter !!! choni and falice can have some love too but barchiepambrose!!!!! ,0.041666666666666664,0.0,0.9583333333333334
RT @toniblossoms: i’m all for choni angst and the build up of them being together but i think it’s the fact we know toni isn’t going to be…,False,en,0,3,2021-02-27 01:50:49,1365479468555522049,rt : i’m all for choni angst and the build up of them being together but i think it’s the fact we know toni isn’t going to be…,0.0,0.0,1.0
RT @lynn_rachels: Earpers have set Twitter on fire today! Way to go! We have so much to be thankful for! #WynonnaEarp #BringWynonnaEarp htt…,False,en,0,23,2021-02-27 01:50:33,1365479403057262603,rt  rachels: earpers have set twitter on fire today! way to go! we have so much to be thankful for! wynonnaearp bringwynonnaearp htt…,0.0,0.0,1.0
"RT @bestshipsxworld: toni topaz and cheryl blossom from riverdale
 https://t.co/mwWsT4ofLI",False,en,0,152,2021-02-27 01:49:58,1365479254461415425,"rt : toni topaz and cheryl blossom from riverdale
 ",0.0,0.0,1.0
@topazgotjuice @choni_icxnic Also I’d we don’t get to see her and Cheryl in here we’re being robbed,False,en,2,0,2021-02-27 01:48:51,1365478975796092931,  icxnic also i’d we don’t get to see her and cheryl in here we’re being robbed,0.0,0.0,1.0
@topazgotjuice @choni_icxnic A room fit for a true queen 🥰✨,False,en,2,0,2021-02-27 01:48:21,1365478847337160706,  icxnic a room fit for a true queen :smiling face with hearts::sparkles:,0.0,0.0,1.0
RT @mylittlefaith: choni is truly in their making elaborate ass plans and grand gestures for one another instead of simply talking to each…,False,en,0,7,2021-02-27 01:47:28,1365478627740176390,rt : choni is truly in their making elaborate ass plans and grand gestures for one another instead of simply talking to each…,0.0,0.0,1.0
RT @wolfiescowen: you had to be there https://t.co/SvjmcFiW1f,False,en,0,4558,2021-02-27 01:47:09,1365478548161650688,rt : you had to be there ,0.0,0.0,1.0
"RT @lodgesecrets: pretty hot of them
https://t.co/e1LU6J4VYs",False,en,0,11,2021-02-27 01:47:08,1365478540561559554,"rt : pretty hot of them
",0.2,0.0,0.8
"RT @_klangers: Died twice today. This is my ghost tweeting.
#WynonnaEarp #BringWynonnaHome https://t.co/ZgqtJ7oQYe",False,en,0,3,2021-02-27 01:46:55,1365478486161391622,"rt  died twice today. this is my ghost tweeting.
wynonnaearp bringwynonnahome ",0.0,0.0,1.0
"RT @_LMyz: Do you think @KatBarrell knows that she broke the entire fucking internet by simply putting on A FUCKING HAT 
#WynonnaEarp #Brin…",False,en,0,57,2021-02-27 01:46:53,1365478479064670211,"rt  do you think  knows that she broke the entire fucking internet by simply putting on a fucking hat 
wynonnaearp brin…",0.0,0.0,1.0
RT @topazgotjuice: I JUMPED i thought that was river for a split second,True,en,0,2,2021-02-27 01:45:48,1365478205315031044,rt : i jumped i thought that was river for a split second,0.0,0.0,1.0
@sapphicvanessa DONT TAKE THE DREAM AWAY 😭😭😭,False,en,0,0,2021-02-27 01:44:39,1365477916235223043, dont take the dream away :loudly crying face::loudly crying face::loudly crying face:,0.0,0.0,1.0
RT @chonisblossom: Guys wait we thought since they graduated no Choni locker room kiss but it could still happen,False,en,0,2,2021-02-27 01:44:29,1365477874615136260,rt : guys wait we thought since they graduated no choni locker room kiss but it could still happen,0.0,0.0,1.0
RT @sapphicvanessa: “i stood” what if this isn’t a rain kiss but another part of this season’s mystery? https://t.co/b45XGyD8Ba,False,en,0,2,2021-02-27 01:44:27,1365477868671819776,rt : “i stood” what if this isn’t a rain kiss but another part of this season’s mystery? ,0.0,0.0,1.0
"RT @PRiveerdale: ""If you find someone better than me, please don't tell me"" https://t.co/B8bUiS7il8",False,en,0,10,2021-02-27 01:44:11,1365477800287887361,"rt : ""if you find someone better than me, please don't tell me"" ",0.0,0.0,1.0
"RT @sunlightchoni: CHONI CENTRIC EPISODE , THIS TRULY IS MY BABIES SEASON🥺🥺🥺",False,en,0,3,2021-02-27 01:44:08,1365477789281968132,"rt : choni centric episode , this truly is my babies season:pleading face::pleading face::pleading face:",0.0,0.0,1.0
RT @milfyswift: so sorry guys i am a slut for angst and the possibilities of cheryl having a fling with someone while still deeply in love…,False,en,0,4,2021-02-27 01:44:04,1365477770835464194,rt : so sorry guys i am a slut for angst and the possibilities of cheryl having a fling with someone while still deeply in love…,0.04,0.0,0.96
RT @milfyswift: what the hell does a risky plan mean girl you already showed up at toni's office in red lingerie do you not think you alrea…,False,en,0,6,2021-02-27 01:43:55,1365477734210764803,rt : what the hell does a risky plan mean girl you already showed up at toni's office in red lingerie do you not think you alrea…,0.0,0.0,1.0
RT @topazgotjuice: i really feel like all hell is gonna break loose between choni at this key party in 5x08,False,en,0,10,2021-02-27 01:43:52,1365477720466075650,rt : i really feel like all hell is gonna break loose between choni at this key party in 5x08,0.05263157894736842,0.0,0.9473684210526315
"RT @robynchoni: so if minerva is just leading cheryl on, when cheryl eventually finds out she’s gonna be so broken because the first person…",False,en,0,4,2021-02-27 01:43:42,1365477678250360834,"rt : so if minerva is just leading cheryl on, when cheryl eventually finds out she’s gonna be so broken because the first person…",0.0,0.0,1.0
RT @lovemesometopaz: WAIT the “party” isn’t in 5x08 because erinn’s not in the episode but she’s in this picture..... are we sure this is a…,False,en,0,4,2021-02-27 01:43:30,1365477628866658306,rt : wait the “party” isn’t in 5x08 because erinn’s not in the episode but she’s in this picture..... are we sure this is a…,0.0,0.041666666666666664,0.9583333333333334
"RT @mylittlefaith: 5x08 written by the same writer that wrote 3x18 and 4x07, two of my favorite choni episodes? a win. also wrote 2x06, a g…",False,en,0,5,2021-02-27 01:43:09,1365477540052238339,"rt : 5x08 written by the same writer that wrote 3x18 and 4x07, two of my favorite choni episodes? a win. also wrote 2x06, a g…",0.04,0.0,0.96
RT @robynchoni: when they kiss and cheryl pulls away because she doesn’t feel the spark she  had with toni and minerva asks what’s wrong an…,False,en,0,13,2021-02-27 01:43:00,1365477502500634627,rt : when they kiss and cheryl pulls away because she doesn’t feel the spark she  had with toni and minerva asks what’s wrong an…,0.0,0.0,1.0
@tonidaIe ✨ Manifesting ✨,False,en,2,0,2021-02-27 01:42:44,1365477435693744128, :sparkles: manifesting :sparkles:,0.0,0.0,1.0
"RT @chonirubies: choni rain kiss will be the biggest collapse ever 
https://t.co/fTorYVILui",False,en,0,7,2021-02-27 01:42:35,1365477399148773376,"rt : choni rain kiss will be the biggest collapse ever 
",0.0,0.0,1.0
RT @tonidaIe: what if cheryl sets up the key party and wants toni but somehow ends up with minerva (“risky plan” meaning it might not work…,False,en,0,43,2021-02-27 01:42:17,1365477319750676482,rt : what if cheryl sets up the key party and wants toni but somehow ends up with minerva (“risky plan” meaning it might not work…,0.0,0.0,1.0
RT @chonibIossom: considering adeline left vancouver in the middle of filming 510 i feel like cheryl and minerva won’t be going on much lon…,False,en,0,13,2021-02-27 01:42:03,1365477261944754189,rt : considering adeline left vancouver in the middle of filming 510 i feel like cheryl and minerva won’t be going on much lon…,0.043478260869565216,0.0,0.9565217391304348
@chonicarrington Wow I mean plz no but this is brilliant,False,en,2,0,2021-02-27 01:40:59,1365476993639342081, wow i mean plz no but this is brilliant,0.0,0.0,1.0
@robynchoni I’m low key here for it,False,en,0,0,2021-02-27 01:40:11,1365476795290681357, i’m low key here for it,0.0,0.0,1.0
I think imma go crazy waiting for choni to be together again,False,en,0,0,2021-02-27 01:40:10,1365476790328848388,i think imma go crazy waiting for choni to be together again,0.0,0.0,1.0
RT @robynchoni: i low key want choni’s first kiss to be out of frustration and anger after an argument and one of them pulls away and runs…,False,en,0,23,2021-02-27 01:40:06,1365476771555127301,rt : i low key want choni’s first kiss to be out of frustration and anger after an argument and one of them pulls away and runs…,0.0,0.0,1.0
@toniblossoms I mean I want their friendship - but I’m here for this too,False,en,0,0,2021-02-27 01:38:08,1365476277902323712, i mean i want their friendship - but i’m here for this too,0.0,0.0,1.0
RT @toniblossoms: WAIT A MINUTE.... WHAT IF ITS TABITHA https://t.co/PfS4pyMamX,False,en,0,43,2021-02-27 01:37:49,1365476196495015938,rt : wait a minute.... what if its tabitha ,0.0,0.125,0.875
RT @chonirubies: cheryl making a risky plan to be with toni https://t.co/fTA0tOA9iR,False,en,0,10,2021-02-27 01:36:46,1365475933793173505,rt : cheryl making a risky plan to be with toni ,0.0,0.0,1.0
RT @chxrylpetsch: thinking about madelaine calling adeline “my minerva”.... if cheryl ever calls that woman any of the nicknames she had fo…,False,en,0,16,2021-02-27 01:36:45,1365475928923660292,rt : thinking about madelaine calling adeline “my minerva”.... if cheryl ever calls that woman any of the nicknames she had fo…,0.0,0.047619047619047616,0.9523809523809523
RT @starrytopaz: tbh before i didn’t really care if cheryl had another love interest but knowing iesbiancheryl is getting what she wants is…,False,en,0,4,2021-02-27 01:36:23,1365475837294768129,rt : tbh before i didn’t really care if cheryl had another love interest but knowing iesbiancheryl is getting what she wants is…,0.045454545454545456,0.0,0.9545454545454546
@robynchoni Hey! She is completely! Whatever this is is short term she fights for the endgame!,False,en,0,0,2021-02-27 01:35:54,1365475713952940034, hey! she is completely! whatever this is is short term she fights for the endgame!,0.15789473684210528,0.15789473684210528,0.6842105263157895
RT @adoreschoni: getting a cheryl/minerva kiss before i get a choni one  https://t.co/bHgPnsDIB8,False,en,0,15,2021-02-27 01:35:43,1365475669686247424,rt : getting a cheryl/minerva kiss before i get a choni one  ,0.0,0.0,1.0
"CHERYL IS GOING TO KISS MINERVA?? NOOOOO

https://t.co/i9qBfB2yTY",False,en,0,0,2021-02-27 01:35:26,1365475597921697793,"cheryl is going to kiss minerva?? nooooo

",0.0,0.0,1.0
"RT @cappuchoni: minerva is going to try to seduce cheryl, thinking toni only used her for money after bringing the vixens back, cheryl give…",False,en,0,19,2021-02-27 01:35:04,1365475504162275328,"rt : minerva is going to try to seduce cheryl, thinking toni only used her for money after bringing the vixens back, cheryl give…",0.0,0.0,1.0
@ChoniBeMine @choniswitches2 I like your second option more but idk my heart isn’t at all ready,False,en,0,0,2021-02-27 01:34:57,1365475474147856390,  i like your second option more but idk my heart isn’t at all ready,0.07142857142857142,0.0,0.9285714285714286
"@Tonicheryltopaz I feel like the baby has a big impact between them - but I don’t want her to give up Cheryl clearly is still completely in love with her, but idek at this point",False,en,0,0,2021-02-27 01:34:23,1365475331763798016," i feel like the baby has a big impact between them - but i don’t want her to give up cheryl clearly is still completely in love with her, but idek at this point",0.058823529411764705,0.0,0.9411764705882353
Wtf is happening??? Why are y'all talking about cheryl and minerva?? I'm so confused😭,False,en,0,0,2021-02-27 01:33:34,1365475127400480772,wtf is happening??? why are y'all talking about cheryl and minerva?? i'm so confused:loudly crying face:,0.0,0.0,1.0
"RT @barchanted: I will be voting for Barchie, Choni, and Falice. Who's with me? 😇",True,en,0,1,2021-02-27 01:31:43,1365474662868779012,"rt : i will be voting for barchie, choni, and falice. who's with me? :smiling face with halo:",0.0,0.0,1.0
