tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets,neg,neu,pos
"RT @bettyandarchie4: If you are worried about barchie only being set up because they are gonna do varchie exes to lovers , read this!! http…",False,en,0,1,2021-02-27 05:19:52,1365532079258222592,"['worried', 'barchie', 'set', 'gonna', 'varchie', 'exes', 'lovers', 'read']","rt : if you are worried about barchie only being set up because they are gonna do varchie exes to lovers , read this!! http…",0.04,0.00,0.96
"RT @SuperheroTVcom: VOTE: Riverdale Time Jump! 
RETWEET: Archie &amp; Betty 
LIKE: Archie &amp; Veronica 

#barchie #riverdale #varchie https://t.c…",False,en,0,557,2021-02-27 05:07:56,1365529076820307969,"['vote', 'riverdale', 'time', 'jump', 'archie', 'amp', 'betty', 'like', 'archie', 'amp', 'veronica', 'barchie', 'riverdale', 'varchie']","rt : vote: riverdale time jump! 
retweet: archie &amp; betty 
like: archie &amp; veronica 

barchie riverdale varchie ",0.00,0.00,1.00
"RT @vcrchies: COME BACK TO ME, VARCHIE. YOUR STORY ISNT OVER YET. https://t.co/LRyowgNrnJ",False,en,0,4,2021-02-27 04:37:46,1365521485029326849,"['come', 'back', 'varchie', 'story', 'isnt', 'yet']","rt : come back to me, varchie. your story isnt over yet. ",0.00,0.00,1.00
"I'm rewatching some #bughead scenes and I'm kinda very soft for it??? Ugh now I genuinely can't pick which ship I prefer

Actually, I think I'd be happy with either barchie or bughead. I guess is all I really don't want is for it to end with only varchie, which I'm not down for",False,en,0,0,2021-02-27 04:37:29,1365521413990453248,"['rewatching', 'bughead', 'scenes', 'kinda', 'soft', 'ugh', 'genuinely', 'pick', 'ship', 'prefer', 'actually', 'think', 'happy', 'either', 'barchie', 'bughead', 'guess', 'really', 'want', 'end', 'varchie']","i'm rewatching some bughead scenes and i'm kinda very soft for it??? ugh now i genuinely can't pick which ship i prefer

actually, i think i'd be happy with either barchie or bughead. i guess is all i really don't want is for it to end with only varchie, which i'm not down for",0.02,0.00,0.98
RT @winchesterbitxh: barchie has more chemistry in 2 episodes than varchie had in 5 seasons,False,en,0,44,2021-02-27 04:18:10,1365516550984376320,"['barchie', 'chemistry', '2', 'episodes', 'varchie', '5', 'seasons']",rt : barchie has more chemistry in 2 episodes than varchie had in 5 seasons,0.00,0.00,1.00
RT @barchiesdreams: just a little thread of how you shouldn’t worry about varchie or bughead &lt;3,False,en,0,15,2021-02-27 04:14:57,1365515740988596225,"['little', 'thread', 'worry', 'varchie', 'bughead', 'lt', '3']",rt : just a little thread of how you shouldn’t worry about varchie or bughead &lt;3,0.00,0.00,1.00
RT @speaksza: varchie’s emotional connection equates to those talks with the counselor in elementary school whenever you started crying in…,False,en,0,13,2021-02-27 03:51:46,1365509905814347778,"['varchie', 'emotional', 'connection', 'equates', 'talks', 'counselor', 'elementary', 'school', 'whenever', 'started', 'crying']",rt : varchie’s emotional connection equates to those talks with the counselor in elementary school whenever you started crying in…,0.00,0.00,1.00
RT @veronnicslodge: maybe varchie captain mary andrews could be veronica's divorce lawyer 😌,False,en,0,6,2021-02-27 03:50:49,1365509668789919748,"['maybe', 'varchie', 'captain', 'mary', 'andrews', 'could', 'veronica', 'divorce', 'lawyer']",rt : maybe varchie captain mary andrews could be veronica's divorce lawyer :relieved face:,0.00,0.00,1.00
"RT @mybarchie: one more thing, when barchie gets in a confirmed relationship THEN we can start comparing and contrasting to varchie and bug…",False,en,0,9,2021-02-27 03:46:50,1365508664140914695,"['one', 'thing', 'barchie', 'gets', 'confirmed', 'relationship', 'start', 'comparing', 'contrasting', 'varchie', 'bug']","rt : one more thing, when barchie gets in a confirmed relationship then we can start comparing and contrasting to varchie and bug…",0.00,0.00,1.00
RT @RiverdaleDark: #Barchie is rising but maybe so is... #Varchie? We recap everything from the latest episode of #Riverdale on our podcast…,False,en,0,2,2021-02-27 03:38:04,1365506461128929281,"['barchie', 'rising', 'maybe', 'varchie', 'recap', 'everything', 'latest', 'episode', 'riverdale', 'podcast']",rt : barchie is rising but maybe so is... varchie? we recap everything from the latest episode of riverdale on our podcast…,0.00,0.05,0.95
Plzzz i don’t understand how Veronica could forgive barchie like that and still remain friends with them 😭😭 and ppl still ship varchie like Brooke Davis could never 💀 https://t.co/HyxaoUUoaS,False,en,0,0,2021-02-27 03:37:03,1365506204173238278,"['plzzz', 'understand', 'veronica', 'could', 'forgive', 'barchie', 'like', 'still', 'remain', 'friends', 'ppl', 'still', 'ship', 'varchie', 'like', 'brooke', 'davis', 'could', 'never']",plzzz i don’t understand how veronica could forgive barchie like that and still remain friends with them :loudly crying face::loudly crying face: and ppl still ship varchie like brooke davis could never :skull: ,0.07,0.00,0.93
RT @bttyarch: very curious which one do you like best? #varchie #barchie #bughead,False,en,0,1,2021-02-27 03:32:39,1365505097510260736,"['curious', 'one', 'like', 'best', 'varchie', 'barchie', 'bughead']",rt : very curious which one do you like best? varchie barchie bughead,0.08,0.00,0.92
Vote your ship. #Legacies #RoswellNM #Riverdale #mizzie #echo #varchie,False,en,0,0,2021-02-27 03:29:06,1365504202030665730,"['vote', 'ship', 'legacies', 'roswellnm', 'riverdale', 'mizzie', 'echo', 'varchie']",vote your ship. legacies roswellnm riverdale mizzie echo varchie,0.00,0.00,1.00
once again pretending this is varchie &lt;33 https://t.co/XK13isnGT1,False,en,11,0,2021-02-27 03:25:58,1365503415921512449,"['pretending', 'varchie', 'lt', '33']",once again pretending this is varchie &lt;33 ,0.00,0.00,1.00
"RT @archiesrcnnie: i'm devastated 
https://t.co/JZZzgBjbHL",False,en,0,1,2021-02-27 03:21:00,1365502163745660931,['devastated'],"rt : i'm devastated 
",0.00,0.00,1.00
@camisdorittos Who do I need to fight,False,en,2,0,2021-02-27 03:20:34,1365502056837091328,"['need', 'fight']", who do i need to fight,0.00,0.00,1.00
@Da73Wan @bestgirlcami Yeah I understand but he was just asked a question regarding Riverdale and he responded that way. It’s not the first time we’ve heard him say something like this. But I do get where your coming from,False,en,0,0,2021-02-27 03:19:46,1365501854793273345,"['yeah', 'understand', 'asked', 'question', 'regarding', 'riverdale', 'responded', 'way', 'first', 'time', 'heard', 'say', 'something', 'like', 'get', 'coming']",  yeah i understand but he was just asked a question regarding riverdale and he responded that way. it’s not the first time we’ve heard him say something like this. but i do get where your coming from,0.03,0.00,0.97
@justcelica Ohhh i like that too and varchie 😂 barchie is just so cute lmfao,False,en,0,0,2021-02-27 03:16:17,1365500975994167301,"['ohhh', 'like', 'varchie', 'barchie', 'cute', 'lmfao']", ohhh i like that too and varchie :face with tears of joy: barchie is just so cute lmfao,0.06,0.00,0.94
okay i don’t want stan riverdale twitter to come at me but i’m simply not here for Barchie... Varchie is superior... don’t know what to tell you❤️,False,en,1,0,2021-02-27 03:07:02,1365498650852552705,"['okay', 'want', 'stan', 'riverdale', 'twitter', 'come', 'simply', 'barchie', 'varchie', 'superior', 'know', 'tell']",okay i don’t want stan riverdale twitter to come at me but i’m simply not here for barchie... varchie is superior... don’t know what to tell you:red heart:,0.00,0.08,0.92
CAN WRITERS LEAVE VARCHIE ALONE FOR ONE SEASON @RiverdaleWriter,False,en,0,0,2021-02-27 03:06:10,1365498429623836676,"['writers', 'leave', 'varchie', 'alone', 'one', 'season']",can writers leave varchie alone for one season ,0.00,0.00,1.00
Imagine if Veronica got pregnant after one hook up with Archie after Chad trying for a year to get her to want a baby.,False,en,1,0,2021-02-27 02:58:43,1365496555042709504,"['imagine', 'veronica', 'got', 'pregnant', 'one', 'hook', 'archie', 'chad', 'trying', 'year', 'get', 'want', 'baby']",imagine if veronica got pregnant after one hook up with archie after chad trying for a year to get her to want a baby.,0.00,0.00,1.00
"@Jewels__20 @NancyRiverDrew Yep. That's really it. A lot of what they said about Veronica and Varchie, for example, are true. But at the same time, it's also true for Betty and Barchie... Therefore it can't logically be used against them.",False,en,2,0,2021-02-27 02:56:22,1365495965252083718,"['yep', 'really', 'lot', 'said', 'veronica', 'varchie', 'example', 'true', 'time', 'also', 'true', 'betty', 'barchie', 'therefore', 'logically', 'used']","  20  yep. that's really it. a lot of what they said about veronica and varchie, for example, are true. but at the same time, it's also true for betty and barchie... therefore it can't logically be used against them.",0.00,0.03,0.97
I miss this #bughead #varchie @CW_Riverdale https://t.co/G9Xt5hv7qe,False,en,2,0,2021-02-27 02:54:06,1365495393820291072,"['miss', 'bughead', 'varchie']",i miss this bughead varchie  riverdale ,0.00,0.00,1.00
"RT @slowburnsftw: once again this show played chad vs archie more than varchie, just like they did with hiram vs archie. va didn’t actually…",True,en,0,3,2021-02-27 02:41:01,1365492101740437504,"['show', 'played', 'chad', 'vs', 'archie', 'varchie', 'like', 'hiram', 'vs', 'archie', 'va', 'actually']","rt : once again this show played chad vs archie more than varchie, just like they did with hiram vs archie. va didn’t actually…",0.04,0.00,0.96
RT @barchiesdreams: after 7 years betty was the first person he called and the fact they only showed him calling her and not veronica.. if…,False,en,0,3,2021-02-27 02:38:03,1365491355707838468,"['7', 'years', 'betty', 'first', 'person', 'called', 'fact', 'showed', 'calling', 'veronica']",rt : after 7 years betty was the first person he called and the fact they only showed him calling her and not veronica.. if…,0.00,0.00,1.00
I want a bughead cuddle I want a varchie cuddle in 2021,False,en,1,0,2021-02-27 02:34:01,1365490340644483073,"['want', 'bughead', 'cuddle', 'want', 'varchie', 'cuddle', '2021']",i want a bughead cuddle i want a varchie cuddle in 2021,0.00,0.00,1.00
@svthmvr did u just watch the 5x01 varchie ily scene?,False,en,1,0,2021-02-27 02:29:24,1365489177706582017,"['u', 'watch', '5x01', 'varchie', 'ily', 'scene']", did u just watch the 5x01 varchie ily scene?,0.00,0.00,1.00
but only after varchie gets back together so they can at least serve death trope,False,en,5,0,2021-02-27 02:25:57,1365488310269976576,"['varchie', 'gets', 'back', 'together', 'least', 'serve', 'death', 'trope']",but only after varchie gets back together so they can at least serve death trope,0.00,0.00,1.00
"@RiverdaleDark Varchie? Seen it, wasn't impressed, next",False,en,2,0,2021-02-27 02:24:15,1365487884862689283,"['varchie', 'seen', 'impressed', 'next']"," varchie? seen it, wasn't impressed, next",0.00,0.00,1.00
@crimsonclover90 @NancyRiverDrew Yeah... They are not on Barchie or Varchie's level. That's for sure. And them appearing on the CW as a couple isn't going to change that. Especially not when VA and BA have been portrayed as well.,False,en,2,0,2021-02-27 02:18:44,1365486495579037697,"['yeah', 'barchie', 'varchie', 'level', 'sure', 'appearing', 'cw', 'couple', 'going', 'change', 'especially', 'va', 'ba', 'portrayed', 'well']",  yeah... they are not on barchie or varchie's level. that's for sure. and them appearing on the cw as a couple isn't going to change that. especially not when va and ba have been portrayed as well.,0.00,0.03,0.97
OKAY I am done with barchies ima just talk about bughead and varchie that's it,False,en,3,0,2021-02-27 02:07:06,1365483569083260931,"['okay', 'done', 'barchies', 'ima', 'talk', 'bughead', 'varchie']",okay i am done with barchies ima just talk about bughead and varchie that's it,0.00,0.00,1.00
RT @bugverchoni: any moots that stop riding for varchie when bh starts getting content again is getting blocked for insubordination!,False,en,0,2,2021-02-27 02:06:00,1365483290610688002,"['moots', 'stop', 'riding', 'varchie', 'bh', 'starts', 'getting', 'content', 'getting', 'blocked', 'insubordination']",rt : any moots that stop riding for varchie when bh starts getting content again is getting blocked for insubordination!,0.00,0.00,1.00
very curious which one do you like best? #varchie #barchie #bughead,False,en,3,1,2021-02-27 02:03:23,1365482632025427968,"['curious', 'one', 'like', 'best', 'varchie', 'barchie', 'bughead']",very curious which one do you like best? varchie barchie bughead,0.09,0.00,0.91
We stan both Bughead and Varchie in this house. Both. https://t.co/JU0ASOcTha,True,en,6,0,2021-02-27 02:01:32,1365482166747021314,"['stan', 'bughead', 'varchie', 'house']",we stan both bughead and varchie in this house. both. ,0.00,0.00,1.00
Bughead/Varchie endgame always. There will be now Varchie slander on my TL ever. https://t.co/UvCDq4bAny,True,en,7,0,2021-02-27 02:00:51,1365481992691847169,"['bughead', 'varchie', 'endgame', 'always', 'varchie', 'slander', 'tl', 'ever']",bughead/varchie endgame always. there will be now varchie slander on my tl ever. ,0.08,0.00,0.92
RT @VarchiePolls: We are so strong on IG ! @WarnerChannelLA  Team #varchie all the way ! https://t.co/R96JvZekK2,False,en,0,5,2021-02-27 01:58:52,1365481495897473025,"['strong', 'ig', 'team', 'varchie', 'way']",rt : we are so strong on ig !   team varchie all the way ! ,0.00,0.00,1.00
maybe varchie will give me some barchie angst until theyre endgame i still win https://t.co/7v7EHdAYud,False,en,2,0,2021-02-27 01:57:43,1365481204775059458,"['maybe', 'varchie', 'give', 'barchie', 'angst', 'theyre', 'endgame', 'still', 'win']",maybe varchie will give me some barchie angst until theyre endgame i still win ,0.07,0.00,0.93
any moots that stop riding for varchie when bh starts getting content again is getting blocked for insubordination!,False,en,33,2,2021-02-27 01:50:52,1365479482807754752,"['moots', 'stop', 'riding', 'varchie', 'bh', 'starts', 'getting', 'content', 'getting', 'blocked', 'insubordination']",any moots that stop riding for varchie when bh starts getting content again is getting blocked for insubordination!,0.00,0.00,1.00
"@Varchie_Kj_Cami @bestgirlcami That was not ok/really clever of him saying that, especially during a pandemic when others can’t work or lose their job. If he’s so done with the show, he should leave - not that I want him tough.",False,en,2,0,2021-02-27 01:50:06,1365479290410778629,"['ok', 'really', 'clever', 'saying', 'especially', 'pandemic', 'others', 'work', 'lose', 'job', 'done', 'show', 'leave', 'want', 'tough']"," kj cami  that was not ok/really clever of him saying that, especially during a pandemic when others can’t work or lose their job. if he’s so done with the show, he should leave - not that i want him tough.",0.00,0.00,1.00
hes never done anything wrong your a barchie why are you on a bughead and varchie account ? https://t.co/hTmvNfiEAc,True,en,1,0,2021-02-27 01:44:21,1365477841878593540,"['hes', 'never', 'done', 'anything', 'wrong', 'barchie', 'bughead', 'varchie', 'account']",hes never done anything wrong your a barchie why are you on a bughead and varchie account ? ,0.00,0.00,1.00
almost done editing varchie it’s my best work wth,False,en,14,0,2021-02-27 01:42:42,1365477426848014337,"['almost', 'done', 'editing', 'varchie', 'best', 'work', 'wth']",almost done editing varchie it’s my best work wth,0.00,0.00,1.00
daily reminder that this account is 100% a bughead and varchie account not barchie at all,False,en,1,0,2021-02-27 01:34:27,1365475349396664320,"['daily', 'reminder', 'account', '100', 'bughead', 'varchie', 'account', 'barchie']",daily reminder that this account is 100% a bughead and varchie account not barchie at all,0.00,0.00,1.00
@daphnelanes I hope so! You can’t think negative thoughts. It may take a little time but Bughead and Varchie will be back 😌🤞,False,en,1,0,2021-02-27 01:16:43,1365470888192335874,"['hope', 'think', 'negative', 'thoughts', 'may', 'take', 'little', 'time', 'bughead', 'varchie', 'back']", i hope so! you can’t think negative thoughts. it may take a little time but bughead and varchie will be back :relieved face::crossed fingers:,0.00,0.00,1.00
they've destroyed the four core's friendship i'm annoyed i hope bughead and varchie are endgame but my goodness they have to do extreme repairs because of this mess lol,False,en,0,0,2021-02-27 01:15:41,1365470625951666178,"['destroyed', 'four', 'core', 'friendship', 'annoyed', 'hope', 'bughead', 'varchie', 'endgame', 'goodness', 'extreme', 'repairs', 'mess', 'lol']",they've destroyed the four core's friendship i'm annoyed i hope bughead and varchie are endgame but my goodness they have to do extreme repairs because of this mess lol,0.07,0.00,0.93
@daphnelanes Stop with those negative thoughts. We all know Bughead and Varchie are endgame. Come on now!!,False,en,1,0,2021-02-27 01:14:04,1365470221176360968,"['stop', 'negative', 'thoughts', 'know', 'bughead', 'varchie', 'endgame', 'come']", stop with those negative thoughts. we all know bughead and varchie are endgame. come on now!!,0.06,0.00,0.94
"I’m sorry I just don’t know, I lost hope now, I don’t think bughead and varchie are going to be endgame anymore, I don’t know I think they’re playing with us for some reason☹️",False,en,1,0,2021-02-27 01:12:06,1365469725174734848,"['sorry', 'know', 'lost', 'hope', 'think', 'bughead', 'varchie', 'going', 'endgame', 'anymore', 'know', 'think', 'playing', 'us', 'reason']","i’m sorry i just don’t know, i lost hope now, i don’t think bughead and varchie are going to be endgame anymore, i don’t know i think they’re playing with us for some reason:frowning face:",0.03,0.00,0.97
"I genuinely feel bad for the people who really believe Bughead and Varchie aren’t gonna be together again. 

It’s actually concerning. Like do y’all watch the same show as me?",False,en,7,0,2021-02-27 01:06:11,1365468237274763271,"['genuinely', 'feel', 'bad', 'people', 'really', 'believe', 'bughead', 'varchie', 'gonna', 'together', 'actually', 'concerning', 'like', 'watch', 'show']","i genuinely feel bad for the people who really believe bughead and varchie aren’t gonna be together again. 

it’s actually concerning. like do y’all watch the same show as me?",0.09,0.09,0.82
RT @archiesrcnnie: i hope that varchie fix the lights https://t.co/PtJeakMQrp,False,en,0,5,2021-02-27 01:03:51,1365467649719767043,"['hope', 'varchie', 'fix', 'lights']",rt : i hope that varchie fix the lights ,0.00,0.00,1.00
@bestgirlcami He’s apologizing to RAS cuz he said being on Riverdale is like Jail,False,en,3,0,2021-02-27 01:01:27,1365467044414697474,"['apologizing', 'ras', 'cuz', 'said', 'riverdale', 'like', 'jail']", he’s apologizing to ras cuz he said being on riverdale is like jail,0.08,0.00,0.92
Ok jokes over give me Bughead and Varchie back now Roberto 🤌,False,en,8,0,2021-02-27 00:54:24,1365465271377539074,"['ok', 'jokes', 'give', 'bughead', 'varchie', 'back', 'roberto']",ok jokes over give me bughead and varchie back now roberto :pinched fingers:,0.00,0.00,1.00
RT @camilamendes: let varchie experience a little conflict ok? absence makes the heart grow fonder ♥️,False,en,0,2241,2021-02-27 00:35:20,1365460471638331400,"['let', 'varchie', 'experience', 'little', 'conflict', 'ok', 'absence', 'makes', 'heart', 'grow', 'fonder']",rt : let varchie experience a little conflict ok? absence makes the heart grow fonder :heart suit:,0.00,0.00,1.00
@VARCHIEWHORE Varchie will definitely serve this if this actually happens. And I want it now,False,en,1,0,2021-02-27 00:24:52,1365457837862838272,"['varchie', 'definitely', 'serve', 'actually', 'happens', 'want']", varchie will definitely serve this if this actually happens. and i want it now,0.00,0.00,1.00
"@NancyRiverDrew @crimsonclover90 They are not iconic. Barchie, even Varchie are iconic. BH is a popular ship based on the popularity of CS and the fact that the actors dated irl. People, esp young fans obsessed with CS, love that. And the Network exploited it just like they tried to do with Sophia and Chad.",False,en,2,0,2021-02-27 00:24:06,1365457646619271170,"['iconic', 'barchie', 'even', 'varchie', 'iconic', 'bh', 'popular', 'ship', 'based', 'popularity', 'cs', 'fact', 'actors', 'dated', 'irl', 'people', 'esp', 'young', 'fans', 'obsessed', 'cs', 'love', 'network', 'exploited', 'like', 'tried', 'sophia', 'chad']","  they are not iconic. barchie, even varchie are iconic. bh is a popular ship based on the popularity of cs and the fact that the actors dated irl. people, esp young fans obsessed with cs, love that. and the network exploited it just like they tried to do with sophia and chad.",0.04,0.00,0.96
“Oof that sucks”,False,en,2,0,2021-02-27 00:16:05,1365455627292729356,"['oof', 'sucks']",“oof that sucks”,0.00,0.00,1.00
NOO not barchies using the betty and archie fucked up each other jughead and veronica should be mad so that barchie happens they so dumb and find stupid ass excuses to try and make us stop shipping bughead it's not gonna work who cares bughead and varchie are endgame,False,en,2,0,2021-02-27 00:09:04,1365453864762298368,"['noo', 'barchies', 'using', 'betty', 'archie', 'fucked', 'jughead', 'veronica', 'mad', 'barchie', 'happens', 'dumb', 'find', 'stupid', 'ass', 'excuses', 'try', 'make', 'us', 'stop', 'shipping', 'bughead', 'gonna', 'work', 'cares', 'bughead', 'varchie', 'endgame']",noo not barchies using the betty and archie fucked up each other jughead and veronica should be mad so that barchie happens they so dumb and find stupid ass excuses to try and make us stop shipping bughead it's not gonna work who cares bughead and varchie are endgame,0.06,0.06,0.89
rob is a varchie warrior mhm https://t.co/f91Dq13Yoh,True,en,11,0,2021-02-27 00:06:22,1365453184332935171,"['rob', 'varchie', 'warrior', 'mhm']",rob is a varchie warrior mhm ,0.00,0.00,1.00
who was my varchie/the notebook agenda truther? i have a parallel for you.,False,en,6,0,2021-02-27 00:02:47,1365452281131511814,"['varchie', 'notebook', 'agenda', 'truther', 'parallel']",who was my varchie/the notebook agenda truther? i have a parallel for you.,0.00,0.00,1.00
@KateWardBustle @bugheadspov any news about varchie  and jughead being only person in town hanging with Tabitha ?,False,en,0,0,2021-02-27 00:02:26,1365452195433480192,"['news', 'varchie', 'jughead', 'person', 'town', 'hanging', 'tabitha']",  any news about varchie  and jughead being only person in town hanging with tabitha ?,0.00,0.00,1.00
"@KateWardBustle @BugheadUpdates @cmaroon did you get any #varchie scoop too, queen?",False,en,5,0,2021-02-26 23:59:22,1365451421861216258,"['get', 'varchie', 'scoop', 'queen']","   did you get any varchie scoop too, queen?",0.00,0.00,1.00
do barchies just go around looking for bughead and varchie accounts ?,False,en,11,0,2021-02-26 23:53:03,1365449832673009668,"['barchies', 'go', 'around', 'looking', 'bughead', 'varchie', 'accounts']",do barchies just go around looking for bughead and varchie accounts ?,0.00,0.00,1.00
@mxyaaa3 If we didn't like them because of Barchie we wouldn't have liked Bughead in the beginning. I wouldn't have a problem admitting that they were good couples and all if it was true but it's not true. Varchie to me was just lust and Archie doing whatever Veronica told him to do...,False,en,1,0,2021-02-26 23:47:28,1365448426503208960,"['like', 'barchie', 'liked', 'bughead', 'beginning', 'problem', 'admitting', 'good', 'couples', 'true', 'true', 'varchie', 'lust', 'archie', 'whatever', 'veronica', 'told']", if we didn't like them because of barchie we wouldn't have liked bughead in the beginning. i wouldn't have a problem admitting that they were good couples and all if it was true but it's not true. varchie to me was just lust and archie doing whatever veronica told him to do...,0.15,0.10,0.76
RT @hereforvarchie: 👏😍❤️ he was all of us. #varchie they're  not supposed to give each other heart eyes atm but here we are ☺️. Anyways our…,False,en,0,4,2021-02-26 23:46:02,1365448068271804416,"['us', 'varchie', 'supposed', 'give', 'heart', 'eyes', 'atm', 'anyways']",rt : :clapping hands::smiling face with heart-eyes::red heart: he was all of us. varchie they're  not supposed to give each other heart eyes atm but here we are :smiling face:. anyways our…,0.00,0.00,1.00
do i post my varchie edit or bugvarchie edit first,False,en,21,0,2021-02-26 23:43:19,1365447384138850309,"['post', 'varchie', 'edit', 'bugvarchie', 'edit', 'first']",do i post my varchie edit or bugvarchie edit first,0.00,0.00,1.00
y’all better give us a varchie tease soon,False,en,4,0,2021-02-26 23:40:28,1365446664178302977,"['better', 'give', 'us', 'varchie', 'tease', 'soon']",y’all better give us a varchie tease soon,0.00,0.00,1.00
"I’m happy that bughead is getting back, but where is the Varchie Tea?",False,en,3,0,2021-02-26 23:36:51,1365445754219884544,"['happy', 'bughead', 'getting', 'back', 'varchie', 'tea']","i’m happy that bughead is getting back, but where is the varchie tea?",0.08,0.00,0.92
RT @MendesApaSource: Camila Mendes on the @TamronHallShow next week! https://t.co/hA7pC9MIMK,False,en,0,5,2021-02-26 23:33:59,1365445032577273863,"['camila', 'mendes', 'next', 'week']",rt : camila mendes on the  next week! ,0.00,0.00,1.00
"@loveecami Varchie exes to lovers basically confirmed too, Bugvarchies really are about to win",False,en,1,0,2021-02-26 23:31:35,1365444430749200384,"['varchie', 'exes', 'lovers', 'basically', 'confirmed', 'bugvarchies', 'really', 'win']"," varchie exes to lovers basically confirmed too, bugvarchies really are about to win",0.08,0.00,0.92
"RT @Vale8Vale: #Riverdale - RT couple for Veronica&amp;Archie / #Varchie  fans here -&gt;&gt;
https://t.co/qLtVIjZgOj",True,en,0,1,2021-02-26 23:29:25,1365443882742386690,"['riverdale', 'couple', 'veronica', 'amp', 'archie', 'varchie', 'fans', 'gt', 'gt']","rt : riverdale - rt couple for veronica&amp;archie / varchie  fans here -&gt;&gt;
",0.00,0.00,1.00
when varchie pull a stelena and become more interesting as friends... maybe then they’ll have rights #riverdale,False,en,3,0,2021-02-26 23:28:53,1365443749858463744,"['varchie', 'pull', 'stelena', 'become', 'interesting', 'friends', 'maybe', 'rights', 'riverdale']",when varchie pull a stelena and become more interesting as friends... maybe then they’ll have rights riverdale,0.00,0.06,0.94
"There are several red flags as #barchie plays out. The concept of hooking up w/o commitment, avoiding J. like it's something to hide, A's dislike of Chad and his return to NYC. Not to mention J.'s new partner. Biggest red flag of all? Slutty B. It's not natural. #varchie https://t.co/DuJKsgzTGR",True,en,0,0,2021-02-26 23:28:24,1365443629385469957,"['several', 'red', 'flags', 'barchie', 'plays', 'concept', 'hooking', 'w', 'commitment', 'avoiding', 'j', 'like', 'something', 'hide', 'dislike', 'chad', 'return', 'nyc', 'mention', 'j', 'new', 'partner', 'biggest', 'red', 'flag', 'slutty', 'b', 'natural', 'varchie']","there are several red flags as barchie plays out. the concept of hooking up w/o commitment, avoiding j. like it's something to hide, a's dislike of chad and his return to nyc. not to mention j.'s new partner. biggest red flag of all? slutty b. it's not natural. varchie ",0.04,0.00,0.96
@barchie2021 I don' t want to  cause a fight so i wanted to say varchie and popular,False,en,0,0,2021-02-26 23:23:57,1365442509250428929,"['want', 'cause', 'fight', 'wanted', 'say', 'varchie', 'popular']", i don' t want to  cause a fight so i wanted to say varchie and popular,0.00,0.00,1.00
RT @casteways: #VARCHIE: we shouldn’t do this. https://t.co/toXYb2FiiF,False,en,0,41,2021-02-26 23:21:15,1365441829169209348,['varchie'],rt : varchie: we shouldn’t do this. ,0.00,0.00,1.00
.@KateWardBustle hi!! do you guys have something about varchie to spill as well? 👀,False,en,15,0,2021-02-26 23:20:16,1365441581159972865,"['hi', 'guys', 'something', 'varchie', 'spill', 'well']",. hi!! do you guys have something about varchie to spill as well? :eyes:,0.00,0.00,1.00
"@yasminfandoms same for me, i absolutely never liked varchie (and let’s not even talk about the “Archiekins”😭) and yeah with Bughead it was always the same, which shows the limits of this couple there isn’t much to explore, in real life they wouldn’t have lasted that long",False,en,1,0,2021-02-26 23:20:02,1365441521449906179,"['absolutely', 'never', 'liked', 'varchie', 'let', 'even', 'talk', 'archiekins', 'yeah', 'bughead', 'always', 'shows', 'limits', 'couple', 'much', 'explore', 'real', 'life', 'lasted', 'long']"," same for me, i absolutely never liked varchie (and let’s not even talk about the “archiekins”:loudly crying face:) and yeah with bughead it was always the same, which shows the limits of this couple there isn’t much to explore, in real life they wouldn’t have lasted that long",0.02,0.00,0.98
But Veronica and Chadwick are going to divorce and Barchie will fail and Varchie and Bughead will end up together in the end though right? Right? Right? #Riverdale https://t.co/8m4WOv7DcB,False,en,1,0,2021-02-26 23:17:47,1365440955961249795,"['veronica', 'chadwick', 'going', 'divorce', 'barchie', 'fail', 'varchie', 'bughead', 'end', 'together', 'end', 'though', 'right', 'right', 'right', 'riverdale']",but veronica and chadwick are going to divorce and barchie will fail and varchie and bughead will end up together in the end though right? right? right? riverdale ,0.00,0.04,0.96
RT @dylsbrien: how is anyone speaking on them if their ship starts with bug and ends with varchie and doesn’t have chemistry like THIS? htt…,False,en,0,5,2021-02-26 23:17:28,1365440876558905347,"['anyone', 'speaking', 'ship', 'starts', 'bug', 'ends', 'varchie', 'chemistry', 'like', 'htt']",rt : how is anyone speaking on them if their ship starts with bug and ends with varchie and doesn’t have chemistry like this? htt…,0.04,0.00,0.96
"Varchie rising again after only breaking up 3 episodes ago 🥱. 
But whatever as long as it brings good drama.. I know they want the love triangle https://t.co/FRz7COqUeU",True,en,3,0,2021-02-26 23:05:26,1365437849496031232,"['varchie', 'rising', 'breaking', '3', 'episodes', 'ago', 'whatever', 'long', 'brings', 'good', 'drama', 'know', 'want', 'love', 'triangle']","varchie rising again after only breaking up 3 episodes ago :yawning face:. 
but whatever as long as it brings good drama.. i know they want the love triangle ",0.19,0.09,0.72
varchie stan?? em 2021 ??,False,en,0,0,2021-02-26 23:05:22,1365437830504275971,"['varchie', 'stan', 'em', '2021']",varchie stan?? em 2021 ??,0.00,0.00,1.00
