tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets,neg,neu,pos
ANYWAYS THERE’S AN EPISODE ON TONIGHT WITH CHONI BARCHIE TABITHA VARCHIE CONTENT LETS FOCUS ON THAT,False,en,24,0,2021-02-24 19:50:29,1364664012085096451,"['anyways', 'episode', 'tonight', 'choni', 'barchie', 'tabitha', 'varchie', 'content', 'lets', 'focus']",anyways there’s an episode on tonight with choni barchie tabitha varchie content lets focus on that,0.00,0.00,1.00
i need a varchie Kiss,False,en,5,0,2021-02-24 19:40:36,1364661527022874624,"['need', 'varchie', 'kiss']",i need a varchie kiss,0.00,0.00,1.00
I can’t !!!! Love it #varchie https://t.co/Zo8DLvXuI4 https://t.co/wc7AR44EZk,True,en,8,0,2021-02-24 19:39:32,1364661256364331009,"['love', 'varchie']",i can’t !!!! love it varchie  ,0.17,0.00,0.83
https://t.co/F55IXKm1jN Thanks !!!! #varchie,False,en,7,0,2021-02-24 19:37:25,1364660723146653701,"['thanks', 'varchie']", thanks !!!! varchie,0.00,0.00,1.00
"@jenniesivy fr like.. give me a bughead hug , a varchie hug , varchie kiss , choni rain kiss or sum give me some serotonin",False,en,7,0,2021-02-24 19:37:24,1364660718599958531,"['fr', 'like', 'give', 'bughead', 'hug', 'varchie', 'hug', 'varchie', 'kiss', 'choni', 'rain', 'kiss', 'sum', 'give', 'serotonin']"," fr like.. give me a bughead hug , a varchie hug , varchie kiss , choni rain kiss or sum give me some serotonin",0.04,0.00,0.96
RT @damianholbrook: #Riverdale Sneak Peek: Rivalry Heats Up as Archie Meets Ronnie's Man @kjapa @CW_Riverdale @tvinsider https://t.co/XavVg…,False,en,0,10,2021-02-24 19:35:33,1364660252705193992,"['riverdale', 'sneak', 'peek', 'rivalry', 'heats', 'archie', 'meets', 'ronnie', 'man']",rt : riverdale sneak peek: rivalry heats up as archie meets ronnie's man   riverdale  ,0.00,0.00,1.00
"RT @archiesrcnnie: @azalben JOKE? 
https://t.co/mZrSoSw3w5",False,en,0,1,2021-02-24 19:35:25,1364660220161646600,['joke'],"rt :  joke? 
",0.00,0.00,1.00
"DM ME I WILL TELL YOU. I DON'T TALK ABOUT IT HERE BECAUSE LIKE I SAID IT'S RUMORS 

https://t.co/2O2ZeJpmkS",True,en,0,0,2021-02-24 19:31:27,1364659224198938626,"['dm', 'tell', 'talk', 'like', 'said', 'rumors']","dm me i will tell you. i don't talk about it here because like i said it's rumors 

",0.06,0.00,0.94
varchie exes to lovers ITS HAPPENING,False,en,4,0,2021-02-24 19:31:05,1364659132075155456,"['varchie', 'exes', 'lovers', 'happening']",varchie exes to lovers its happening,0.17,0.00,0.83
"My Varchie taken away from me again after 510 and until July 07 😭 Nooooooo 
 https://t.co/RdNJky0oYk",True,en,7,0,2021-02-24 19:30:30,1364658985182314502,"['varchie', 'taken', 'away', '510', 'july', '07', 'nooooooo']","my varchie taken away from me again after 510 and until july 07 :loudly crying face: nooooooo 
 ",0.00,0.00,1.00
JULY??????????? NO????????? I SWEAR IF THEY LEAVE WITH BARCHIE OR VARCHIE OR BUGHEAD DRAMA IM GOING TO SCREAM,False,en,0,0,2021-02-24 19:29:21,1364658694823239685,"['july', 'swear', 'leave', 'barchie', 'varchie', 'bughead', 'drama', 'im', 'going', 'scream']",july??????????? no????????? i swear if they leave with barchie or varchie or bughead drama im going to scream,0.00,0.00,1.00
@topzblossom @veronicacelias @veronniecas @Hana66091327 @jugsdick @Varchie_Kj_Cami @VARCHIEWHORE @bestoftopaz @bugheadmills @BugheadLegacy ❤️❤️ily bestie,False,en,1,0,2021-02-24 19:27:24,1364658203116638209,"['ily', 'bestie']",      kj cami     :red heart::red heart:ily bestie,0.00,0.00,1.00
This means I’m going to have to wait longer for Varchie exes to lovers.,False,en,3,0,2021-02-24 19:26:49,1364658058287316993,"['means', 'going', 'wait', 'longer', 'varchie', 'exes', 'lovers']",this means i’m going to have to wait longer for varchie exes to lovers.,0.07,0.00,0.93
"@veronicacelias @lovelybughea1 @veronniecas @Hana66091327 @jugsdick @Varchie_Kj_Cami @VARCHIEWHORE @bestoftopaz @bugheadmills @BugheadLegacy 

Dont break the chain besties :) https://t.co/diL5QQn79c",True,en,2,0,2021-02-24 19:26:31,1364657981443493893,"['dont', 'break', 'chain', 'besties']","      kj cami     

dont break the chain besties :) ",0.00,0.00,1.00
he crying because he wants bughead and varchie back just as much as us https://t.co/9NUh5oIGBz,False,en,36,3,2021-02-24 19:20:59,1364656587135193089,"['crying', 'wants', 'bughead', 'varchie', 'back', 'much', 'us']",he crying because he wants bughead and varchie back just as much as us ,0.00,0.00,1.00
RT @archiercnnie: GONNA LOSE VARCHIE FOR MONTHS AGAIN https://t.co/YxytgYtThv,False,en,0,1,2021-02-24 19:20:33,1364656480784445446,"['gonna', 'lose', 'varchie', 'months']",rt : gonna lose varchie for months again ,0.00,0.00,1.00
y’all will get barchie content and still find away to bring up varchie it’s odd,False,en,14,1,2021-02-24 19:19:52,1364656308662673414,"['get', 'barchie', 'content', 'still', 'find', 'away', 'bring', 'varchie', 'odd']",y’all will get barchie content and still find away to bring up varchie it’s odd,0.00,0.00,1.00
4 months without varchie https://t.co/tFdwkjNUmI,False,en,3,0,2021-02-24 19:19:40,1364656256749887494,"['4', 'months', 'without', 'varchie']",4 months without varchie ,0.00,0.00,1.00
GONNA LOSE VARCHIE FOR MONTHS AGAIN https://t.co/YxytgYtThv,False,en,17,1,2021-02-24 19:18:48,1364656038297878532,"['gonna', 'lose', 'varchie', 'months']",gonna lose varchie for months again ,0.00,0.00,1.00
"The delusion has no end.
As if Varchie wasn't the biggest flop of the show. https://t.co/tYzjuRwG2O",True,en,0,0,2021-02-24 19:17:16,1364655652119830531,"['delusion', 'end', 'varchie', 'biggest', 'flop', 'show']","the delusion has no end.
as if varchie wasn't the biggest flop of the show. ",0.00,0.00,1.00
RT @bughartmarried: Mary Andrews🤝being varchie biggest shipper https://t.co/6ZXz2i0cST,False,en,0,20,2021-02-24 19:17:15,1364655649561395202,"['mary', 'andrews', 'varchie', 'biggest', 'shipper']",rt : mary andrews:handshake:being varchie biggest shipper ,0.00,0.00,1.00
"If I have to wait until July, can Varchie at least get back together for my birthday??",False,en,0,0,2021-02-24 19:16:42,1364655512567054348,"['wait', 'july', 'varchie', 'least', 'get', 'back', 'together', 'birthday']","if i have to wait until july, can varchie at least get back together for my birthday??",0.00,0.00,1.00
no varchie again https://t.co/urzwcfi4As,False,en,0,0,2021-02-24 19:16:20,1364655418451107849,['varchie'],no varchie again ,0.00,0.00,1.00
@Varchie__Team what rumours?,False,en,0,0,2021-02-24 19:16:07,1364655365556731906,['rumours'],  team what rumours?,0.00,0.00,1.00
if varchie gets together i hope he cheat on her with betty again https://t.co/KCOPoEkd4X,False,en,7,1,2021-02-24 19:15:21,1364655170089594880,"['varchie', 'gets', 'together', 'hope', 'cheat', 'betty']",if varchie gets together i hope he cheat on her with betty again ,0.00,0.00,1.00
@blairsevermore why be varchie when barchie exist 🤨🤨🤨,False,en,2,0,2021-02-24 19:12:51,1364654540432285697,"['varchie', 'barchie', 'exist']", why be varchie when barchie exist :face with raised eyebrow::face with raised eyebrow::face with raised eyebrow:,0.00,0.00,1.00
"@literxtis the tl is split for me idk what’s more popular but more ppl tell me to be varchie ,,,,",False,en,0,0,2021-02-24 19:12:06,1364654351101345796,"['tl', 'split', 'idk', 'popular', 'ppl', 'tell', 'varchie']"," the tl is split for me idk what’s more popular but more ppl tell me to be varchie ,,,,",0.00,0.00,1.00
"RT @abbxygrxce: i don’t like varchie , where’s the flavor? there is none. thank you.",False,en,0,1,2021-02-24 19:08:31,1364653449846153224,"['like', 'varchie', 'flavor', 'none', 'thank']","rt : i don’t like varchie , where’s the flavor? there is none. thank you.",0.07,0.00,0.93
THIS PHOTO SCREAMS VARCHIE ENDGAME🥰 https://t.co/3pjp2zUigf,False,en,4,0,2021-02-24 19:07:58,1364653312939728896,"['photo', 'screams', 'varchie', 'endgame']",this photo screams varchie endgame:smiling face with hearts: ,0.17,0.00,0.83
"i don’t like varchie , where’s the flavor? there is none. thank you.",False,en,1,1,2021-02-24 19:07:50,1364653280845049862,"['like', 'varchie', 'flavor', 'none', 'thank']","i don’t like varchie , where’s the flavor? there is none. thank you.",0.08,0.00,0.92
@siredtobarchie Season 1 varchie proved how amazing varchies friendship would be. like they’re at their best when they’re just buddies https://t.co/Mk2I0L8u64,False,en,2,0,2021-02-24 19:07:48,1364653269088432129,"['season', '1', 'varchie', 'proved', 'amazing', 'varchies', 'friendship', 'would', 'like', 'best', 'buddies']", season 1 varchie proved how amazing varchies friendship would be. like they’re at their best when they’re just buddies ,0.05,0.00,0.95
"RT @VarchiePolls: This crumbs looks like a meal , like @vickynews says ... #varchie https://t.co/26yiFLWxpH",False,en,0,1,2021-02-24 19:07:28,1364653188582891529,"['crumbs', 'looks', 'like', 'meal', 'like', 'says', 'varchie']","rt : this crumbs looks like a meal , like  says ... varchie ",0.17,0.08,0.75
RT @andrewsncooper: VARCHIE IS FOLLOWING THE BRUCAS BLUEPRINT EXES TO BESTIES I TOLD Y'ALL,False,en,0,11,2021-02-24 19:06:56,1364653053882818560,"['varchie', 'following', 'brucas', 'blueprint', 'exes', 'besties', 'told']",rt : varchie is following the brucas blueprint exes to besties i told y'all,0.00,0.00,1.00
"RT @barchiesdreams: I definitely only see varchie friendship vibes from that stills, they’re not going back to va when they have been hypin…",False,en,0,7,2021-02-24 19:03:55,1364652294562742273,"['definitely', 'see', 'varchie', 'friendship', 'vibes', 'stills', 'going', 'back', 'va', 'hypin']","rt : i definitely only see varchie friendship vibes from that stills, they’re not going back to va when they have been hypin…",0.00,0.00,1.00
@vxrchies @CW_Riverdale No. Was a varchie fan. But no. Barchie,False,en,1,0,2021-02-24 19:03:23,1364652160542117890,"['varchie', 'fan', 'barchie']",  riverdale no. was a varchie fan. but no. barchie,0.00,0.00,1.00
Varchie-Riverdale. Just not good for each other. Very different people. https://t.co/BFN8aeiZmd,False,en,2,0,2021-02-24 18:59:37,1364651210809217026,"['varchie', 'riverdale', 'good', 'different', 'people']",varchie-riverdale. just not good for each other. very different people. ,0.10,0.00,0.90
"Roberto and the writers made Bughead/Varchie the foundation of the show in season 1 and continued with it through the first 4 seasons. 

I understand that they want to shake things up sometimes and explore other things but without that ship foundation Riverdale is unenjoyable. 🙇‍♀️",False,en,5,0,2021-02-24 18:59:32,1364651191544606720,"['roberto', 'writers', 'made', 'bughead', 'varchie', 'foundation', 'show', 'season', '1', 'continued', 'first', '4', 'seasons', 'understand', 'want', 'shake', 'things', 'sometimes', 'explore', 'things', 'without', 'ship', 'foundation', 'riverdale', 'unenjoyable']","roberto and the writers made bughead/varchie the foundation of the show in season 1 and continued with it through the first 4 seasons. 

i understand that they want to shake things up sometimes and explore other things but without that ship foundation riverdale is unenjoyable. :woman bowing:",0.00,0.00,1.00
RT @FainChloe: All of us bugheads latching onto varchie scenes because we are rooting for them and our babies have nothing right now 😭 yeah…,False,en,0,1,2021-02-24 18:58:01,1364650807308689410,"['us', 'bugheads', 'latching', 'onto', 'varchie', 'scenes', 'rooting', 'babies', 'nothing', 'right', 'yeah']",rt : all of us bugheads latching onto varchie scenes because we are rooting for them and our babies have nothing right now :loudly crying face: yeah…,0.00,0.00,1.00
why would a varchie friendship actually be so cute https://t.co/49tDA5HvdC,False,en,7,0,2021-02-24 18:56:43,1364650482233462786,"['would', 'varchie', 'friendship', 'actually', 'cute']",why would a varchie friendship actually be so cute ,0.00,0.00,1.00
thank you pinterest for feeding my newly grown obsession with varchie https://t.co/oQnF40Z9DA,False,en,1,0,2021-02-24 18:55:33,1364650186400624641,"['thank', 'pinterest', 'feeding', 'newly', 'grown', 'obsession', 'varchie']",thank you pinterest for feeding my newly grown obsession with varchie ,0.00,0.00,1.00
when hsmtmts comes back and all my varchie mutuals focus on rina with me &gt;,False,en,4,0,2021-02-24 18:54:39,1364649960101142536,"['hsmtmts', 'comes', 'back', 'varchie', 'mutuals', 'focus', 'rina', 'gt']",when hsmtmts comes back and all my varchie mutuals focus on rina with me &gt;,0.00,0.00,1.00
@itsreinhartt Lmao varchie fans exist they all are bughead,False,en,0,0,2021-02-24 18:48:07,1364648315900489728,"['lmao', 'varchie', 'fans', 'exist', 'bughead']", lmao varchie fans exist they all are bughead,0.00,0.00,1.00
"I love the ex’s to lovers concept. I think it will be so amazing to finally see bughead, varchie, and choni to get back eventually in the season because we know they’re endgame. https://t.co/92xCN6RHhr",True,en,1,0,2021-02-24 18:44:57,1364647520157249538,"['love', 'ex', 'lovers', 'concept', 'think', 'amazing', 'finally', 'see', 'bughead', 'varchie', 'choni', 'get', 'back', 'eventually', 'season', 'know', 'endgame']","i love the ex’s to lovers concept. i think it will be so amazing to finally see bughead, varchie, and choni to get back eventually in the season because we know they’re endgame. ",0.09,0.00,0.91
I don’t want to be in another fandom because of the toxicity but timejump varchie really got me #varchie https://t.co/OkTtaFUEeT,False,en,4,0,2021-02-24 18:44:13,1364647336815824899,"['want', 'another', 'fandom', 'toxicity', 'timejump', 'varchie', 'really', 'got', 'varchie']",i don’t want to be in another fandom because of the toxicity but timejump varchie really got me varchie ,0.00,0.00,1.00
RT @bugheadbebs: Varchie is serving this season and im here for it,False,en,0,1,2021-02-24 18:43:14,1364647088252854272,"['varchie', 'serving', 'season', 'im']",rt : varchie is serving this season and im here for it,0.00,0.00,1.00
Varchie is serving this season and im here for it,False,en,4,1,2021-02-24 18:42:29,1364646900117430277,"['varchie', 'serving', 'season', 'im']",varchie is serving this season and im here for it,0.00,0.00,1.00
RT @TVLine: Exclusive #Riverdale Sneak Peek: Veronica and Her New Husband Perform a 'Shallow' Duet https://t.co/NvtsPCHJUP https://t.co/JP1…,False,en,0,169,2021-02-24 18:41:46,1364646720630632453,"['exclusive', 'riverdale', 'sneak', 'peek', 'veronica', 'new', 'husband', 'perform', 'shallow', 'duet']",rt : exclusive riverdale sneak peek: veronica and her new husband perform a 'shallow' duet  ,0.00,0.00,1.00
every riverdale sneak peak comment section on youtube is just barchie vs varchie vs bughead,False,en,2,0,2021-02-24 18:39:24,1364646124972294145,"['every', 'riverdale', 'sneak', 'peak', 'comment', 'section', 'youtube', 'barchie', 'vs', 'varchie', 'vs', 'bughead']",every riverdale sneak peak comment section on youtube is just barchie vs varchie vs bughead,0.00,0.00,1.00
VARCHIE IS FUCKING DELIVERING TONIGHT IDC,False,en,7,0,2021-02-24 18:36:52,1364645485273772034,"['varchie', 'fucking', 'delivering', 'tonight', 'idc']",varchie is fucking delivering tonight idc,0.00,0.00,1.00
All of us bugheads latching onto varchie scenes because we are rooting for them and our babies have nothing right now 😭 yeah I’m doing fine how bout you,False,en,13,1,2021-02-24 18:36:37,1364645424498315270,"['us', 'bugheads', 'latching', 'onto', 'varchie', 'scenes', 'rooting', 'babies', 'nothing', 'right', 'yeah', 'fine', 'bout']",all of us bugheads latching onto varchie scenes because we are rooting for them and our babies have nothing right now :loudly crying face: yeah i’m doing fine how bout you,0.00,0.00,1.00
RT @bestofvxrchie: even broken up they still own the show https://t.co/MQmyiNrALm,False,en,0,23,2021-02-24 18:34:52,1364644983219904513,"['even', 'broken', 'still', 'show']",rt : even broken up they still own the show ,0.00,0.00,1.00
@Varchie__Team Rumors?,False,en,0,0,2021-02-24 18:33:42,1364644687546572802,['rumors'],  team rumors?,0.00,0.00,1.00
"Betty and Veronica have clearly forgotten that Jughead and Archie are their exes. 

#bughead #varchie #riverdale https://t.co/R3HEjcFvem",False,en,80,8,2021-02-24 18:32:24,1364644363805089797,"['betty', 'veronica', 'clearly', 'forgotten', 'jughead', 'archie', 'exes', 'bughead', 'varchie', 'riverdale']","betty and veronica have clearly forgotten that jughead and archie are their exes. 

bughead varchie riverdale ",0.00,0.00,1.00
"Archie's being so petty at Chad. 🤣

https://t.co/JsEmIqdXKE",False,en,1,0,2021-02-24 18:30:14,1364643815479513088,"['archie', 'petty', 'chad']","archie's being so petty at chad. :rolling on the floor laughing:

",0.00,0.00,1.00
"It’s the ✨power couple energy✨ for me 
#Varchie #Riverdale https://t.co/q6YsaeaU0E",False,en,32,5,2021-02-24 18:27:26,1364643113302515712,"['power', 'couple', 'energy', 'varchie', 'riverdale']","it’s the :sparkles:power couple energy:sparkles: for me 
varchie riverdale ",0.00,0.00,1.00
This view though. https://t.co/zgItSzUZM5,False,en,1,0,2021-02-24 18:27:26,1364643110542839813,"['view', 'though']",this view though. ,0.00,0.00,1.00
@blairsevermore Choose varchie🙈,False,en,2,0,2021-02-24 18:27:05,1364643024697921539,"['choose', 'varchie']", choose varchie:see-no-evil monkey:,0.00,0.00,1.00
@blairsevermore you should be a varchie https://t.co/qRL2vQZtE3,False,en,1,0,2021-02-24 18:25:59,1364642748264042502,['varchie'], you should be a varchie ,0.00,0.00,1.00
Thinking about that tweet that said watch varchie “friendship” have more scenes than barchie ever did where was the lie lmfao https://t.co/vBj8jC6GEP,False,en,1,0,2021-02-24 18:25:33,1364642636615811074,"['thinking', 'tweet', 'said', 'watch', 'varchie', 'friendship', 'scenes', 'barchie', 'ever', 'lie', 'lmfao']",thinking about that tweet that said watch varchie “friendship” have more scenes than barchie ever did where was the lie lmfao ,0.00,0.00,1.00
"#varchie #Riverdale  

nobody:
archie @ veronica with chad: https://t.co/F622kDG2DV",False,en,45,7,2021-02-24 18:24:59,1364642494802235394,"['varchie', 'riverdale', 'nobody', 'archie', 'veronica', 'chad']","varchie riverdale  

nobody:
archie @ veronica with chad: ",0.00,0.00,1.00
"No doubt its going to come back once v and chad blows up (maybe prompting v to kiss a) and barchie needs to figure out their feelings. I actually think va is going to break barchie temporarily, so varchie gets squashed once and for all, and creating drama in the process. https://t.co/FrFnvk3N3y",True,en,1,0,2021-02-24 18:23:41,1364642168703442959,"['doubt', 'going', 'come', 'back', 'v', 'chad', 'blows', 'maybe', 'prompting', 'v', 'kiss', 'barchie', 'needs', 'figure', 'feelings', 'actually', 'think', 'va', 'going', 'break', 'barchie', 'temporarily', 'varchie', 'gets', 'squashed', 'creating', 'drama', 'process']","no doubt its going to come back once v and chad blows up (maybe prompting v to kiss a) and barchie needs to figure out their feelings. i actually think va is going to break barchie temporarily, so varchie gets squashed once and for all, and creating drama in the process. ",0.00,0.00,1.00
@bughartmarried Yeah it’s weird because varchie get stills and scenes together but Bughead get nothing 🤔 I wonder why they are trying to give as little Bughead as possible...,False,en,1,0,2021-02-24 18:22:59,1364641992140083202,"['yeah', 'weird', 'varchie', 'get', 'stills', 'scenes', 'together', 'bughead', 'get', 'nothing', 'wonder', 'trying', 'give', 'little', 'bughead', 'possible']", yeah it’s weird because varchie get stills and scenes together but bughead get nothing :thinking face: i wonder why they are trying to give as little bughead as possible...,0.00,0.04,0.96
Me getting my Varchie bones ahahahahha🥺❤️ those who don't know I ship both varchie Nd Barchie.,False,en,0,0,2021-02-24 18:22:44,1364641930043301892,"['getting', 'varchie', 'bones', 'ahahahahha', 'know', 'ship', 'varchie', 'nd', 'barchie']",me getting my varchie bones ahahahahha:pleading face::red heart: those who don't know i ship both varchie nd barchie.,0.00,0.00,1.00
@jaceyskeene Omg varchie exes to lovers!!! 🥺🥺🥺😩😩😩😘😘😘❤️❤️❤️💔💔,False,en,2,0,2021-02-24 18:22:23,1364641840390164483,"['omg', 'varchie', 'exes', 'lovers']", omg varchie exes to lovers!!! :pleading face::pleading face::pleading face::weary face::weary face::weary face::face blowing a kiss::face blowing a kiss::face blowing a kiss::red heart::red heart::red heart::broken heart::broken heart:,0.09,0.00,0.91
Not Archie sizing chad up lmfaoo he’s so jealous noticed how they focus on his face..the serve varchie exes to lovers excellence.  https://t.co/Gb2KuBESc1,False,en,0,0,2021-02-24 18:20:35,1364641388722282498,"['archie', 'sizing', 'chad', 'lmfaoo', 'jealous', 'noticed', 'focus', 'face', 'serve', 'varchie', 'exes', 'lovers', 'excellence']",not archie sizing chad up lmfaoo he’s so jealous noticed how they focus on his face..the serve varchie exes to lovers excellence.  ,0.05,0.00,0.95
We get so much content so far but I feel bad for BHs I don't know why. I wonder if the rumors are true and this is why they are not getting content,False,en,2,0,2021-02-24 18:19:15,1364641051508695044,"['get', 'much', 'content', 'far', 'feel', 'bad', 'bhs', 'know', 'wonder', 'rumors', 'true', 'getting', 'content']",we get so much content so far but i feel bad for bhs i don't know why. i wonder if the rumors are true and this is why they are not getting content,0.00,0.03,0.97
varchie&gt;&gt;&gt;bughead,False,en,5,0,2021-02-24 18:18:48,1364640938379870216,"['varchie', 'gt', 'gt', 'gt', 'bughead']",varchie&gt;&gt;&gt;bughead,0.00,0.00,1.00
"RT @barchieislove1: I’m not worried about varchie having scenes at this point, they are giving off platonic vibes and Barchie is getting se…",False,en,0,1,2021-02-24 18:17:53,1364640708133597187,"['worried', 'varchie', 'scenes', 'point', 'giving', 'platonic', 'vibes', 'barchie', 'getting', 'se']","rt : i’m not worried about varchie having scenes at this point, they are giving off platonic vibes and barchie is getting se…",0.00,0.00,1.00
@BrianEPaterson Varchie and Bughead exes to lovers,False,en,1,0,2021-02-24 18:17:44,1364640672960155656,"['varchie', 'bughead', 'exes', 'lovers']", varchie and bughead exes to lovers,0.17,0.00,0.83
RT @WTFSOPHIA89: ME TONIGHT AFTER ALL THE VARCHIE CONTENT https://t.co/jho9OcZrzI,False,en,0,1,2021-02-24 18:17:07,1364640514931310592,"['tonight', 'varchie', 'content']",rt : me tonight after all the varchie content ,0.00,0.00,1.00
ME TONIGHT AFTER ALL THE VARCHIE CONTENT https://t.co/jho9OcZrzI,False,en,12,1,2021-02-24 18:16:28,1364640351957434369,"['tonight', 'varchie', 'content']",me tonight after all the varchie content ,0.00,0.00,1.00
"This crumbs looks like a meal , like @vickynews says ... #varchie https://t.co/26yiFLWxpH",False,en,21,1,2021-02-24 18:16:06,1364640262211788810,"['crumbs', 'looks', 'like', 'meal', 'like', 'says', 'varchie']","this crumbs looks like a meal , like  says ... varchie ",0.18,0.09,0.73
idk if i’m barchie or varchie,False,en,4,0,2021-02-24 18:15:28,1364640100668366859,"['idk', 'barchie', 'varchie']",idk if i’m barchie or varchie,0.00,0.00,1.00
"RT @slowburnsftw: this lunatic varchie stan knows the ship rides on bughead, so the move is to blame lili. i have to laugh. https://t.co/6g…",True,en,0,2,2021-02-24 18:14:51,1364639943788789761,"['lunatic', 'varchie', 'stan', 'knows', 'ship', 'rides', 'bughead', 'move', 'blame', 'lili', 'laugh']","rt : this lunatic varchie stan knows the ship rides on bughead, so the move is to blame lili. i have to laugh. ",0.00,0.00,1.00
varchie is about to serve exes to lovers and im here for it,False,en,3,0,2021-02-24 18:13:43,1364639661273059329,"['varchie', 'serve', 'exes', 'lovers', 'im']",varchie is about to serve exes to lovers and im here for it,0.08,0.00,0.92
"RT @varchieshosie: I hope he buys you flowers
I hope he holds your hand
give you all his hours
when he has the chance
take you to every par…",False,en,0,50,2021-02-24 18:12:17,1364639300416131078,"['hope', 'buys', 'flowers', 'hope', 'holds', 'hand', 'give', 'hours', 'chance', 'take', 'every', 'par']","rt : i hope he buys you flowers
i hope he holds your hand
give you all his hours
when he has the chance
take you to every par…",0.00,0.00,1.00
very underrated varchie scene https://t.co/nppvct7jZZ,False,en,47,6,2021-02-24 18:12:15,1364639291595513857,"['underrated', 'varchie', 'scene']",very underrated varchie scene ,0.00,0.00,1.00
varchie bones right? https://t.co/qrFH70q07O,False,en,20,0,2021-02-24 18:10:08,1364638760634372097,"['varchie', 'bones', 'right']",varchie bones right? ,0.00,0.00,1.00
the way varchie gives me more buzz than bughead rn https://t.co/K6Ypi0XlFS,True,en,5,0,2021-02-24 18:09:01,1364638479108472834,"['way', 'varchie', 'gives', 'buzz', 'bughead', 'rn']",the way varchie gives me more buzz than bughead rn ,0.00,0.00,1.00
"@glittereinhart well, considering they’re not in good terms as varchie is, I think it’s pretty obvious we’re not getting content. But oh trust me when we will.",False,en,11,1,2021-02-24 18:08:51,1364638436041318408,"['well', 'considering', 'good', 'terms', 'varchie', 'think', 'pretty', 'obvious', 'getting', 'content', 'oh', 'trust']"," well, considering they’re not in good terms as varchie is, i think it’s pretty obvious we’re not getting content. but oh trust me when we will.",0.04,0.00,0.96
we’re getting so much varchie content these next few episodes omg,False,en,17,0,2021-02-24 18:08:43,1364638403569025028,"['getting', 'much', 'varchie', 'content', 'next', 'episodes', 'omg']",we’re getting so much varchie content these next few episodes omg,0.00,0.00,1.00
imagine if her husband walked in on varchie kissing and that’s why she’s crying OMGGG https://t.co/7C9NmMhPq5,False,en,11,0,2021-02-24 18:08:16,1364638290176057347,"['imagine', 'husband', 'walked', 'varchie', 'kissing', 'crying', 'omggg']",imagine if her husband walked in on varchie kissing and that’s why she’s crying omggg ,0.00,0.00,1.00
@damianholbrook @KJapa @CW_Riverdale @TVInsider Yess!! We are ready #varchie,False,en,1,0,2021-02-24 18:07:06,1364637996767657986,"['yess', 'ready', 'varchie']",   riverdale  yess!! we are ready varchie,0.00,0.00,1.00
NOW IM MORE EXCITED TO SEE THE SCENE WITH VARCHIE AND CHAD AT THE PEMBROOKE,False,en,8,0,2021-02-24 18:06:26,1364637829385584645,"['im', 'excited', 'see', 'scene', 'varchie', 'chad', 'pembrooke']",now im more excited to see the scene with varchie and chad at the pembrooke,0.00,0.00,1.00
"RT @colessmile1: I have a feeling that Varchie is gonna have a faster storyline leading to reconnection than Bughead. 

Bughead is gonna be…",False,en,0,1,2021-02-24 18:06:02,1364637726759215104,"['feeling', 'varchie', 'gonna', 'faster', 'storyline', 'leading', 'reconnection', 'bughead', 'bughead', 'gonna']","rt : i have a feeling that varchie is gonna have a faster storyline leading to reconnection than bughead. 

bughead is gonna be…",0.00,0.00,1.00
RT @glittereinhart: this season im varchie&gt;&gt;&gt;bughead for now,False,en,0,7,2021-02-24 18:06:01,1364637722455982086,"['season', 'im', 'varchie', 'gt', 'gt', 'gt', 'bughead']",rt : this season im varchie&gt;&gt;&gt;bughead for now,0.00,0.00,1.00
RT @Aestheticlils: He is seriously jealous and not happy. Ahhhh the Varchie scenes we’re getting. https://t.co/0WzS2qqAkY,False,en,0,3,2021-02-24 18:05:41,1364637637341044739,"['seriously', 'jealous', 'happy', 'ahhhh', 'varchie', 'scenes', 'getting']",rt : he is seriously jealous and not happy. ahhhh the varchie scenes we’re getting. ,0.07,0.00,0.93
Please go and comment at Damian articule #varchie ! https://t.co/EX08GQDR2V,True,en,3,0,2021-02-24 18:05:04,1364637484018098176,"['please', 'go', 'comment', 'damian', 'articule', 'varchie']",please go and comment at damian articule varchie ! ,0.00,0.00,1.00
"@naleybugheads but more varchie exes to lovers agenda, bughead is literally bones",False,en,0,0,2021-02-24 18:03:51,1364637179046199302,"['varchie', 'exes', 'lovers', 'agenda', 'bughead', 'literally', 'bones']"," but more varchie exes to lovers agenda, bughead is literally bones",0.09,0.00,0.91
i’m so bored what’s happening with bughead lord i’m varchie&gt;bughead rn,False,en,1,0,2021-02-24 18:03:04,1364636981490286597,"['bored', 'happening', 'bughead', 'lord', 'varchie', 'gt', 'bughead', 'rn']",i’m so bored what’s happening with bughead lord i’m varchie&gt;bughead rn,0.00,0.00,1.00
So these two scenes 🤔 which one comes first....foot massage with Chad or upset Veronica with Archie? And why is she looking like she's crying or has been crying? #varchie #riverdale https://t.co/kBNJZ3Y202,False,en,20,2,2021-02-24 18:03:00,1364636965602271232,"['two', 'scenes', 'one', 'comes', 'first', 'foot', 'massage', 'chad', 'upset', 'veronica', 'archie', 'looking', 'like', 'crying', 'crying', 'varchie', 'riverdale']",so these two scenes :thinking face: which one comes first....foot massage with chad or upset veronica with archie? and why is she looking like she's crying or has been crying? varchie riverdale ,0.09,0.09,0.82
